,day,ID1,ID2,start_time,end_time
692,37,veronica,mya,28520.0,28647.0
693,37,veronica,vampirella,29468.0,29473.0
694,37,veronica,fuschia,29739.0,29889.0
695,37,veronica,mya,30624.0,30767.0
696,37,veronica,mya,30922.0,31024.0
697,37,veronica,vampirella,27525.0,27554.0
698,37,veronica,mya,27266.0,27344.0
699,37,veronica,mya,26771.0,26950.0
700,37,veronica,vampirella,27601.0,27772.0
701,38,tequila,,,
702,39,cerce,mya,27967.0,28118.0
703,39,cerce,mya,28124.0,28137.0
704,39,cerce,mya,28167.0,28198.0
705,39,cerce,mya,28265.0,28336.0
706,39,cerce,mya,29336.0,29571.0
707,39,cerce,speedster,29630.0,29682.0
708,39,cerce,speedster,29728.0,29827.0
709,39,cerce,speedster,29833.0,29851.0
710,39,cerce,bella,30125.0,30192.0
711,39,cerce,mina,30301.0,30418.0
712,39,cerce,mina,30594.0,30851.0
713,39,cerce,veronica,31814.0,31857.0
714,39,cerce,veronica,31935.0,31975.0
715,39,cerce,veronica,32103.0,32153.0
716,39,cerce,mya,27244.0,27615.0
717,39,cerce,veronica,27080.0,27148.0
718,39,cerce,bella,27011.0,27019.0
719,39,cerce,mya,27701.0,27842.0
720,40,mya,bella,26897.0,26989.0
721,40,mya,lucy,27049.0,27110.0
722,40,mya,lucy,26676.0,26769.0
723,40,mya,cerce,27526.0,27565.0
724,40,mya,veronica,27744.0,27813.0
725,40,mya,veronica,27878.0,27905.0
726,40,mya,veronica,28129.0,28278.0
727,40,mya,veronica,28621.0,28658.0
728,40,mya,veronica,28670.0,28696.0
729,40,mya,veronica,28712.0,28748.0
730,40,mya,veronica,28758.0,28793.0
731,40,mya,veronica,28813.0,28863.0
732,40,mya,bella,29463.0,29469.0
733,40,mya,bella,29515.0,29520.0
734,40,mya,veronica,30411.0,30487.0
735,40,mya,bella,30596.0,30641.0
736,40,mya,veronica,30669.0,30720.0
737,40,mya,mina,31402.0,31502.0
738,40,mya,mina,31547.0,31568.0
739,40,mya,veronica,32301.0,32306.0
740,40,mya,mina,32504.0,32574.0
741,40,mya,veronica,33364.0,33374.0
742,40,mya,veronica,26736.0,26761.0
743,40,mya,bella,26672.0,26707.0
744,40,mya,bella,26631.0,26637.0
745,40,mya,bella,26761.0,26774.0
746,41,lucy,maribelo,25296.0,25304.0
747,41,lucy,maribelo,25231.0,25277.0
748,41,lucy,countess,30744.0,30796.0
749,42,dot,bella,25623.0,25739.0
750,42,dot,bella,25924.0,25934.0
751,42,dot,bella,26703.0,26745.0
752,42,dot,bella,27004.0,27025.0
753,42,dot,bella,27283.0,27318.0
754,42,dot,bella,28173.0,28224.0
755,42,dot,bella,28595.0,28674.0
756,42,dot,bella,29176.0,29281.0
757,42,dot,bella,29652.0,29685.0
758,42,dot,bella,29869.0,29889.0
759,42,dot,bella,30314.0,30374.0
760,42,dot,bella,30586.0,30611.0
761,42,dot,bella,30930.0,30999.0
762,42,dot,bella,25044.0,25094.0
763,42,dot,bella,24699.0,24849.0
764,42,dot,bella,24400.0,24498.0
765,42,dot,bella,25195.0,25339.0
766,43,mina,lucy,26832.0,26840.0
767,43,mina,lucy,26912.0,26917.0
768,43,mina,dot,27271.0,27282.0
769,43,mina,dot,27299.0,27335.0
770,43,mina,dot,27338.0,27463.0
771,43,mina,veronica,27535.0,27544.0
772,43,mina,veronica,27550.0,27572.0
773,43,mina,veronica,27578.0,27628.0
774,43,mina,veronica,27634.0,27657.0
775,43,mina,speedster,27858.0,27915.0
776,43,mina,veronica,28298.0,28303.0
777,43,mina,veronica,28309.0,28314.0
778,43,mina,thecount,28961.0,28990.0
779,43,mina,thecount,29002.0,29058.0
780,43,mina,thecount,29064.0,29079.0
781,43,mina,thecount,29137.0,29216.0
782,43,mina,lucy,29277.0,29282.0
783,43,mina,veronica,29629.0,29643.0
784,43,mina,veronica,29677.0,29784.0
785,43,mina,veronica,29908.0,29929.0
786,43,mina,lucy,26516.0,26555.0
787,43,mina,dot,26419.0,26443.0
788,43,mina,dot,26381.0,26396.0
789,43,mina,lucy,26733.0,26821.0
790,44,countess,veronica,25930.0,25977.0
791,44,countess,veronica,26015.0,26033.0
792,44,countess,veronica,27741.0,27853.0
793,44,countess,lucy,28388.0,28420.0
794,44,countess,veronica,28440.0,28511.0
795,44,countess,cerce,28556.0,28598.0
796,44,countess,cerce,28694.0,28723.0
797,44,countess,cerce,28745.0,28864.0
798,44,countess,lucy,28956.0,29009.0
799,44,countess,cerce,29184.0,29213.0
800,44,countess,cerce,29223.0,29262.0
801,44,countess,cerce,29275.0,29281.0
802,44,countess,mina,29417.0,29770.0
803,44,countess,mina,29839.0,30043.0
804,44,countess,mina,30057.0,30077.0
805,44,countess,mina,30082.0,30146.0
806,44,countess,flapper,30171.0,30179.0
807,44,countess,flapper,30204.0,30249.0
808,44,countess,mina,30423.0,30477.0
809,44,countess,mina,30484.0,30584.0
810,44,countess,veronica,31103.0,31117.0
811,44,countess,veronica,31330.0,31389.0
812,44,countess,mina,31904.0,32039.0
813,44,countess,mina,32046.0,32139.0
814,44,countess,mina,32162.0,32187.0
815,44,countess,mina,25787.0,25800.0
816,44,countess,bella,25582.0,25664.0
817,44,countess,bella,25531.0,25573.0
818,44,countess,mya,25808.0,25830.0
819,45,bella,helsing,26241.0,26268.0
820,45,bella,helsing,26330.0,26335.0
821,45,bella,fuschia,26434.0,26448.0
822,45,bella,maribelo,27505.0,27531.0
823,45,bella,maribelo,27540.0,27682.0
824,45,bella,lucy,27749.0,27755.0
825,45,bella,maribelo,28165.0,28304.0
826,45,bella,countess,29138.0,29297.0
827,45,bella,maribelo,29589.0,29598.0
828,45,bella,countess,25407.0,25438.0
829,45,bella,vampirella,25275.0,25280.0
830,45,bella,cerce,24840.0,24845.0
831,45,bella,mya,25999.0,26006.0
832,46,lucy,bella,26918.0,27062.0
833,46,lucy,mina,27068.0,27139.0
834,46,lucy,mya,27143.0,27217.0
835,46,lucy,mya,27233.0,27288.0
836,46,lucy,mya,27303.0,27486.0
837,46,lucy,mya,27548.0,27565.0
838,46,lucy,mya,27686.0,27949.0
839,46,lucy,mina,27953.0,28263.0
840,46,lucy,mina,28270.0,28303.0
841,46,lucy,mina,28392.0,28461.0
842,46,lucy,mina,28490.0,28784.0
843,46,lucy,mya,28820.0,28984.0
844,46,lucy,mya,28996.0,29291.0
845,46,lucy,dot,29871.0,29886.0
846,46,lucy,dot,29913.0,29937.0
847,46,lucy,dot,29969.0,29978.0
848,46,lucy,dot,29989.0,30122.0
849,46,lucy,dot,30178.0,30189.0
850,46,lucy,dot,30212.0,30217.0
851,46,lucy,dot,30583.0,30803.0
852,46,lucy,countess,31421.0,31468.0
853,46,lucy,mina,31516.0,31809.0
854,46,lucy,mya,32583.0,32705.0
855,46,lucy,veronica,26617.0,26683.0
856,46,lucy,mina,26283.0,26482.0
857,46,lucy,mina,26219.0,26256.0
858,46,lucy,dot,26702.0,26774.0
859,47,mina,lucy,27632.0,27637.0
860,47,mina,lucy,27662.0,27673.0
861,47,mina,veronica,27742.0,27755.0
862,47,mina,lucy,27920.0,28021.0
863,47,mina,veronica,28134.0,28161.0
864,47,mina,veronica,28180.0,28274.0
865,47,mina,veronica,28295.0,28306.0
866,47,mina,veronica,28316.0,28328.0
867,47,mina,veronica,28398.0,28409.0
868,47,mina,veronica,28433.0,28516.0
869,47,mina,dot,28581.0,28609.0
870,47,mina,dot,28636.0,28651.0
871,47,mina,dot,28683.0,28729.0
872,47,mina,dot,28815.0,28826.0
873,47,mina,1,29741.0,29938.0
874,47,mina,bella,30024.0,30349.0
875,47,mina,bella,30376.0,30385.0
876,47,mina,bella,30396.0,30436.0
877,47,mina,lucy,30209.0,30266.0
878,47,mina,lucy,30822.0,30836.0
879,47,mina,countess,31379.0,31454.0
880,47,mina,thecount,31492.0,31525.0
881,47,mina,veronica,31548.0,31553.0
882,47,mina,dot,31676.0,31778.0
883,47,mina,dot,31796.0,31801.0
884,47,mina,dot,32188.0,32334.0
885,47,mina,lucy,33030.0,33041.0
886,47,mina,lucy,27316.0,27343.0
887,47,mina,bella,27238.0,27249.0
888,47,mina,bella,27157.0,27221.0
889,47,mina,countess,27577.0,27582.0
890,48,lucy,maribelo,25323.0,25544.0
891,48,lucy,maribelo,25577.0,25870.0
892,48,lucy,maribelo,25878.0,25956.0
893,48,lucy,maribelo,25986.0,26081.0
894,48,lucy,maribelo,26116.0,26128.0
895,48,lucy,maribelo,26168.0,26258.0
896,48,lucy,maribelo,26279.0,26359.0
897,48,lucy,maribelo,26379.0,26421.0
898,48,lucy,maribelo,26443.0,26456.0
899,48,lucy,maribelo,26481.0,26520.0
900,48,lucy,maribelo,26687.0,26717.0
901,48,lucy,veronica,26867.0,26911.0
902,48,lucy,mya,26952.0,27109.0
903,48,lucy,vampirella,27169.0,27231.0
904,48,lucy,vampirella,27239.0,27384.0
905,48,lucy,maribelo,27487.0,27492.0
906,48,lucy,veronica,27509.0,27521.0
907,48,lucy,veronica,27537.0,27546.0
908,48,lucy,veronica,27561.0,27568.0
909,48,lucy,veronica,27614.0,27710.0
910,48,lucy,vampirella,27945.0,28099.0
911,48,lucy,bella,28485.0,28492.0
912,48,lucy,vampirella,28554.0,28716.0
913,48,lucy,vampirella,28822.0,28894.0
914,48,lucy,vampirella,28946.0,28966.0
915,48,lucy,vampirella,29487.0,29594.0
916,48,lucy,vampirella,30910.0,30930.0
917,48,lucy,mya,31402.0,31485.0
918,48,lucy,vampirella,31705.0,31738.0
919,48,lucy,vampirella,31837.0,31844.0
920,48,lucy,maribelo,25150.0,25234.0
921,48,lucy,maribelo,25103.0,25140.0
922,48,lucy,maribelo,25040.0,25081.0
923,48,lucy,maribelo,25252.0,25262.0
924,49,veronica,thecount,25304.0,25447.0
925,49,veronica,thecount,25535.0,25561.0
926,49,veronica,thecount,25714.0,25808.0
927,49,veronica,bella,26191.0,26268.0
928,49,veronica,mya,26969.0,27190.0
929,49,veronica,mya,27389.0,27772.0
930,49,veronica,mya,27856.0,28098.0
931,49,veronica,mya,28109.0,28116.0
932,49,veronica,countess,30231.0,30256.0
933,49,veronica,countess,25076.0,25136.0
934,49,veronica,mya,24742.0,24910.0
935,49,veronica,mya,24679.0,24726.0
936,49,veronica,thecount,25271.0,25297.0
937,50,veronica,thecount,29302.0,29323.0
938,50,veronica,thecount,29342.0,29371.0
939,50,veronica,thecount,29415.0,29513.0
940,50,veronica,thecount,29563.0,29605.0
941,50,veronica,thecount,29617.0,29687.0
942,50,veronica,thecount,29694.0,29736.0
943,50,veronica,thecount,29743.0,29839.0
944,50,veronica,countess,30152.0,30384.0
945,50,veronica,thecount,30604.0,30843.0
946,50,veronica,mya,26873.0,27548.0
947,50,veronica,mya,26855.0,26865.0
948,50,veronica,mya,26809.0,26837.0
949,50,veronica,mya,27535.0,28178.0
