ID1,ID2,time
140920,29089,0
140920,29089,2900783
140920,29089,3674014
140920,29089,5414761
138474,29089,5432970
138474,29089,5510262
138474,29089,5772108
138474,29089,5772138
138474,29089,5772161
138474,29089,5772198
138474,29089,5772213
138474,29089,5772228
138474,29089,5772268
138474,29089,5772285
138474,29089,5772400
138474,29089,5772422
138474,29089,5772520
138474,29089,5772551
138474,29089,5772580
138474,29089,5772605
138474,29089,5772865
138474,29089,5772882
138474,29089,5772959
138474,93156,5772959
138474,29089,5773048
138474,29089,5773213
138474,29089,5773235
138474,29089,5773247
138474,29089,5773260
138474,29089,5773270
138474,29089,5773287
138474,29089,5773300
138474,29089,5773706
138474,29089,5773960
138474,29089,5773983
138474,29089,5774008
138474,29089,5774094
138474,29089,5774112
138474,29089,5774132
138474,29089,5774143
138474,29089,5774170
138474,29089,5774204
138474,29089,5774227
138474,29089,5774375
138474,29089,5774417
138474,29089,5774447
138474,29089,5774463
138474,29089,5774492
138474,29089,5774515
138474,29089,5775341
138474,29089,5775382
138474,29089,5775429
138474,29089,5775451
138474,29089,5775461
138474,29089,5775491
138474,29089,5775500
138474,29089,5775511
138474,29089,5775617
138474,29089,5777855
138474,29089,5777939
138474,29089,5777985
138474,29089,5778016
138474,29089,5778099
138474,29089,5778120
138474,29089,5778138
138474,29089,5778187
138474,29089,5778207
138474,29089,5778227
138474,29089,5778251
138474,29089,5778453
138474,29089,5950154
138474,29089,5950366
138474,29089,5954269
138474,29089,5983090
138474,29089,5983331
138474,29089,5983563
138474,29089,6025934
138474,29089,6113922
138474,29089,6114295
138474,29089,6115236
138474,29089,6123727
138474,29089,6241991
138474,29089,6406448
138474,29089,6604320
138474,93156,8030360
138474,20734,8030360
138474,29089,8030360
140920,29089,8633448
140920,29089,11428388
140920,29089,11980783
197150,93156,13726462
197150,29089,13933298
138474,93156,14135027
138474,29089,14135027
138474,93156,14167044
138474,29089,14167044
197150,29089,14298729
138474,29089,14930936
197150,29089,15223944
138474,29089,15346395
197150,29089,15438421
197150,29089,15532567
140920,29089,15850281
140920,29089,16220433
197150,29089,16292365
197150,29089,16378356
140920,93156,16463728
197150,29089,16526101
138474,29089,16549255
197150,29089,16631511
140920,93156,16655020
138474,29089,16999687
138474,29089,17169216
138474,29089,17431346
138474,93156,17431373
197150,93156,17441637
197150,29089,17563754
138474,29089,17601174
140920,93156,17858802
197150,29089,17987893
138474,29089,18298015
138474,29089,18370676
138474,93156,18370676
138474,93156,18476593
138474,20734,18560579
138474,93156,18730831
138474,197150,18772944
138474,93156,18844330
138474,93156,19075253
140920,29089,19242057
140920,93156,19327677
140920,93156,19331958
140920,29089,19397167
138474,93156,19413332
140920,29089,19492955
138474,93156,19660066
138474,93156,19674427
138474,29089,19766249
138474,93156,19766414
138474,29089,19946701
138474,93156,20290111
138474,93156,20447090
140920,29089,20624585
85539,30695,21401527
138474,29089,21576961
138474,29089,22167717
138474,93156,22354300
138474,204726,22354665
138474,93156,22364655
138474,93156,22365346
197150,29089,22766532
138474,93156,22807301
197150,29089,23071474
197150,29089,23218908
204726,93156,23232605
138474,29089,23298374
85539,199160,23557145
204726,29089,23735983
85539,118340,23902430
197150,33670,24093021
140920,29089,24307553
140920,29089,24307640
85539,212276,24415952
138474,93156,25060220
197150,29089,25096743
204726,29089,25114099
204726,20734,25385395
197150,29089,25736263
138474,93156,25803298
204726,225086,25985673
197150,225086,26041005
140920,29089,26053094
197150,225086,26117348
197150,225086,26117395
140920,29089,26148311
140920,29089,26406829
204726,29089,26503628
204726,93156,26595012
140920,225086,27252926
204726,93156,27653153
138474,93156,27716371
138474,93156,27721319
138474,29089,28151897
197150,29089,28410049
140920,93156,28686319
138474,29089,28762158
204726,29089,29091854
85539,199160,29187130
138474,29089,29328862
85539,212276,29579748
138474,93156,29622350
197150,225086,29671138
197150,29089,29671138
197150,225086,29794260
85539,199160,29843714
85539,199160,30110907
204726,29089,30219619
204726,93156,30226669
85539,118340,30299232
85539,118340,30446093
204726,20734,30642174
204726,225086,30652197
138474,29089,30733240
199160,212276,30792266
197150,29089,30866458
197150,225086,30866458
140920,29089,30885761
85539,199160,31159740
138474,29089,31284183
140920,29089,31943514
85539,118340,32092796
204726,225086,32126483
195190,29089,32246286
195190,29089,32296479
138474,29089,32652646
138474,29089,32652840
138474,29089,32889891
138474,93156,33095265
140920,29089,33146273
140920,20734,33146273
140920,93156,33146273
138474,29089,33250266
138474,334835,33250266
140920,20734,33288328
204726,93156,33320741
85539,212276,33521100
138474,29089,33589646
138474,334835,33589646
138474,29089,33589706
85539,199160,33638227
138474,93156,34188644
138474,93156,34188781
138474,29089,34213516
138474,204726,34213516
138474,93156,34213516
138474,20734,34213516
195190,225086,34438808
195190,29089,34438848
195190,29089,34438975
195190,225086,34438975
138474,204726,34454069
140920,225086,34473590
140920,225086,34473718
204726,138474,34545498
85539,118340,34595213
85539,212276,34707280
138474,29089,34880179
138474,29089,34894865
85539,30695,35034511
138474,29089,35050269
140920,225086,35478971
138474,29089,35661058
138474,29089,35721168
138474,29089,35725813
204726,225086,35846440
204726,138474,35999576
204726,20734,35999576
204726,29089,35999576
204726,93156,35999576
140920,225086,36062362
204726,29089,36110257
204726,225086,36110257
140920,225086,36110954
138474,29089,36121761
138474,29089,36155359
140920,29089,36244038
140920,225086,36262518
195190,29089,36311633
85539,199160,36783846
85539,118340,36961674
138474,29089,37112355
204726,29089,37204058
204726,29089,37547383
85539,199160,37705703
199160,212276,37967394
85539,212276,38184241
204726,29089,38675474
195190,29089,38689356
195190,29089,39032000
85539,212276,39164810
195190,29089,39263372
44101,78170,39266310
140920,29089,39288107
44101,118340,39350261
195190,29089,39640282
138474,29089,40003742
138474,29089,40400790
204726,20734,40411834
204726,93156,40412078
204726,93156,40413867
195190,29089,40481235
199160,118340,40482916
85539,199160,40733517
140920,29089,40992248
140920,93156,40992248
140920,29089,40992360
140920,93156,40992360
140920,93156,40992479
140920,29089,40992479
140920,225086,41411548
44101,78170,41511891
204726,29089,41722277
197150,29089,41771269
195190,29089,41874703
140920,29089,42273565
199160,212276,42583049
204726,29089,42654563
140920,29089,42813738
195190,29089,42873937
204726,29089,42980270
204726,93156,42984925
85539,212276,43174290
138474,29089,43276237
204726,29089,43809044
85539,199160,43884383
204726,93156,44222359
204726,29089,44222359
140920,29089,44454944
195190,29089,44637501
195190,29089,45246053
195190,93156,45256996
138474,29089,45261370
140920,93156,45315413
195190,29089,45401042
195190,29089,45743838
195190,29089,45743858
140920,29089,45751218
195190,93156,45756206
195190,93156,45756246
195190,93156,45756732
195190,93156,45756759
195190,29089,45952334
204726,29089,46006002
204726,20734,46006002
204726,138474,46006002
140920,93156,46028940
204726,225086,46196941
204726,225086,46210695
204726,20734,46218271
204726,20734,46219063
204726,29089,46333538
204726,93156,46334265
204726,20734,46337391
204726,93156,46338416
204726,20734,46355573
204726,225086,46439269
140920,29089,46547503
204726,29089,46591478
140920,93156,46615684
204726,225086,46712711
85539,212276,46818950
204726,225086,46961078
140920,225086,47062740
204726,20734,47115238
85539,212276,47153740
199160,30695,47251749
98222,20734,47588474
195190,29089,47605213
195190,29089,47605414
195190,245743,47605460
195190,29089,47606103
195190,245743,47606129
195190,29089,47606977
195190,245743,47607047
195190,93156,47717280
195190,245743,47720260
195190,29089,47720279
195190,29089,47720751
195190,29089,47786755
195190,93156,47786791
195190,245743,47787330
204726,93156,48320845
195190,245743,48335475
195190,245743,48336547
195190,245743,48426535
138474,225086,48461767
199160,30695,48619578
195190,29089,48703083
195190,245743,48703129
98222,29089,48729102
204726,93156,48840858
85539,199160,48858405
85539,199160,48898409
204726,20734,48942519
204726,93156,48942519
138474,29089,48974715
85539,199160,49128569
98222,29089,49246148
195190,29089,49314917
138474,225086,49478498
195190,29089,49486538
195190,245743,49486709
195190,245743,49563073
195190,29089,49563099
195190,93156,49563120
85539,199160,49710907
204726,93156,49892308
204726,29089,49892308
138474,29089,49998978
204726,225086,50254013
98222,334835,50351860
204726,29089,50691578
204726,93156,50691578
85539,118340,50708109
204726,93156,50782404
195190,33670,50830347
138474,29089,51131911
204726,20734,51208277
195190,33670,51283441
85539,199160,51350987
195190,33670,51364492
195190,29089,51439591
195190,93156,51443893
195190,29089,51622079
85539,199160,51657235
195190,245743,51727484
85539,118340,51794732
195190,245743,51808937
98222,20734,51835168
195190,29089,51847970
195190,245743,51847986
195190,245743,51881942
195190,29089,51984993
78477,29089,52070654
85539,199160,52161531
85539,199160,52241295
192367,93156,52415617
140920,93156,52419109
140920,93156,52419505
195190,33670,52422224
192367,29089,52462175
85539,199160,52479505
138474,29089,52514558
195190,29089,52578713
195190,29089,52578788
195190,29089,52578813
195190,245743,52578988
195190,33670,52578988
195190,29089,52582765
195190,29089,52582851
195190,33670,52584971
195190,33670,52607561
195190,245743,52607561
140920,93156,52672199
140920,29089,52672199
140920,29089,52672451
140920,93156,52672451
195190,29089,52932192
140920,29089,53009098
78477,29089,53100824
78477,29089,53100878
85539,118340,53131471
78477,29089,53259924
195190,93156,53285651
195190,29089,53285651
140920,29089,53286853
140920,29089,53286914
85539,212276,53429552
282165,199160,53615026
199160,212276,53615591
85539,212276,53644228
195190,33670,53645906
78477,29089,53781752
195190,29089,53862437
204726,93156,53949904
204726,225086,53993695
204726,225086,53993749
