ID1,ID2,time
85539,199160,0
85539,118340,345285
85539,199160,5629985
85539,199160,6286569
85539,199160,6553762
85539,118340,6742087
85539,118340,6888948
85539,199160,7602595
85539,118340,8535651
85539,199160,10081082
85539,118340,11038068
85539,199160,13226701
85539,118340,13404529
85539,199160,14148558
44101,78170,15709165
44101,118340,15793116
199160,118340,16925771
85539,199160,17176372
44101,78170,17954746
85539,199160,20327238
85539,199160,25301260
85539,199160,25341264
85539,199160,25571424
85539,199160,26153762
85539,118340,27150964
85539,199160,27793842
85539,199160,28100090
85539,118340,28237587
85539,199160,28604386
85539,199160,28684150
85539,199160,28922360
85539,118340,29574326
124869,118340,33806659
85539,199160,34054312
85539,199160,35146657
85539,199160,35924684
85539,199160,36142877
52083,274331,36898327
85539,118340,40548115
85539,199160,40965659
35431,199160,42287745
85539,199160,42321710
124869,199160,42329788
124869,118340,42423860
85539,199160,42826710
35431,175032,42936758
124869,118340,44788700
85539,199160,45154645
265495,199160,45177986
44101,118340,46828954
44101,118340,47811634
44101,118340,47812494
265495,118340,47815576
85539,199160,48043090
44101,199160,49024602
44101,78170,49024805
44101,78170,49025027
85539,199160,49515711
85539,199160,49750253
85539,199160,50660084
124869,118340,50919871
199160,28278,51217653
85539,199160,51427565
124869,199160,52036518
124869,78170,53735506
124869,199160,55577612
124869,199160,55733108
124869,199160,56533587
124869,78170,56831716
124869,199160,57491620
85539,199160,58068039
124869,118340,59290303
124869,118340,60435446
210784,249497,62793171
210784,249497,63034607
124869,118340,63624245
124869,118340,64463442
199160,167409,65263250
332753,78170,66816230
124869,78170,67655784
124869,78170,67674090
124869,118340,67757150
44101,118340,67931314
124869,199160,68179356
124869,118340,68296393
210784,249497,70493464
44101,118340,70923252
44101,118340,70923312
44101,118340,70923464
44101,118340,70926288
44101,118340,70926634
44101,118340,70926755
44101,118340,70927000
199160,182085,71281023
210784,249497,71439456
124869,199160,71439660
289893,175032,71696023
289893,274331,71696469
52083,274331,71714278
210784,249497,71866216
210784,249497,71877878
124869,199160,71909119
124869,118340,72086273
44101,118340,72320463
44101,118340,72321101
44101,118340,72322032
44101,118340,72322258
17438,42681,72336347
17438,42681,72350714
17438,42681,72355613
17438,42681,72357171
17438,42681,72413997
124869,118340,72603063
17438,42681,72751116
124869,118340,73119344
124869,199160,73176797
17438,42681,73376784
17438,42681,73379161
17438,42681,73379563
328265,118340,73501845
17438,42681,73583309
124869,118340,73739050
210784,249497,73859692
