ID1,ID2,time
199950,54124,0
199950,54124,372729
199950,54124,8347078
199950,54124,17602423
199950,54124,20586271
199950,54124,26179386
101975,43237,27578416
101975,43237,28788100
101975,43237,29139024
119370,185687,29912237
119370,115535,29967421
119370,115535,29967425
119370,115535,29967478
119370,115535,29967504
119370,115535,29967513
119370,76386,29971215
119370,76386,29971393
119370,137199,29977572
119370,295327,29977581
119370,285520,29984064
119370,115535,29984064
119370,115535,29984243
119370,115535,29984249
119370,115535,29991547
119370,9145,29994239
119370,9145,29994508
119370,185687,29996028
119370,115535,29996653
119370,185581,30060425
119370,137199,30060429
119370,137199,30063447
119370,115535,30067326
119370,115535,30067356
119370,185581,30067420
119370,115535,30125438
119370,76386,30150962
119370,115535,30180151
119370,115535,30218054
119370,115535,30232863
119370,185687,30253104
119370,9145,30305909
119370,115535,30344237
119370,137199,30375871
119370,115535,30375935
119370,137199,30418201
119370,115535,30432157
119370,76386,30472778
119370,76386,30472859
119370,76386,30474378
119370,76386,30474939
119370,157780,30499376
119370,76386,30502347
119370,76386,30589609
119370,76386,30590478
119370,76386,30590805
119370,76386,30594632
119370,87780,30603258
119370,185687,30656761
119370,185687,30656770
119370,9145,30772882
199950,54124,30896008
199950,54124,31025053
119370,185581,31089256
119370,76386,31110732
119370,76386,31113961
119370,76386,31182156
199950,54124,32418291
119370,76386,33235309
119370,9145,33444104
119370,137199,33624559
119370,179467,33679914
119370,179467,33680501
119370,185581,33755114
119370,9145,33767079
119370,9145,33771096
119370,87780,33847174
119370,185581,35071052
119370,76386,35345938
119370,185581,35867497
119370,9145,35949990
119370,179467,36077921
119370,115535,36510561
119370,76386,37570780
119370,115535,37604361
119370,115535,37604479
278179,87780,37945874
278179,87780,37946491
278179,87780,37946724
278179,87780,37947131
278179,87780,37952004
278179,87780,37952454
119370,76386,39401705
119370,76386,39555781
119370,76386,40185606
119370,115535,40185647
278179,321113,40266674
278179,321113,40273135
278179,321113,40273314
119370,179467,40420319
119370,179467,40421409
119370,76386,40786622
119370,76386,40829685
119370,137199,41132414
119370,185581,41132521
119370,179467,41392899
119370,115535,41706940
119370,115535,41706975
119370,9145,42075173
119370,9145,42083161
278179,119370,42093716
119370,115535,42095646
119370,115535,42153287
119370,185581,42264668
119370,185581,42512637
119370,185581,43734756
185687,76386,44254412
185687,273992,44254412
185687,87780,44254412
185687,137199,44255043
185687,115535,44255892
185687,76386,44255892
185687,185581,44300893
185687,185581,44300910
185687,185581,44301874
185687,9145,44303557
185687,115535,44327744
185687,137199,44331242
185687,185581,44349021
185687,137199,44349359
185687,87780,44387760
185687,76386,44388733
185687,115535,44400250
185687,9145,44400878
185687,115535,44400900
185687,185581,44413867
185687,185581,44414060
185687,115535,44479181
185687,9145,44491262
185687,115535,44491550
185687,9145,44491577
185687,115535,44497841
185687,115535,44497862
185687,115535,44497881
185687,115535,44497891
185687,115535,44497910
185687,115535,44497918
185687,115535,44498695
185687,115535,44498801
185687,76386,44498941
185687,115535,44498941
185687,115535,44499165
185687,321113,44500619
185687,9145,44500619
185687,273992,44500619
185687,115535,44500619
185687,76386,44512915
185687,295327,44513704
185687,9145,44556635
185687,336728,44576093
185687,336728,44576958
185687,321113,44577266
185687,185581,44577407
185687,336728,44577639
185687,336728,44578682
185687,336728,44578752
185687,336728,44583141
185687,336728,44583215
185687,336728,44583258
185687,336728,44583397
185687,185581,44584008
185687,336728,44584031
185687,285520,44584834
185687,285520,44584940
185687,185581,44900972
119370,115535,46405601
119370,115535,46567115
119370,87780,46596976
119370,87780,46597095
185687,115535,46726529
185687,115535,46726542
185687,76386,46727664
185687,76386,46727806
185687,9145,46729946
185687,115535,46914610
185687,115535,46914752
185687,115535,46914837
185687,115535,46920406
185687,115535,46920489
185687,115535,47004470
185687,115535,47004480
119370,115535,47160805
185687,185581,47163692
185687,115535,47163692
185687,115535,47163944
185687,115535,47163956
185687,115535,47164435
185687,9145,47164890
185687,115535,47164890
185687,137199,47167997
185687,185581,47194819
185687,273992,47194897
185687,9145,47421936
185687,9145,47421949
119370,9145,47422848
119370,9145,47422874
119370,76386,47422981
119370,54124,47423002
119370,115535,47423031
185687,9145,47423144
185687,137199,47423144
185687,9145,47424173
185687,115535,47424376
185687,9145,47437573
185687,9145,47437597
185687,9145,47437605
185687,9145,47437621
185687,115535,47438261
185687,115535,47456541
185687,9145,47456546
119370,9145,47532921
185687,115535,48284736
185687,76386,48284797
185687,76386,48284811
185687,76386,48285597
185687,9145,48286487
185687,9145,48286496
185687,9145,48287439
185687,76386,48289929
185687,76386,48289975
119370,115535,48306111
119370,115535,48306164
119370,115535,48358688
119370,9145,48391226
119370,115535,48391263
119370,137199,48452082
185687,76386,48898343
119370,9145,49488263
185687,76386,49489354
185687,185581,49489715
185687,9145,49489715
185687,285520,49489850
185687,298770,49489850
185687,87780,49490272
185687,295327,49490272
185687,9145,49490472
185687,185581,49490472
185687,154622,49490910
185687,321113,49491047
185687,119370,49491390
185687,115535,49491390
185687,185581,49491675
119370,179467,49497155
119370,9145,49497155
185687,185581,49499173
185687,179467,49499239
185687,9145,49499239
185687,321113,49499239
185687,9145,49499246
185687,179467,49499246
185687,9145,49499269
185687,9145,49499311
185687,9145,49499326
185687,9145,49499463
185687,76386,49585525
185687,137199,49596318
185687,76386,49596493
