ID1,ID2,time
433906,263365,0
451882,263365,3292
451882,263365,4595
451882,263365,5351
451882,263365,149216
451882,263365,150163
433906,263365,255353
433906,263365,255527
433906,263365,257765
451882,263365,270926
433906,263365,319936
433906,263365,320397
433906,263365,321160
433906,263365,503047
433906,263365,593274
433906,263365,618499
433906,211638,618499
433906,263365,620141
433906,263365,641252
433906,263365,670335
433906,263365,888833
433906,263365,957849
451882,263365,1186808
433906,446364,1189129
433906,263365,1230647
433906,263365,1382046
433906,263365,1392068
451882,263365,1393852
433906,263365,1394380
433906,446364,1542401
451882,263365,1709070
433906,263365,1713015
433906,263365,1713260
451882,263365,1791560
433906,263365,1805424
433906,263365,1891670
180657,433906,1891819
433906,263365,1892138
433906,263365,2004802
433906,446364,2249061
433906,263365,2321424
180657,433906,2323147
433906,263365,2404003
433906,263365,2408217
433906,263365,2432944
433906,263365,2433476
433906,263365,2496392
433906,263365,2496405
433906,263365,2496545
433906,263365,2528293
433906,263365,2559250
180657,433906,2689680
433906,263365,2693631
180657,433906,3016051
180657,263365,3044308
180657,398192,3052223
180657,263365,3052223
180657,263365,3093618
180657,398192,3105874
180657,433906,3216304
180657,263365,3216304
433906,263365,3217047
433906,263365,3221142
433906,263365,3222447
433906,263365,3372889
433906,263365,3433872
180657,433906,3538851
180657,398192,3600437
433906,398192,3608167
433906,263365,3608167
433906,398192,3608406
433906,263365,3608406
433906,263365,3617298
180657,263365,3814868
433906,263365,3815851
433906,263365,3816199
433906,398192,3871318
433906,263365,3871768
433906,398192,3871768
433906,398192,3871816
433906,263365,3871816
433906,263365,3879778
433906,398192,3879778
180657,398192,3883683
433906,398192,3898401
433906,263365,3898401
433906,398192,3898464
433906,263365,3899164
433906,398192,3899164
180657,263365,3964007
433906,398192,3965520
433906,263365,4211699
433906,263365,4211993
433906,263365,4212145
433906,263365,4213140
433906,398192,4215166
433906,263365,4215233
433906,398192,4216173
433906,263365,4223156
433906,263365,4223194
433906,398192,4223321
180657,398192,4233447
180657,433906,4262943
433906,398192,4291353
433906,263365,4291534
433906,263365,4305698
180657,263365,4324714
180657,398192,4342885
180657,263365,4344150
180657,263365,4345107
433906,263365,4389789
180657,433906,4393875
180657,263365,4409222
180657,433906,4420997
180657,263365,4483847
180657,317704,4483847
180657,446364,4489116
180657,398192,4491805
180657,263365,4491894
180657,398192,4492029
180657,398192,4492059
180657,263365,4498200
433906,263365,4507465
180657,263365,4509669
433906,211638,4509765
180657,263365,4514241
180657,263365,4520286
433906,398192,4573977
180657,263365,4582587
433906,446364,4719337
433906,398192,4719337
433906,263365,4855248
180657,398192,4863122
433906,398192,4891914
433906,211638,4891914
433906,398192,4926702
180657,398192,4929577
180657,263365,4929577
433906,398192,4930831
433906,398192,4930857
433906,398192,5002021
