ID1,ID2,time
318429,319061,0
318429,326434,0
318429,319061,401
318429,326434,401
318429,280332,88441
318429,326434,164900
318429,326434,164969
318429,71343,182114
318429,319061,182774
318429,73131,183583
318429,91928,183583
318429,319061,184583
318429,319061,184939
318429,319061,185159
318429,73131,185208
318429,91928,185208
318429,73131,185919
318429,91928,185919
318429,73131,185986
318429,91928,185986
318429,318297,511071
318429,326434,513678
318429,318297,513678
318429,318297,513859
318429,326434,513859
318429,309901,597582
318429,318297,597582
318429,326434,597582
318429,91928,597582
318429,73131,609776
318429,73131,614853
318429,326434,698471
318429,354568,698471
318429,318297,698471
318429,326434,705758
318429,73131,768600
318429,318297,1119157
318429,326434,1119157
318429,50327,1122256
318429,319061,1198758
318429,91928,1198758
318429,73131,1198758
318429,354568,1198758
318429,50327,1198758
318429,91928,1198941
318429,73131,1198941
318429,319061,1198941
318429,50327,1198941
318429,354568,1198941
318429,50327,1214090
318429,195021,1214140
318429,195021,1214358
318429,195021,1214781
318429,195021,1214923
318429,195021,1215158
318429,319061,1287461
318429,326434,1295051
318429,318297,1295051
318429,319061,1300097
318429,91928,1300097
318429,326434,1300097
318429,318297,1300097
318429,50327,1300299
318429,91928,1300299
318429,326434,1301135
318429,91928,1301135
318429,318297,1301135
318429,319061,1301135
318429,319061,1310435
318429,73131,1311285
318429,326434,1371894
318429,318297,1371894
318429,91928,1634220
318429,318297,1634220
318429,326434,1634220
318429,326434,1634794
318429,318297,1634794
318429,91928,1634794
318429,318297,1652497
318429,318297,1719150
318429,318297,1719410
318429,75934,1721979
318429,73131,1721979
318429,326434,1722023
318429,89565,1722154
318429,73131,1722154
318429,89565,1722191
318429,73131,1722191
318429,73131,1722248
318429,75934,1722248
318429,89565,1722644
318429,73131,1722644
318429,73131,1722783
318429,89565,1722783
318429,399696,1723158
318429,89565,1723719
318429,73131,1723719
318429,326434,1723719
318429,399696,1723745
318429,89565,1723997
318429,73131,1723997
318429,73131,1724110
318429,75934,1724110
318429,319061,1724110
318429,319061,1724123
318429,73131,1724123
318429,75934,1724123
318429,399696,1726053
318429,399696,1733378
318429,91928,1733633
318429,73131,1733633
318429,73131,1734884
318429,319061,1734884
318429,73131,1735439
318429,319061,1735439
318429,73131,1735485
318429,319061,1735485
318429,319061,1739274
318429,91928,1805817
318429,91928,1806048
318429,50327,1808540
318429,91928,1909433
318429,73131,1909433
318429,75934,1909494
318429,91928,1973723
318429,309901,1973723
318429,319061,1973723
318429,91928,1976865
318429,91928,1980392
318429,75934,1992343
318429,73131,1992343
318429,309901,1998082
318429,309901,1998301
318429,309901,1998502
318429,319061,2000434
318429,319061,2003115
318429,326434,2003115
318429,319061,2006436
318429,73131,2006436
318429,319061,2007198
318429,309901,2007198
318429,73131,2007328
318429,319061,2007328
318429,75934,2413869
318429,91928,2421165
318429,91928,2421668
318429,319061,2502500
318429,73131,2505109
318429,73131,2506543
318429,73131,2506705
318429,319061,2509620
318429,319061,2509676
318429,319061,2510277
318429,319061,2510403
318429,319061,2510523
318429,319061,2510973
318429,319061,2511064
318429,326434,2511064
318429,319061,2511259
318429,319061,2511356
318429,319061,2513651
318429,319061,2514458
318429,319061,2518430
318429,319061,2518759
318429,326434,2518759
318429,326434,2677202
318429,319061,2677572
318429,319061,2677838
318429,73131,2959253
318429,75934,2961956
318429,75934,2962094
318429,73131,2962094
318429,319061,2962094
318429,326434,3556130
318429,318297,3556130
318429,318297,3631403
318429,326434,3631403
318429,75934,3632821
318429,354568,3704648
318429,354568,3705272
318429,89565,3707324
318429,89565,3707677
318429,89565,3709287
318429,91928,3709776
318429,89565,3709776
318429,309901,3710830
318429,89565,3710830
318429,326434,3719683
318429,340515,3719683
318429,89565,3719683
318429,318297,3719683
318429,354568,3719683
318429,91928,3719683
318429,309901,3790524
318429,326434,3796853
318429,91928,3817538
318429,50327,3817538
318429,326434,4049714
318429,318297,4049714
318429,195021,4062118
318429,326434,4068048
318429,326434,4137071
318429,318297,4137071
318429,73131,4137154
318429,73131,4158328
318429,73131,4162820
318429,91928,4162860
318429,319061,4162860
318429,326434,4162860
318429,318297,4162860
318429,75934,4225433
318429,318297,4229573
318429,318297,4230309
318429,91928,4233246
318429,326434,4237514
318429,91928,4241839
318429,91928,4241952
318429,91928,4242025
318429,75934,4242134
318429,91928,4242134
318429,91928,4242947
318429,319061,4245240
318429,73131,4245240
318429,73131,4245726
318429,319061,4245726
318429,326434,4245772
318429,73131,4245772
318429,319061,4245772
318429,319061,4247340
318429,91928,4247340
318429,91928,4247707
318429,319061,4247707
318429,91928,4247777
318429,319061,4247777
318429,319061,4247880
318429,91928,4247880
318429,91928,4248051
318429,319061,4248051
318429,319061,4317282
318429,319061,4317306
318429,315445,4321617
318429,319061,4321617
318429,315445,4322762
318429,319061,4322915
318429,315445,4322915
318429,315445,4322937
318429,319061,4322937
318429,397146,4323146
318429,315445,4323295
318429,73131,4323342
318429,315445,4325448
318429,315445,4327304
318429,399696,4329285
318429,315445,4329285
318429,315445,4333086
318429,315445,4334216
318429,319061,4403866
318429,319061,4403890
318429,319061,4404038
318429,326434,4416532
318429,73131,4491042
318429,319061,4491042
318429,319061,4491709
318429,73131,4491709
318429,319061,4493988
318429,319061,4494227
318429,319061,4494327
318429,318297,4494871
318429,73131,4668642
318429,326434,4675114
318429,326434,4677294
318429,326434,4677697
318429,73131,4677697
318429,318297,4749440
318429,315445,4753979
318429,315445,4754631
318429,399696,4754631
318429,315445,4755226
318429,319061,4756870
318429,73131,4756870
318429,89565,4756870
318429,50327,4759958
318429,73131,4761240
318429,50327,4761240
318429,318297,4763435
318429,75934,4763435
318429,354568,4763435
318429,326434,4763435
318429,354568,4763831
318429,318297,4763831
318429,326434,4763831
318429,354568,4764099
318429,326434,4764099
318429,75934,4764099
318429,318297,4764099
318429,50327,4766655
318429,50327,4767092
318429,75934,4823923
318429,318297,4823923
318429,326434,4823923
318429,309901,4832830
318429,318297,4832935
318429,75934,4832935
318429,73131,4832935
318429,91928,4833697
318429,318297,4833697
318429,75934,4833697
318429,315445,5283080
318429,340515,5437792
318429,89565,5437792
318429,280332,5437792
318429,309901,5437792
318429,75934,5437792
318429,309901,5438110
318429,75934,5438110
318429,89565,5438110
318429,340515,5438110
318429,280332,5438110
318429,340515,5438376
318429,75934,5438376
318429,315445,5438376
318429,89565,5438376
318429,309901,5438376
318429,318297,5439654
318429,91928,5447988
318429,319061,5447988
318429,319061,5451805
318429,89565,5530371
318429,315445,5530730
318429,89565,5530730
318429,315445,5531018
318429,89565,5531018
318429,73131,5542246
318429,73131,5615105
318429,73131,5868880
318429,319061,5960600
318429,315445,5972480
318429,315445,5972809
318429,315445,5972829
318429,318297,6033359
318429,75934,6037988
318429,315445,6038424
318429,309901,6038571
318429,75934,6038571
318429,326434,6038603
318429,318297,6038603
318429,315445,6038694
318429,315445,6038752
318429,309901,6038942
318429,280332,6049967
318429,89565,6049967
318429,315445,6049967
318429,280332,6050862
318429,89565,6050862
318429,309901,6050862
318429,315445,6050862
318429,50327,6053280
318429,326434,6380452
318429,318297,6380452
318429,326434,6640978
318429,318297,6640978
318429,326434,6641676
318429,318297,6641775
318429,326434,6641775
318429,326434,6642864
318429,318297,6642864
318429,326434,6651169
318429,318297,6651169
318429,73131,6737951
318429,319061,6745384
318429,319061,6745477
318429,319061,6816728
318429,50327,6819759
318429,319061,6819759
318429,319061,6824431
318429,326434,6837142
318429,319061,6902210
318429,73131,6902210
318429,73131,6902225
318429,319061,6902225
318429,315445,6902659
318429,318297,6902659
318429,326434,6902659
318429,89565,6902659
318429,399696,6902659
318429,326434,7070957
318429,318297,7168449
318429,354568,7168449
318429,354568,7169429
318429,318297,7169429
318429,91928,7170184
318429,318297,7170184
318429,354568,7170184
