,ID1,ID2,time,trapping_session
0,52633601,62638624,839,25
1,52633601,53031587,839,25
2,52633601,53788039,839,25
3,52633601,62539595,839,25
4,52633601,52797837,839,25
5,52633601,62586614,839,25
6,52633601,52862559,839,25
7,52633601,62638624,839,25
8,52633601,53031587,839,25
9,52633601,62282825,839,25
10,52633601,62539595,839,25
11,52633601,62108621,839,25
12,52633601,52797837,839,25
13,52633601,62638624,839,25
14,52633601,53031587,839,25
15,52633601,62282825,839,25
16,52633601,62539595,839,25
17,52633601,62108621,839,25
18,52633601,52797837,839,25
19,52633601,62638624,839,25
20,52633601,53031587,839,25
21,52633601,62282825,839,25
22,52633601,62539595,839,25
23,52633601,62108621,839,25
24,52633601,52797837,839,25
25,52633601,62638624,839,25
26,52633601,53031587,839,25
27,52633601,62282825,839,25
28,52633601,62539595,839,25
29,52633601,62108621,839,25
30,52633601,52797837,839,25
31,52633601,62539595,847,26
32,52633601,53031587,856,27
33,52633601,53031587,856,27
34,52633601,53031587,856,27
35,52633601,53031587,856,27
36,52633601,62539595,856,27
37,52633601,53031587,856,27
38,52633601,53031587,866,28
39,52633601,53031587,866,28
40,52633601,53031587,866,28
41,52633601,52848057,866,28
42,52633601,53031587,866,28
43,52633601,62366630,866,28
44,52633601,62370270,866,28
45,52633601,53031587,866,28
46,52633601,62370270,876,29
47,52633601,53031587,876,29
48,52633601,53020273,876,29
49,52633601,62370270,876,29
50,52633601,53020273,876,29
51,52633601,62370270,876,29
52,52633601,53031587,1116,30
53,52633601,53031587,1116,30
54,52633601,53031587,1116,30
55,52633601,53031587,1116,30
56,52633601,53031587,1135,31
57,52633601,53031587,1135,31
58,52633601,62599301,1135,31
59,52633601,53307086,1144,32
60,52633601,62300018,1144,32
61,52633601,62300018,1144,32
62,52633601,52837101,1144,32
63,52633601,53031587,1144,32
64,52633601,52837101,1144,32
65,52633601,67042091,1156,33
66,52633601,67287619,1156,33
67,52783105,62357099,847,26
68,52783105,53007100,847,26
69,52783105,61891374,847,26
70,52783105,62369591,847,26
71,52783105,53771801,847,26
72,52783105,62637531,847,26
73,52783105,53375613,847,26
74,52783105,62639824,847,26
75,52783105,62768636,847,26
76,52783105,62639824,847,26
77,52783105,62768636,847,26
78,53604355,53028637,856,27
79,53604355,52540301,856,27
80,53604355,62310278,856,27
81,53604355,53028637,856,27
82,53604355,52540301,856,27
83,53604355,62310278,856,27
84,53604355,52540301,866,28
85,53604355,52540301,866,28
86,72781827,72860777,1549,45
87,72781827,72860777,1549,45
88,72781827,72860777,1549,45
89,72781827,73042617,1549,45
90,72781827,72806315,1549,45
91,79609860,79637809,1605,51
92,79609860,95595784,1850,52
93,79609860,79559536,1850,52
94,79609860,79619266,1850,52
95,47085576,47007544,116,4
96,47085576,47049827,116,4
97,47085576,47082336,116,4
98,47085576,47046536,125,5
99,47085576,47026320,125,5
100,47085576,47049827,125,5
101,47085576,47082570,125,5
102,53377032,53548121,829,24
103,53377032,53548121,829,24
104,53377032,53313279,829,24
105,53377032,52543127,829,24
106,53377032,53366576,829,24
107,53377032,52543127,829,24
108,53377032,53357637,829,24
109,53377032,53528063,829,24
110,53377032,61786620,839,25
111,53377032,52543127,839,25
112,53377032,61786620,839,25
113,53377032,53313279,839,25
114,62359560,62051520,829,24
115,62359560,55537127,829,24
116,62359560,53263884,829,24
117,62359560,55537127,829,24
118,62359560,55537127,839,25
119,62359560,55537127,839,25
120,62359560,55537127,839,25
121,62359560,53004585,856,27
122,62359560,53004585,856,27
123,62359560,55537127,856,27
124,62382088,62331618,847,26
125,62382088,62312798,847,26
126,62382088,62331618,847,26
127,62382088,62061617,847,26
128,62382088,62078269,847,26
129,62382088,62000830,847,26
130,62382088,62312798,847,26
131,62382088,62331618,847,26
132,62382088,62061617,847,26
133,62382088,62078269,847,26
134,62382088,62000830,847,26
135,62382088,62312798,847,26
136,62382088,62331618,847,26
137,62382088,53031587,847,26
138,62382088,62078269,847,26
139,62382088,62312798,847,26
140,62382088,52862559,847,26
141,53516301,62052590,847,26
142,53516301,52609776,847,26
143,53516301,53577270,847,26
144,53516301,52842780,847,26
145,53516301,52845117,847,26
146,53516301,62381089,847,26
147,53516301,62579526,847,26
148,53516301,62591630,847,26
149,53516301,62052590,847,26
150,53516301,53577270,847,26
151,53516301,62314265,847,26
152,53516301,62052590,847,26
153,53516301,52609776,847,26
154,53516301,53577270,847,26
155,53516301,52842780,847,26
156,53516301,52845117,847,26
157,53516301,53577270,856,27
158,53516301,62591630,856,27
159,53516301,52842780,856,27
160,53516301,62591630,856,27
161,53516301,52845117,856,27
162,53516301,53577270,856,27
163,53516301,62591630,856,27
164,53516301,52842780,856,27
165,53516301,62591630,856,27
166,53516301,52845117,856,27
167,53516301,52845117,856,27
168,53516301,62579526,856,27
169,92258321,92619802,1950,60
170,92258321,92286310,1950,60
171,92258321,92619802,1950,60
172,92258321,92286310,1950,60
173,92258321,92323623,1950,60
174,47087634,46892544,146,7
175,47087634,47015269,146,7
176,47087634,47015269,409,9
177,47087634,47015269,409,9
178,47087634,47089609,409,9
179,47087634,47001522,409,9
180,47087634,47001780,409,9
181,47093779,44042531,116,4
182,47093779,47007097,125,5
183,47093779,47015855,125,5
184,47093779,45095064,135,6
185,47093779,43853015,135,6
186,47093779,45095064,135,6
187,47093779,47047868,135,6
188,47093779,44038573,146,7
189,47093779,45095064,146,7
190,47093779,47048553,396,8
191,47093779,43892368,396,8
192,53610516,55810024,782,21
193,53610516,56008121,782,21
194,62634007,52527590,829,24
195,62634007,62874038,829,24
