,ID1,ID2,time,trapping_session
196,52631578,52631832,819,23
197,53592091,53541887,792,22
198,53592091,53287863,792,22
199,53592091,53846795,819,23
200,53592091,53846795,819,23
201,53592091,53521794,819,23
202,53592091,53021063,819,23
203,53592091,52546568,819,23
204,53592091,53104882,819,23
205,53592091,52630522,819,23
206,53592091,53377535,819,23
207,53592091,52631832,819,23
208,53592091,52530123,819,23
209,79616027,96552367,1605,51
210,79616027,79583075,1850,52
211,46858271,47069068,135,6
212,46858271,47048553,135,6
213,46858271,46863631,135,6
214,62879778,53122074,839,25
215,62879778,53780117,839,25
216,62879778,53364358,839,25
217,62879778,52543127,839,25
218,62879778,53122074,839,25
219,62879778,53780117,839,25
220,62879778,53364358,839,25
221,62879778,52543127,839,25
222,79790114,79570817,1596,50
223,79790114,79606521,1596,50
224,79790114,79570817,1596,50
225,79790114,79606521,1596,50
226,79790114,79570817,1596,50
227,79790114,79606521,1596,50
228,79790114,79570817,1596,50
229,79790114,79606521,1596,50
230,47022119,45007519,438,12
231,62595111,62331618,856,27
232,62595111,62792371,856,27
233,62595111,62350037,856,27
234,62595111,52835526,856,27
235,62595111,62590031,866,28
236,62595111,62792371,866,28
237,92100883,92587856,1941,59
238,92100883,92625123,1941,59
239,92100883,92336277,1941,59
240,92100883,92557862,1941,59
241,92631084,92350008,1960,61
242,92631084,92088106,1960,61
243,92631084,92773382,1960,61
244,92631084,92088106,1960,61
245,92631084,92773382,1960,61
246,47050797,47045094,73,1
247,46893105,46892544,125,5
248,46893105,44040039,125,5
249,46893105,47025294,135,6
250,46893105,47001522,135,6
251,46878772,45095064,125,5
252,46878772,47007122,125,5
253,46878772,47037598,125,5
254,46878772,47015855,125,5
255,46878772,47069068,135,6
256,46878772,46861326,135,6
257,46878772,47048553,135,6
258,79573044,79580369,1584,49
259,79573044,79624357,1584,49
260,79573044,79574011,1596,50
261,79573044,79576604,1596,50
262,79573044,79617289,1596,50
263,79573044,79574011,1596,50
264,79573044,79576604,1596,50
265,79573044,79617289,1596,50
266,92639281,92083585,1941,59
267,92639281,92293382,1941,59
268,92639281,92591000,1950,60
269,92639281,92785819,1950,60
270,53108798,53345603,792,22
271,53108798,53783524,792,22
272,53108798,52892515,792,22
273,53108798,52531888,792,22
274,53108798,53076057,792,22
275,53108798,53307865,792,22
276,53108798,53581604,819,23
277,53108798,52531888,819,23
278,53108798,53307865,819,23
279,53108798,53076057,819,23
280,53108798,53581604,819,23
281,53108798,52531888,819,23
282,53108798,53076057,819,23
283,47020097,47001301,465,13
284,47020097,47041569,465,13
285,47020097,47067829,465,13
286,47020097,47041569,465,13
287,62376001,62768610,847,26
288,62376001,62369591,847,26
289,62376001,62347838,847,26
290,62376001,55537127,847,26
291,62376001,53815584,847,26
292,62376001,52559814,847,26
293,62376001,62579526,847,26
294,62376001,53570589,847,26
295,62376001,62082846,847,26
296,62376001,62768610,847,26
297,62376001,62369591,847,26
298,72788035,73087845,1558,46
299,47063109,47007875,97,2
300,43808838,47062348,135,6
301,43808838,47048777,135,6
302,43808838,47011791,135,6
303,67125317,59782318,876,29
304,47048777,47047868,135,6
305,47048777,47011791,135,6
306,62580810,62311585,839,25
307,62580810,62123365,839,25
308,62580810,62781070,839,25
309,62580810,62270356,839,25
310,62580810,62348025,839,25
311,62580810,62772825,839,25
312,62580810,62577824,847,26
313,62580810,62772825,847,26
314,62580810,62270356,847,26
315,62580810,53275069,847,26
316,62580810,62772825,847,26
317,62580810,62348025,847,26
318,62580810,52842780,847,26
319,62580810,62123365,847,26
320,62580810,62577824,847,26
321,62580810,62123365,847,26
322,62580810,62781070,847,26
323,62580810,62348025,847,26
324,62580810,52842780,847,26
325,62580810,62772825,856,27
326,62580810,52555121,856,27
327,62580810,62082073,856,27
328,62580810,52842780,856,27
329,62580810,52793631,856,27
330,62580810,62772825,856,27
331,62580810,52555121,856,27
332,62580810,62772825,856,27
333,62580810,62348025,856,27
334,62580810,62270356,856,27
335,62580810,62123365,856,27
336,62580810,62060106,866,28
337,62580810,62060106,866,28
338,62580810,52774314,866,28
339,62580810,52842780,866,28
340,79796297,79576604,1575,48
341,79796297,73108884,1575,48
342,79796297,72776818,1575,48
343,79796297,79576604,1575,48
344,79796297,73044330,1575,48
345,79796297,72776818,1575,48
346,79796297,79576604,1575,48
347,79796297,72776818,1584,49
348,79796297,96376625,1584,49
349,79796297,79576604,1584,49
350,79796297,79578523,1584,49
351,79796297,79573889,1584,49
352,79796297,79576604,1584,49
353,79796297,73108884,1584,49
354,79796297,96525010,1584,49
355,79796297,72776818,1584,49
356,79796297,79578523,1584,49
357,79796297,79576604,1584,49
358,61790284,62792073,1135,31
359,61790284,53615605,1135,31
360,79593547,79578098,1850,52
361,79593547,79578098,1866,53
362,79593547,79574011,1866,53
363,79593547,79578098,1866,53
364,79593547,79574011,1866,53
365,47093838,47063336,409,9
366,47093838,47063336,409,9
367,47093838,45094374,409,9
368,47093838,47096893,418,10
369,47093838,46872021,418,10
370,52865103,62342001,847,26
371,52865103,62351555,847,26
372,52865103,62582003,847,26
373,52865103,62342001,847,26
374,52865103,62351555,847,26
375,52865103,62582003,847,26
376,52865103,62342001,847,26
377,52865103,62351555,847,26
378,52865103,62582003,847,26
379,52865103,62351555,847,26
380,52865103,62342001,847,26
381,52865103,62345586,847,26
382,52865103,62582003,847,26
383,52865103,62089782,847,26
384,81324105,92579819,1950,60
385,81324105,81318556,1950,60
386,81324105,81580629,1950,60
387,81324105,81325007,1950,60
388,81324105,81323769,1960,61
389,81324105,81319269,1960,61
390,81324105,81580629,1960,61
391,81324105,92588552,1960,61
392,81324105,81346518,1969,62
393,81324105,92630365,1969,62
394,46889041,47015547,107,3
395,46889041,47015547,107,3
396,46889041,47037110,107,3
397,46889041,47037110,116,4
398,46889041,47031355,116,4
399,46889041,47000062,116,4
400,46889041,44004327,116,4
401,46889041,47015547,116,4
402,46889041,47031355,116,4
403,46889041,47037110,116,4
404,46889041,47031355,116,4
405,46889041,47093598,116,4
406,46889041,47000062,116,4
407,46889041,47041569,125,5
408,46889041,47080612,125,5
409,46889041,44040039,125,5
410,46889041,47041569,135,6
411,81320014,92591000,1950,60
412,81320014,95582572,1950,60
413,81320014,92773374,1950,60
414,81320014,81323093,1950,60
415,81320014,81322847,1950,60
416,81320014,92616866,1960,61
417,81320014,81324293,1960,61
418,47048790,45028276,146,7
419,47048790,47034006,146,7
420,47048790,47001522,146,7
421,53076057,53345603,792,22
422,53076057,53783524,792,22
423,53076057,52892515,792,22
424,53076057,52531888,792,22
425,53076057,53307865,792,22
426,53076057,52531888,819,23
427,53076057,53307865,819,23
428,53076057,53581604,819,23
429,53076057,52549532,819,23
430,53076057,52531888,819,23
431,53076057,52825369,819,23
432,92637279,92298778,1941,59
433,92637279,95572877,1941,59
434,92637279,92298778,1941,59
435,92637279,95572877,1941,59
436,96551008,96538320,1605,51
437,96551008,96528069,1605,51
438,96551008,79589830,1605,51
439,47081570,44047041,116,4
440,47081570,47014815,116,4
441,62783586,62298880,856,27
442,62783586,53307771,856,27
443,62783586,62298880,856,27
444,62783586,53307771,856,27
445,62783586,53116089,866,28
446,62783586,53041514,866,28
447,62783586,53320093,866,28
448,62783586,53320093,876,29
449,62783586,53320093,876,29
450,96374882,79633813,1866,53
451,96374882,96548295,1866,53
452,96374882,79633813,1866,53
453,96374882,96548295,1866,53
454,47016039,44001056,409,9
455,47016039,44001056,409,9
456,62101610,53534608,829,24
457,62101610,62313010,829,24
458,62101610,52612572,829,24
459,62101610,53571581,829,24
460,62087274,62299528,839,25
461,62087274,53297002,839,25
462,62087274,62637531,839,25
463,62087274,53375613,839,25
464,62087274,53776554,839,25
465,62087274,61777114,839,25
466,62087274,53018542,839,25
467,62087274,62299528,839,25
468,62087274,53297002,839,25
469,62087274,62637531,839,25
470,62087274,53375613,839,25
471,62087274,53776554,839,25
472,62087274,61777114,839,25
473,62087274,53018542,839,25
474,96372846,95566274,1875,54
475,96372846,79769579,1875,54
476,96372846,79574011,1875,54
477,96372846,96520605,1875,54
478,52789360,55885589,513,18
479,53119089,53580610,752,19
480,53119089,53560834,752,19
481,53119089,56008121,752,19
482,53119089,53560834,752,19
483,53119089,56008121,752,19
484,53119089,53560834,752,19
485,53119089,55810024,773,20
486,53119089,53275522,773,20
487,53119089,53275522,773,20
488,53119089,53275522,773,20
489,53119089,55810024,782,21
490,73033842,72890121,1549,45
491,73033842,73062781,1549,45
492,73033842,67064870,1549,45
493,73033842,79778296,1568,47
494,73033842,67008379,1568,47
495,73033842,79778296,1568,47
496,73033842,67064870,1575,48
497,73033842,79788875,1575,48
498,73033842,79788875,1575,48
499,73033842,79788875,1584,49
500,73033842,79788875,1584,49
501,73033842,79618581,1584,49
502,92096628,92772016,1941,59
503,92096628,92570093,1941,59
504,92096628,92343085,1941,59
505,92096628,92630365,1941,59
506,92096628,92570093,1941,59
507,92096628,92570093,1941,59
508,95572085,95596040,1922,57
509,53831799,55537127,819,23
510,53831799,53257518,819,23
511,53831799,52842780,819,23
512,53831799,53268863,819,23
513,47059064,46872352,116,4
514,47059064,47041569,116,4
515,47059064,47037110,116,4
516,47059064,47093598,125,5
517,47059064,47011791,125,5
518,47059064,47044538,125,5
519,47059064,47093598,125,5
520,62333050,62072323,847,26
521,62333050,53581790,847,26
522,62333050,53619598,847,26
523,62333050,62000830,847,26
524,62333050,53585806,847,26
525,62333050,62072323,847,26
526,62333050,62344058,847,26
527,62333050,62061277,847,26
528,62333050,53581790,847,26
529,62333050,62312798,847,26
530,62333050,62072323,847,26
531,62333050,53581790,847,26
532,62857342,53364358,839,25
533,62857342,62366311,839,25
534,62857342,52543127,839,25
535,62857342,53364358,839,25
536,92317823,92101328,1941,59
537,92317823,92285801,1941,59
538,92317823,92341340,1941,59
539,92317823,81791346,1950,60
540,92317823,81325094,1950,60
541,92317823,81791346,1950,60
542,92317823,81823088,1950,60
543,92317823,81307053,1950,60
544,92317823,81823088,1960,61
545,92317823,92625815,1960,61
546,92317823,92351361,1960,61
547,92317823,81325094,1960,61
548,92317823,92588552,1960,61
549,92317823,81325094,1960,61
550,92317823,92625815,1960,61
551,92317823,81325094,1969,62
552,62769282,52546357,839,25
553,62769282,53808063,839,25
554,62769282,62299528,839,25
555,62769282,53007100,839,25
556,62769282,62586519,839,25
557,62769282,53117263,839,25
558,62769282,52559814,839,25
559,62769282,53117263,839,25
560,62769282,62334326,839,25
561,62769282,62586519,839,25
562,62769282,53808063,839,25
563,47007875,47016877,107,3
564,79558788,67064870,1558,46
565,79558788,67064870,1558,46
566,79558788,67064870,1558,46
567,62599301,62335568,1135,31
568,62599301,53031587,1135,31
569,62599301,62335568,1135,31
570,79569030,79617289,1584,49
571,79569030,79788875,1584,49
572,79569030,79618581,1584,49
573,79569030,79617289,1584,49
574,79569030,79788875,1584,49
575,79569030,79618581,1584,49
576,79569030,79625113,1584,49
577,79569030,79788875,1584,49
578,79569030,79618581,1596,50
579,79569030,79609550,1596,50
580,62288007,62377522,847,26
581,62288007,62299365,847,26
582,62288007,62274101,847,26
583,62288007,52527590,847,26
584,62288007,62350037,866,28
585,62288007,52837101,866,28
586,62288007,62350037,866,28
587,62288007,52837101,866,28
588,96522377,73111827,1596,50
589,47016075,47098286,428,11
590,73011340,63537040,1558,46
591,56019086,47001301,475,14
592,56019086,47001301,475,14
593,56019086,55793513,484,15
594,56019086,56372526,484,15
595,62085262,62592522,829,24
596,62085262,52530123,829,24
597,62085262,62376534,839,25
598,62085262,62376534,839,25
599,62085262,62376534,839,25
600,62085262,53035825,847,26
601,62085262,53523322,847,26
602,62085262,53104311,847,26
603,62085262,53120088,847,26
604,62085262,53035825,847,26
605,62085262,62361123,847,26
606,62085262,62310027,847,26
607,62085262,53035825,847,26
608,62085262,53523322,847,26
609,62085262,53104311,847,26
610,62085262,53120088,847,26
611,62085262,53035825,847,26
612,62085262,62361123,847,26
613,62085262,62310027,847,26
614,62085262,53035825,847,26
615,62085262,53523322,847,26
616,62085262,53104311,847,26
617,62085262,62582003,856,27
618,62085262,62582003,856,27
619,62085262,53104311,856,27
620,47026320,47046536,125,5
621,47026320,47049827,125,5
622,47026320,47082570,125,5
623,47026320,47046536,125,5
624,47026320,47049827,125,5
625,47026320,47082570,125,5
626,47026320,47016834,125,5
627,47026320,44042531,125,5
628,47026320,47030261,125,5
629,62277776,62638624,847,26
630,62277776,53031587,847,26
631,62277776,52527590,847,26
632,62277776,62539595,847,26
633,62277776,62326367,847,26
634,62277776,62638624,847,26
635,62277776,53031587,847,26
636,62277776,52527590,847,26
637,62277776,62539595,847,26
638,62277776,62326367,847,26
639,72808594,73053357,1549,45
640,72808594,73053357,1549,45
641,72808594,72893366,1549,45
642,72808594,79782801,1558,46
643,72808594,72875539,1558,46
644,72808594,72630863,1558,46
645,72808594,73011638,1558,46
646,72808594,72630863,1558,46
647,96553103,79791111,1596,50
648,52613268,53836043,503,17
649,92336277,92587856,1941,59
650,92336277,92625123,1941,59
651,92336277,92557862,1941,59
652,92336277,92617569,1941,59
653,92336277,92619802,1941,59
654,96381078,96529358,1596,50
655,96381078,79784565,1596,50
656,45095064,47045808,107,3
657,45095064,47045808,107,3
658,45095064,46894296,107,3
659,45095064,44019884,116,4
660,45095064,44019884,116,4
661,45095064,47007097,125,5
662,45095064,43853015,135,6
663,45095064,44038573,146,7
664,45095064,47047868,396,8
665,45095064,47063336,396,8
666,45095064,47047868,396,8
667,45095064,47047868,396,8
668,45095064,43892368,409,9
669,45095064,47062783,409,9
670,45095064,47029258,409,9
671,45095064,47055797,418,10
672,45095064,47021336,428,11
673,45095064,46881014,428,11
674,47081626,47065537,465,13
675,47081626,47055629,475,14
676,47081626,55792331,484,15
677,47081626,55569370,484,15
678,47081626,56010591,484,15
679,47081626,55889260,484,15
680,47081626,55889260,492,16
681,47081626,55889260,503,17
682,47081626,56302315,503,17
683,47081626,56300302,503,17
684,47081626,55889260,513,18
685,47081626,53380852,752,19
686,81342619,81789826,1950,60
687,81342619,81808779,1950,60
688,81342619,81324550,1950,60
689,81342619,95573367,1950,60
690,73103516,67008379,1568,47
691,73103516,96378003,1568,47
692,73103516,67008379,1568,47
693,73103516,96529329,1568,47
694,73103516,96378003,1568,47
695,72841373,72776818,1549,45
696,72841373,72836035,1549,45
697,72841373,73025309,1549,45
698,72841373,72776818,1549,45
699,72841373,72836035,1549,45
700,72841373,73025309,1549,45
701,92616866,92579568,1941,59
702,92616866,92559549,1941,59
703,92616866,92083585,1941,59
704,92616866,92083585,1941,59
705,92616866,81320273,1950,60
706,92616866,92293382,1950,60
707,92616866,92594768,1960,61
708,92616866,92787028,1960,61
709,92616866,81324293,1960,61
710,92616866,81321771,1960,61
711,92616866,92595572,2217,63
712,92616866,92083585,2237,64
713,92616866,92083585,2237,64
714,79624357,96370002,1584,49
715,79624357,79598286,1584,49
716,79624357,96370002,1584,49
717,79624357,96380547,1584,49
718,79624357,79569373,1584,49
719,79624357,96370002,1584,49
720,79624357,79598286,1584,49
721,79624357,79580369,1584,49
722,79624357,96370002,1596,50
723,79624357,96540381,1596,50
724,79624357,79569373,1605,51
725,79624357,79598286,1605,51
726,79624357,79788842,1605,51
727,79624357,79788842,1605,51
728,52605095,52612545,839,25
729,52605095,53070320,839,25
730,52605095,62345586,839,25
731,52605095,62797278,839,25
732,52605095,62329630,839,25
733,53637288,53303038,829,24
734,53637288,62075527,829,24
735,53637288,62776805,829,24
736,53637288,62089542,829,24
737,53637288,53036841,829,24
738,53637288,62047339,829,24
739,53637288,62323884,829,24
740,53637288,62779604,829,24
741,53637288,53096002,829,24
742,53637288,62779604,829,24
743,53637288,53036841,829,24
744,53637288,62074122,829,24
745,53637288,53521794,829,24
746,53637288,62779604,829,24
747,53637288,52546568,829,24
748,53637288,53581604,829,24
749,62320807,59786112,876,29
750,53776554,53612349,792,22
751,53776554,53612349,792,22
752,53776554,53612349,792,22
753,53776554,53514034,819,23
754,53776554,53514034,819,23
755,53776554,53281277,819,23
756,53776554,53359026,819,23
757,53776554,53018542,829,24
758,53776554,53364358,829,24
759,53776554,61777114,829,24
760,53776554,61777114,829,24
761,53776554,53581604,829,24
762,53776554,62347838,829,24
763,53776554,52546568,829,24
764,53776554,53534608,829,24
765,53776554,52546357,839,25
766,53776554,52559814,839,25
767,53776554,62314265,839,25
768,53776554,52845117,839,25
769,53776554,62579526,839,25
770,53776554,62347838,839,25
771,53776554,61777114,839,25
772,53776554,53018542,839,25
773,53776554,62299528,839,25
774,53776554,61777114,839,25
775,53776554,62637531,839,25
776,53776554,62525061,839,25
777,53776554,62339334,839,25
778,53776554,62360278,839,25
779,72794281,79569091,1568,47
780,72794281,79569091,1568,47
781,47003824,47057360,418,10
782,47003824,47057360,418,10
783,82297010,95574003,1930,58
784,52625587,53566049,819,23
785,52625587,53587845,819,23
786,52625587,53307771,839,25
787,52625587,53780117,839,25
788,52625587,53566049,839,25
789,52625587,53780117,839,25
790,47001780,47016120,97,2
791,47001780,47037110,107,3
792,47001780,44040039,135,6
793,47001780,47062348,135,6
794,47001780,47011119,135,6
795,47001780,47062348,135,6
796,47001780,47039076,146,7
797,47001780,47089609,396,8
798,47001780,47039076,396,8
799,47001780,47001522,409,9
800,47001780,47023592,418,10
801,47001780,47082793,418,10
802,95566003,79572054,1875,54
803,47016120,47070012,97,2
804,47016120,46894091,97,2
805,47016120,46894091,107,3
806,79782077,79578523,1596,50
807,79782077,79566557,1596,50
808,79782077,79578523,1596,50
809,92559549,92579568,1941,59
810,92559549,92083585,1950,60
811,92559549,92562315,1950,60
812,92559549,92787028,1950,60
813,92559549,81325784,1950,60
814,92559549,81325117,1950,60
815,62310591,62078606,839,25
816,62310591,62078606,839,25
817,62351555,53612349,839,25
818,62351555,53581790,839,25
819,62351555,62342001,847,26
820,62351555,62582003,847,26
821,62351555,62342001,847,26
822,62351555,62345586,847,26
823,62351555,62582003,847,26
824,62351555,62089782,847,26
825,62351555,53558290,856,27
826,62351555,53368266,866,28
827,62351555,62318339,866,28
828,62351555,62574869,866,28
829,62351555,62574869,866,28
830,62351555,62574869,866,28
831,62351555,62574869,866,28
832,79569091,79598286,1575,48
833,79569091,67064870,1575,48
834,79569091,79598286,1575,48
835,79569091,67064870,1575,48
836,79569091,73065094,1575,48
837,55544005,55814813,782,21
838,55544005,56273863,782,21
839,55544005,55814813,782,21
840,79800518,79620331,1584,49
841,95580360,95580874,1886,55
842,53330126,53612349,782,21
843,53330126,53612349,782,21
844,66830543,66810338,1205,36
845,66830543,67100612,1205,36
846,72804561,72860513,1549,45
847,72804561,72797843,1549,45
848,72804561,63537040,1549,45
849,72804561,72836035,1549,45
850,72804561,72797843,1549,45
851,72804561,72866061,1558,46
852,72804561,72626077,1558,46
853,72804561,72866016,1558,46
854,52537555,53515876,847,26
855,52537555,52864516,847,26
856,52537555,53368266,847,26
857,52537555,61783598,847,26
858,52537555,53035825,847,26
859,52537555,62357781,847,26
860,52537555,52603099,847,26
861,52537555,52864516,847,26
862,52537555,53515876,847,26
863,52537555,53368266,847,26
864,52537555,61783598,847,26
865,52537555,53035825,847,26
866,52537555,62786773,847,26
867,52537555,52864516,847,26
868,52537555,53515876,847,26
869,52537555,53368266,847,26
870,52537555,61783598,847,26
871,52537555,53035825,847,26
872,52537555,62786773,847,26
873,52537555,52864516,847,26
874,52537555,53515876,847,26
875,52537555,53368266,847,26
876,52537555,61783598,847,26
877,52537555,53035825,847,26
878,52537555,62786773,847,26
879,62779604,62776805,829,24
880,62779604,62089542,829,24
881,62779604,53036841,829,24
882,62779604,62047339,829,24
883,62779604,62323884,829,24
884,62779604,53096002,829,24
885,62779604,53036841,829,24
886,62779604,62074122,829,24
887,62779604,53521794,829,24
888,62310615,62082561,839,25
889,62310615,53021063,839,25
890,62310615,62524074,839,25
891,62310615,62596081,839,25
892,62310615,52556274,839,25
893,62310615,53521794,839,25
894,62310615,53021063,839,25
895,62310615,62273768,839,25
896,62310615,62524074,839,25
897,62310615,62352556,839,25
898,62310615,62352305,839,25
899,62310615,62321620,839,25
900,62310615,52630522,839,25
901,53264600,53259028,839,25
902,53264600,53780868,839,25
903,53264600,53581790,839,25
904,53264600,53538596,839,25
905,53264600,53259028,839,25
906,53264600,53259028,847,26
907,53264600,62353863,847,26
908,53264600,53259028,847,26
909,53264600,62353863,847,26
910,53264600,62637531,856,27
911,53264600,62299528,856,27
912,53264600,53771801,856,27
913,53264600,53259028,856,27
914,53264600,62032793,866,28
915,53264600,62312379,866,28
916,53264600,61822603,866,28
917,53264600,62312379,866,28
918,53264600,62347783,876,29
919,53264600,62312379,876,29
920,53315802,52845117,819,23
921,53315802,52546357,829,24
922,53315802,62513880,829,24
923,53315802,62313010,829,24
924,53315802,52845117,829,24
925,53315802,53558281,829,24
926,53315802,53581604,829,24
927,53315802,62772825,839,25
928,53315802,55537127,839,25
929,53315802,52559814,839,25
930,53315802,62381089,839,25
931,53315802,62579526,839,25
932,53315802,55537127,839,25
933,53315802,62597806,839,25
934,53315802,62314265,839,25
935,53315802,62772825,839,25
936,53315802,55537127,839,25
937,52603099,53515876,847,26
938,52603099,52864516,847,26
939,52603099,53368266,847,26
940,52603099,61783598,847,26
941,52603099,53035825,847,26
942,52603099,62357781,847,26
943,92559581,92776792,1960,61
944,92559581,81824886,1960,61
945,92559581,92776792,1960,61
946,92559581,81824886,1960,61
947,92559581,92776792,1960,61
948,92559581,81824886,1960,61
949,92559581,92776792,1960,61
950,92559581,81824886,1960,61
951,92559581,81824886,1969,62
952,92559581,81320861,1969,62
953,92567775,92628888,1941,59
954,92567775,92582889,1941,59
955,92567775,92793269,1941,59
956,92567775,92083585,1950,60
957,92567775,92293382,1950,60
958,92567775,92083585,1950,60
959,92567775,92293382,1950,60
960,92567775,96359770,1950,60
961,92567775,92773374,1950,60
962,92567775,92628888,1960,61
963,92567775,92628888,1960,61
964,92567775,81319373,1960,61
965,92567775,92628888,1960,61
966,92567775,81319373,1969,62
967,92567775,92628888,1969,62
968,72866016,73078602,1558,46
969,72866016,72866061,1558,46
970,53356769,53326594,819,23
971,53356769,52842780,819,23
972,53356769,53632276,819,23
973,92323623,92309126,1950,60
974,92323623,92619802,1950,60
975,92323623,92286310,1950,60
