,ID1,ID2,start_time,end_time
0,RRRR,WYBG,870.0,870.0
1,RRRR,WYBG,883.0,883.0
2,RRRR,WYBG,890.0,890.0
3,RRRR,WYBG,906.0,906.0
4,RRRR,WYBG,908.0,908.0
5,RRRR,WYBG,913.0,913.0
6,RRRR,WYBG,1089.0,1089.0
7,RRRR,WYBG,1106.0,1106.0
8,RRRR,WYBG,1145.0,1145.0
9,RRRR,WYBG,1191.0,1191.0
10,RRRR,WYBG,1393.0,1393.0
11,RRRR,WYBG,1417.0,1417.0
12,RRRR,WYBG,1424.0,1424.0
13,RRRR,WYBG,1439.0,1439.0
14,WGWY,W_GW,1763.0,1763.0
15,LLLL,WYG_,1759.0,1759.0
16,TTTT,WYWW,135.0,135.0
17,TTTT,WYWW,366.0,366.0
18,TTTT,WYWW,403.0,403.0
19,WYBG,WYWY,906.0,906.0
20,WBGG,WGYW,867.0,867.0
21,WBGG,WGYW,968.0,968.0
22,WBGG,WGYW,974.0,974.0
23,HHHH,WWGY,182.0,182.0
24,HHHH,WWGY,492.0,492.0
25,HHHH,WWGY,508.0,508.0
26,HHHH,WWGY,510.0,510.0
27,HHHH,WWGY,519.0,519.0
28,HHHH,WWGY,1065.0,1065.0
29,HHHH,WWGY,1536.0,1536.0
30,HHHH,WWGY,1579.0,1579.0
31,HHHH,WWGY,1587.0,1587.0
32,HHHH,WWGY,1590.0,1590.0
33,QQQQ,WRGG,37.0,37.0
34,QQQQ,WRGG,71.0,71.0
35,WGGW,WRWB,701.0,701.0
36,WGGW,WRWB,719.0,719.0
37,WGGW,WRWB,720.0,720.0
38,WGGW,WRWB,728.0,728.0
39,WRWB,WYRW,1745.0,1745.0
40,WY__,_Y_B,1682.0,1682.0
41,WY__,_Y_B,1717.0,1717.0
42,WY__,_Y_B,1734.0,1734.0
43,EEEE,WW__,1100.0,1100.0
44,UUUU,WYY_,157.0,157.0
45,UUUU,WYY_,166.0,166.0
46,UUUU,WYY_,329.0,329.0
47,UUUU,WYY_,331.0,331.0
48,UUUU,WYY_,348.0,348.0
49,UUUU,WYY_,564.0,564.0
50,WYG_,_YYY,286.0,286.0
51,WYG_,_YYY,299.0,299.0
52,WYG_,_YYY,300.0,300.0
53,WYG_,_YYY,315.0,315.0
54,WYG_,_YYY,317.0,317.0
55,WYG_,_YYY,367.0,367.0
56,WYG_,_YYY,1759.0,1759.0
57,WBYY,WW__,74.0,74.0
58,WBYY,WW__,1099.0,1099.0
59,WBYY,WW__,1101.0,1101.0
60,WBYY,WW__,1686.0,1686.0
61,WBYY,WW__,1698.0,1698.0
62,WGGW,WYRW,1072.0,1072.0
63,WWY_,WYG_,1158.0,1158.0
64,WWY_,WYG_,1164.0,1164.0
65,WWY_,WYG_,1228.0,1228.0
66,WWY_,WYG_,1314.0,1314.0
67,WWY_,WYG_,1361.0,1361.0
68,WWY_,WYG_,1454.0,1454.0
69,WWY_,WYG_,1480.0,1480.0
70,WWY_,WYG_,1723.0,1723.0
71,RRRR,WRR_,1398.0,1398.0
72,RRRR,WRR_,1559.0,1559.0
73,RRRR,WRR_,1572.0,1572.0
74,RRRR,WRR_,1591.0,1591.0
75,HHHH,_YYY,810.0,810.0
76,HHHH,_YYY,820.0,820.0
77,HHHH,_YYY,865.0,865.0
78,HHHH,_YYY,912.0,912.0
79,FFFF,WGRB,365.0,365.0
80,FFFF,WGRB,808.0,808.0
81,FFFF,WGRB,880.0,880.0
82,WGGY,WWY_,404.0,404.0
83,WGGY,WWY_,410.0,410.0
84,PPPP,WGWY,1677.0,1677.0
85,WGRB,WRWB,935.0,935.0
86,WG__,WW__,1543.0,1543.0
87,WG__,WW__,1603.0,1603.0
88,OOOO,WR__,1673.0,1673.0
89,OOOO,WR__,1779.0,1779.0
90,OOOO,WR__,1782.0,1782.0
91,WWY_,WW__,1013.0,1013.0
92,WWY_,WW__,1016.0,1016.0
93,RRRR,WY__,1150.0,1150.0
94,JJJJ,WGYW,1136.0,1136.0
95,JJJJ,WGYW,1177.0,1177.0
96,OOOO,WW__,872.0,872.0
97,OOOO,WW__,886.0,886.0
98,JJJJ,WGG_,879.0,879.0
99,JJJJ,WGG_,899.0,899.0
100,JJJJ,WGG_,904.0,904.0
101,JJJJ,WGG_,980.0,980.0
102,WGG_,W_W_,733.0,733.0
103,WYYR,ZZZZ,265.0,265.0
104,RRRR,WRGG,7.0,7.0
105,RRRR,WRGG,26.0,26.0
106,RRRR,WRGG,40.0,40.0
107,RRRR,WRGG,72.0,72.0
108,RRRR,WRGG,269.0,269.0
109,RRRR,WRGG,270.0,270.0
110,RRRR,WRGG,640.0,640.0
111,RRRR,WRGG,648.0,648.0
112,RRRR,WRGG,664.0,664.0
113,RRRR,WRGG,760.0,760.0
114,RRRR,WRGG,786.0,786.0
115,RRRR,WRGG,816.0,816.0
116,RRRR,WRGG,912.0,912.0
117,W_GY,W_W_,522.0,522.0
118,W_GY,W_W_,668.0,668.0
119,W_GY,W_W_,1094.0,1094.0
120,WW_W,WW__,810.0,810.0
121,WW_W,WW__,814.0,814.0
122,WYY_,WY_G,89.0,89.0
123,WYY_,WY_G,104.0,104.0
124,HHHH,ZZZZ,219.0,219.0
125,AAAA,WRWB,1490.0,1490.0
126,AAAA,WRWB,1660.0,1660.0
127,WYG_,ZZZZ,214.0,214.0
128,WYG_,ZZZZ,508.0,508.0
129,WYG_,ZZZZ,537.0,537.0
130,JJJJ,WG_W,1158.0,1158.0
131,JJJJ,WG_W,1176.0,1176.0
132,WRGG,XXXX,1374.0,1374.0
133,WY__,W__W,1592.0,1592.0
134,WY__,W__W,1674.0,1674.0
135,WG__,WYRW,407.0,407.0
136,WG__,WYRW,414.0,414.0
137,WG__,WYRW,1089.0,1089.0
138,WG__,WYRW,1091.0,1091.0
139,WG__,WYRW,1111.0,1111.0
140,WGG_,WWGY,1616.0,1616.0
141,AAAB,__YR,294.0,294.0
142,AAAB,__YR,1792.0,1792.0
143,WYBG,_WRR,11.0,11.0
144,WYBG,_WRR,16.0,16.0
145,WYBG,_WRR,74.0,74.0
146,WYBG,_WRR,90.0,90.0
147,WYBG,_WRR,92.0,92.0
148,WYBG,_WRR,488.0,488.0
149,WYBG,_WRR,489.0,489.0
150,WYBG,_WRR,1158.0,1158.0
151,WBGG,WGG_,1233.0,1233.0
152,WWY_,W_WG,761.0,761.0
153,WGYW,W_W_,1434.0,1434.0
154,WGYW,W_RG,267.0,267.0
155,WGYW,W_RG,935.0,935.0
156,AAAB,VVVV,127.0,127.0
157,AAAB,VVVV,350.0,350.0
158,AAAB,VVVV,476.0,476.0
159,AAAB,VVVV,1639.0,1639.0
160,AAAB,VVVV,1759.0,1759.0
161,AAAB,VVVV,1783.0,1783.0
162,WG__,WRWB,197.0,197.0
163,WG__,WRWB,228.0,228.0
164,WG__,WRWB,268.0,268.0
165,WG__,WRWB,302.0,302.0
166,ZZZZ,_R__,259.0,259.0
167,WBGW,WWGY,1069.0,1069.0
168,WBGW,WWGY,1357.0,1357.0
169,WBGW,WWGY,1382.0,1382.0
170,WBGW,WWGY,1504.0,1504.0
171,WBGW,WWGY,1509.0,1509.0
172,WWGY,W_GY,344.0,344.0
173,WGGW,WYYG,731.0,731.0
174,WGGW,WYYG,1677.0,1677.0
175,WBWY,_Y_B,26.0,26.0
176,WBWY,_Y_B,72.0,72.0
177,WBWY,_Y_B,1003.0,1003.0
178,WBWY,_Y_B,1004.0,1004.0
179,WBWY,_Y_B,1167.0,1167.0
180,WBWY,_Y_B,1215.0,1215.0
181,WBWY,_Y_B,1305.0,1305.0
182,WBWY,_Y_B,1441.0,1441.0
183,WBWY,_Y_B,1661.0,1661.0
184,WBWY,_Y_B,1744.0,1744.0
185,WYWY,_Y_B,844.0,844.0
186,WYWY,_Y_B,906.0,906.0
187,WG_W,WYWY,444.0,444.0
188,WG_W,WYWY,644.0,644.0
189,WG_W,WYWY,799.0,799.0
190,WG_W,WYWY,807.0,807.0
191,WG_W,WYWY,855.0,855.0
192,WG_W,WYWY,856.0,856.0
193,WG_W,WYWY,867.0,867.0
194,WGRB,ZZZZ,392.0,392.0
195,WGRB,ZZZZ,398.0,398.0
196,WGRB,ZZZZ,453.0,453.0
197,WGRB,ZZZZ,461.0,461.0
198,WGRB,ZZZZ,481.0,481.0
199,WGRB,ZZZZ,487.0,487.0
200,WGRB,ZZZZ,500.0,500.0
201,WGRB,ZZZZ,1365.0,1365.0
202,WGRB,ZZZZ,1655.0,1655.0
203,WRWB,W_BG,263.0,263.0
204,WRWB,W_BG,281.0,281.0
205,WRWB,W_BG,309.0,309.0
206,WRWB,W_BG,314.0,314.0
207,WRWB,W_BG,384.0,384.0
208,WRWB,W_BG,464.0,464.0
209,WRWB,W_BG,860.0,860.0
210,WRWB,W_BG,1725.0,1725.0
211,WY_G,W_GY,1294.0,1294.0
212,WY_G,W_GY,1599.0,1599.0
213,WY_G,W_GY,1654.0,1654.0
214,WRGG,WW__,103.0,103.0
215,WRGG,WW__,106.0,106.0
216,WRGG,WW__,1395.0,1395.0
217,WRGG,WW__,1423.0,1423.0
218,WRGG,WW__,1425.0,1425.0
219,WGGW,WY_G,1369.0,1369.0
220,WGGW,WY_G,1698.0,1698.0
221,MMMM,WBGR,13.0,13.0
222,WGGY,WYRW,1089.0,1089.0
223,WGGY,WYRW,1112.0,1112.0
224,WYRW,W_W_,596.0,596.0
225,WWGY,WYRW,175.0,175.0
226,WWGY,WYRW,181.0,181.0
227,WWGY,WYRW,553.0,553.0
228,WWGY,WYRW,556.0,556.0
229,WWGY,WYRW,569.0,569.0
230,WWGY,WYRW,576.0,576.0
231,WWGY,WYRW,606.0,606.0
232,WWGY,WYRW,1612.0,1612.0
233,JJJJ,WGRB,1156.0,1156.0
234,WWY_,W_W_,223.0,223.0
235,WWY_,W_W_,225.0,225.0
236,WWRY,_WRR,1152.0,1152.0
237,WWRY,_WRR,1170.0,1170.0
238,WWRY,_WRR,1196.0,1196.0
239,WWRY,_WRR,1213.0,1213.0
240,WY_R,W_BG,731.0,731.0
241,WY_R,W_BG,1226.0,1226.0
242,WGYW,WRGG,1433.0,1433.0
243,WGYW,WRGG,1526.0,1526.0
244,WGYW,WRGG,1687.0,1687.0
245,W__W,ZZZZ,509.0,509.0
246,W__W,ZZZZ,533.0,533.0
247,W__W,ZZZZ,1756.0,1756.0
248,W__W,ZZZZ,1764.0,1764.0
249,AAAA,WG__,155.0,155.0
250,AAAA,WG__,162.0,162.0
251,UUUU,WGG_,339.0,339.0
252,WRGG,WYG_,1768.0,1768.0
253,WGYW,WYYB,971.0,971.0
254,WGYW,WYYB,991.0,991.0
255,WWGY,WW__,1084.0,1084.0
256,WWGY,WW__,1595.0,1595.0
257,WBGG,XXXX,1256.0,1256.0
258,WGRB,WRGG,91.0,91.0
259,WGRB,WRGG,98.0,98.0
260,WGRB,WRGG,113.0,113.0
261,WGRB,WRGG,119.0,119.0
262,WGRB,WRGG,1250.0,1250.0
263,WGRB,WRGG,1272.0,1272.0
264,WGRB,WRGG,1273.0,1273.0
265,WGRB,WRGG,1284.0,1284.0
266,WGRB,WRGG,1631.0,1631.0
267,WGRB,WRGG,1774.0,1774.0
268,WBGG,WWY_,1049.0,1049.0
269,MMMM,WY_G,320.0,320.0
270,MMMM,WY_G,390.0,390.0
271,MMMM,WY_G,401.0,401.0
272,MMMM,WY_G,783.0,783.0
273,MMMM,WY_G,1185.0,1185.0
274,MMMM,WY_G,1215.0,1215.0
275,MMMM,WY_G,1230.0,1230.0
276,HHHH,WYG_,1701.0,1701.0
277,WGYW,ZZZZ,1099.0,1099.0
278,WGYW,ZZZZ,1131.0,1131.0
279,WGYW,ZZZZ,1149.0,1149.0
280,HHHH,WBYY,846.0,846.0
281,HHHH,WBYY,952.0,952.0
282,HHHH,WBYY,966.0,966.0
283,HHHH,WBYY,975.0,975.0
284,HHHH,WBYY,1045.0,1045.0
285,HHHH,WBYY,1091.0,1091.0
286,HHHH,WBYY,1146.0,1146.0
287,HHHH,WBYY,1377.0,1377.0
288,HHHH,WBYY,1403.0,1403.0
289,HHHH,WBYY,1408.0,1408.0
290,HHHH,WBYY,1465.0,1465.0
291,HHHH,WBYY,1517.0,1517.0
292,WWRY,WY_R,35.0,35.0
293,WWRY,WY_R,94.0,94.0
294,WWRY,WY_R,955.0,955.0
295,WWRY,WY_R,958.0,958.0
296,WWRY,WY_R,974.0,974.0
297,WWRY,WY_R,1002.0,1002.0
298,WWRY,WY_R,1015.0,1015.0
299,WWRY,WY_R,1023.0,1023.0
300,WWRY,WY_R,1042.0,1042.0
301,WWRY,WY_R,1059.0,1059.0
302,WWRY,WY_R,1153.0,1153.0
303,WYYR,W_WG,138.0,138.0
304,WYBG,W__G,989.0,989.0
305,WYBG,W__G,1716.0,1716.0
306,WYBG,W__G,1721.0,1721.0
307,WYBG,W__G,1742.0,1742.0
308,WYBG,W__G,1753.0,1753.0
309,WYBG,W__G,1755.0,1755.0
310,_YYY,_Y_B,1674.0,1674.0
311,_YYY,_Y_B,1680.0,1680.0
312,_YYY,_Y_B,1717.0,1717.0
313,FFFF,WGWY,847.0,847.0
314,AAAA,WBYY,491.0,491.0
315,AAAA,WBYY,501.0,501.0
316,WBWY,WYRW,1725.0,1725.0
317,WBWY,WYRW,1750.0,1750.0
318,PPPP,WYBG,1694.0,1694.0
319,WYYB,W_W_,1755.0,1755.0
320,WWGY,WY__,939.0,939.0
321,WWGY,WY__,966.0,966.0
322,WWGY,WY__,970.0,970.0
323,WWGY,WY__,975.0,975.0
324,RRRR,WG_W,221.0,221.0
325,RRRR,WG_W,822.0,822.0
326,WGGW,W_W_,466.0,466.0
327,WGGW,W_W_,711.0,711.0
328,WGGW,W_W_,717.0,717.0
329,WG_W,WW__,84.0,84.0
330,WG_W,WW__,111.0,111.0
331,WG_W,WW__,133.0,133.0
332,WG_W,WW__,136.0,136.0
333,WG_W,WW__,204.0,204.0
334,WG_W,WW__,237.0,237.0
335,WG_W,WW__,816.0,816.0
336,WG_W,WW__,819.0,819.0
337,WG_W,WW__,820.0,820.0
338,WG_W,WW__,1195.0,1195.0
339,WG_W,WW__,1231.0,1231.0
340,WRWB,WYBG,33.0,33.0
341,WRWB,WYBG,173.0,173.0
342,WRWB,WYBG,422.0,422.0
343,WYBG,W__W,815.0,815.0
344,WYBG,W__W,837.0,837.0
345,WYBG,W__W,856.0,856.0
346,WYBG,W__W,904.0,904.0
347,WYBG,W__W,1221.0,1221.0
348,WYBG,W__W,1424.0,1424.0
349,WYBG,W__W,1444.0,1444.0
350,WYBG,W__W,1454.0,1454.0
351,WYBG,W__W,1503.0,1503.0
352,WYBG,W__W,1587.0,1587.0
353,WYBG,W__W,1614.0,1614.0
354,MMMM,WG__,261.0,261.0
355,WGWY,WWGY,461.0,461.0
356,WGWY,WWGY,854.0,854.0
357,WGWY,WWGY,869.0,869.0
358,FFFF,WYYR,854.0,854.0
359,FFFF,WYYR,866.0,866.0
360,WGGW,WWR_,750.0,750.0
361,TTTT,ZZZZ,1608.0,1608.0
362,TTTT,ZZZZ,1678.0,1678.0
363,TTTT,ZZZZ,1685.0,1685.0
364,TTTT,ZZZZ,1729.0,1729.0
365,TTTT,ZZZZ,1767.0,1767.0
366,MMMM,XXXX,1540.0,1540.0
367,AAAA,XXXX,665.0,665.0
368,AAAA,XXXX,676.0,676.0
369,AAAA,XXXX,693.0,693.0
370,AAAA,XXXX,709.0,709.0
371,WGGY,WGG_,615.0,615.0
372,WGGY,WGG_,626.0,626.0
373,WYWY,W__W,1767.0,1767.0
374,WYWY,W__W,1785.0,1785.0
375,WYWY,W__W,1793.0,1793.0
376,JJJJ,OOOO,974.0,974.0
377,WWGY,ZZZZ,1099.0,1099.0
378,WG_W,WYRW,1670.0,1670.0
379,WG_W,WYRW,1677.0,1677.0
380,WGWY,WY__,1671.0,1671.0
381,WRR_,WWGY,1783.0,1783.0
382,WRR_,WYWY,1690.0,1690.0
383,WRR_,WYWY,1736.0,1736.0
384,TTTT,WR__,1623.0,1623.0
385,TTTT,WR__,1708.0,1708.0
386,TTTT,WR__,1712.0,1712.0
387,TTTT,WR__,1713.0,1713.0
388,TTTT,WR__,1720.0,1720.0
389,TTTT,WR__,1735.0,1735.0
390,WGG_,WWY_,1184.0,1184.0
391,WGG_,WWY_,1351.0,1351.0
392,WWGY,WYWY,924.0,924.0
393,WWGY,WYWY,1033.0,1033.0
394,WBYY,WYYR,1105.0,1105.0
395,WBYY,WYYR,1580.0,1580.0
396,FFFF,WYG_,538.0,538.0
397,FFFF,WYG_,1749.0,1749.0
398,RRRR,WGRB,993.0,993.0
399,RRRR,WGRB,1080.0,1080.0
400,WBGG,WYBG,1782.0,1782.0
401,WGYW,_R__,235.0,235.0
402,WGYW,_R__,821.0,821.0
403,WGYW,_R__,904.0,904.0
404,WGYW,_R__,1224.0,1224.0
405,WGYW,_R__,1320.0,1320.0
406,WGYW,_R__,1322.0,1322.0
407,WGYW,_R__,1751.0,1751.0
408,WBYY,WGYW,546.0,546.0
409,WBYY,WGYW,845.0,845.0
410,WBYY,WGYW,891.0,891.0
411,WBYY,WGYW,904.0,904.0
412,WBYY,WGYW,1107.0,1107.0
413,WBYY,WGYW,1195.0,1195.0
414,WBYY,WGYW,1322.0,1322.0
415,WBYY,WGYW,1326.0,1326.0
416,WGYW,WY__,216.0,216.0
417,WGYW,WY__,230.0,230.0
418,WGYW,WY__,257.0,257.0
419,WGYW,WY__,265.0,265.0
420,WGYW,WY__,407.0,407.0
421,WWY_,W_GY,133.0,133.0
422,WWY_,W_GY,190.0,190.0
423,WWY_,W_GY,191.0,191.0
424,WWY_,W_GY,212.0,212.0
425,WWY_,W_GY,233.0,233.0
426,WWY_,W_GY,1679.0,1679.0
427,WBGR,ZZZZ,262.0,262.0
428,WBGG,WYRW,616.0,616.0
429,WYRW,WYYB,105.0,105.0
430,WYRW,WYYB,614.0,614.0
431,WYRW,WYYB,639.0,639.0
432,WYRW,WYYB,825.0,825.0
433,WYRW,WYYB,850.0,850.0
434,WYRW,WYYB,906.0,906.0
435,WYRW,WYYB,1064.0,1064.0
436,WBGR,W___,491.0,491.0
437,WBGR,W___,1033.0,1033.0
438,WBGR,W___,1240.0,1240.0
439,WW__,WYYB,1082.0,1082.0
440,WW__,WYYB,1725.0,1725.0
441,WG_W,_Y_B,796.0,796.0
442,WG_W,_Y_B,827.0,827.0
443,WG_W,_Y_B,859.0,859.0
444,WG_W,_Y_B,874.0,874.0
445,WG_W,_Y_B,906.0,906.0
446,WG_W,_Y_B,942.0,942.0
447,WG_W,_Y_B,944.0,944.0
448,WG_W,_Y_B,955.0,955.0
449,WG_W,_Y_B,989.0,989.0
450,WG_W,_Y_B,1029.0,1029.0
451,WG_W,_Y_B,1078.0,1078.0
452,WG_W,_Y_B,1578.0,1578.0
453,WG_W,_Y_B,1721.0,1721.0
454,WG_W,_Y_B,1722.0,1722.0
455,WG_W,_Y_B,1742.0,1742.0
456,WG_W,_Y_B,1751.0,1751.0
457,FFFF,_Y_B,798.0,798.0
458,FFFF,_Y_B,799.0,799.0
459,FFFF,_Y_B,816.0,816.0
460,FFFF,_Y_B,824.0,824.0
461,FFFF,_Y_B,1556.0,1556.0
462,FFFF,_Y_B,1559.0,1559.0
463,FFFF,_Y_B,1754.0,1754.0
464,FFFF,_Y_B,1777.0,1777.0
465,FFFF,_Y_B,1787.0,1787.0
466,FFFF,_Y_B,1793.0,1793.0
467,WGRB,WGYW,11.0,11.0
468,WGRB,WGYW,211.0,211.0
469,WGRB,WGYW,223.0,223.0
470,WGRB,WGYW,233.0,233.0
471,WGRB,WGYW,300.0,300.0
472,WGRB,WGYW,306.0,306.0
473,WGRB,WGYW,345.0,345.0
474,WGRB,WGYW,358.0,358.0
475,WGRB,WGYW,447.0,447.0
476,WGRB,WGYW,563.0,563.0
477,WGRB,WGYW,1347.0,1347.0
478,WW_W,WYWY,137.0,137.0
479,WGYW,WYRW,120.0,120.0
480,WGYW,WYRW,523.0,523.0
481,WGYW,WYRW,1289.0,1289.0
482,WGYW,WYRW,1534.0,1534.0
483,WGYW,WYRW,1566.0,1566.0
484,WGYW,WYRW,1654.0,1654.0
485,WY_R,_Y_B,1611.0,1611.0
486,WY_R,_Y_B,1629.0,1629.0
487,WY_R,_Y_B,1653.0,1653.0
488,WY_R,_Y_B,1654.0,1654.0
489,WY_R,_Y_B,1655.0,1655.0
490,WY_R,_Y_B,1662.0,1662.0
491,WY_R,_Y_B,1671.0,1671.0
492,WY_R,_Y_B,1717.0,1717.0
493,WY_R,_Y_B,1720.0,1720.0
494,WY_R,_YYY,438.0,438.0
495,WY_R,_YYY,1454.0,1454.0
496,WBGG,WBGW,312.0,312.0
497,WYWW,_WRR,946.0,946.0
498,WYWW,_WRR,1094.0,1094.0
499,WYWW,_WRR,1109.0,1109.0
500,WYWW,_WRR,1371.0,1371.0
501,WYWW,_WRR,1413.0,1413.0
502,WYG_,XXXX,107.0,107.0
503,WYG_,XXXX,853.0,853.0
504,WYG_,XXXX,864.0,864.0
505,WYG_,XXXX,866.0,866.0
506,WYG_,XXXX,869.0,869.0
507,WYG_,XXXX,888.0,888.0
508,WYG_,XXXX,902.0,902.0
509,WYG_,XXXX,994.0,994.0
510,WYG_,XXXX,1006.0,1006.0
511,WYG_,XXXX,1487.0,1487.0
512,WYG_,XXXX,1494.0,1494.0
513,FFFF,_YYY,953.0,953.0
514,PPPP,WW_W,1793.0,1793.0
515,WWGY,W__W,156.0,156.0
516,WWGY,W__W,1636.0,1636.0
517,WGYW,WYG_,72.0,72.0
518,WGYW,WYG_,197.0,197.0
519,WGYW,WYG_,240.0,240.0
520,WGYW,WYG_,252.0,252.0
521,WGYW,WYG_,257.0,257.0
522,WGYW,WYG_,272.0,272.0
523,WBGG,WW__,1063.0,1063.0
524,WR__,WYBG,72.0,72.0
525,HHHH,WY_R,1332.0,1332.0
526,WGRB,WG_W,31.0,31.0
527,WGRB,WG_W,137.0,137.0
528,WGRB,WG_W,165.0,165.0
529,WGRB,WG_W,304.0,304.0
530,WGRB,WG_W,477.0,477.0
531,WGRB,WG_W,1155.0,1155.0
532,WGRB,WG_W,1605.0,1605.0
533,WYBG,WY__,1710.0,1710.0
534,WYBG,WY__,1718.0,1718.0
535,WWGY,W_BG,1633.0,1633.0
536,WGYW,WWGY,169.0,169.0
537,WGYW,WWGY,175.0,175.0
538,WGYW,WWGY,180.0,180.0
539,WGYW,WWGY,182.0,182.0
540,WGYW,WWGY,524.0,524.0
541,WGYW,WWGY,547.0,547.0
542,WGYW,WWGY,1075.0,1075.0
543,W__W,XXXX,511.0,511.0
544,WY__,W__G,1724.0,1724.0
545,WGG_,WGRB,1406.0,1406.0
546,WGG_,WGRB,1513.0,1513.0
547,OOOO,WRWB,404.0,404.0
548,OOOO,WRWB,415.0,415.0
549,WBGG,WWGY,178.0,178.0
550,WBGG,WWGY,361.0,361.0
551,WBGG,WWGY,1099.0,1099.0
552,WBGG,WWGY,1125.0,1125.0
553,VVVV,XXXX,1433.0,1433.0
554,VVVV,XXXX,1450.0,1450.0
555,WGGW,ZZZZ,544.0,544.0
556,WRGG,WYBG,911.0,911.0
557,WRGG,WYBG,915.0,915.0
558,WRGG,WYBG,1592.0,1592.0
559,WRGG,WYBG,1600.0,1600.0
560,WRGG,WYBG,1632.0,1632.0
561,WRGG,WYBG,1651.0,1651.0
562,WRGG,WYBG,1732.0,1732.0
563,WRGG,WYBG,1740.0,1740.0
564,WBGG,WGRB,1200.0,1200.0
565,WWGY,WYG_,418.0,418.0
566,WWGY,WYG_,432.0,432.0
567,WWGY,WYG_,433.0,433.0
568,WWGY,WYG_,1014.0,1014.0
569,WWGY,WYG_,1620.0,1620.0
570,FFFF,WYWY,819.0,819.0
571,FFFF,WYWY,946.0,946.0
572,FFFF,WYWY,969.0,969.0
573,WG__,WWY_,1190.0,1190.0
574,JJJJ,ZZZZ,207.0,207.0
575,JJJJ,ZZZZ,521.0,521.0
576,JJJJ,ZZZZ,1249.0,1249.0
577,JJJJ,ZZZZ,1252.0,1252.0
578,JJJJ,ZZZZ,1453.0,1453.0
579,LLLL,WGRB,1752.0,1752.0
580,LLLL,WGRB,1754.0,1754.0
581,LLLL,WGRB,1793.0,1793.0
582,FFFF,ZZZZ,254.0,254.0
583,FFFF,ZZZZ,257.0,257.0
584,LLLL,WWGY,922.0,922.0
585,LLLL,WWGY,1057.0,1057.0
586,LLLL,WWGY,1058.0,1058.0
587,WGGW,WG__,124.0,124.0
588,WGGW,WG__,131.0,131.0
589,WGGW,WG__,139.0,139.0
590,AAAB,WR__,371.0,371.0
591,AAAB,WR__,1659.0,1659.0
592,WRGG,WW_W,117.0,117.0
593,WGRB,WYYB,1520.0,1520.0
594,HHHH,WY__,1014.0,1014.0
595,HHHH,WYBG,1732.0,1732.0
