,ID1,ID2,start_time,end_time
0,_BWW,_RRR,660.0,660.0
1,WWRG,_WWR,5.0,5.0
2,WWBG,white_legs,98.0,98.0
3,WWBG,white_legs,107.0,107.0
4,GG_W,WGGR,1241.0,1241.0
5,GG_W,WGGR,1242.0,1242.0
6,GG_W,WGGR,1353.0,1353.0
7,GG_W,WGGR,1372.0,1372.0
8,WWYW,____(6),379.0,379.0
9,__YY,____(3),331.0,331.0
10,__YY,____(3),973.0,973.0
11,_WW_,____(4),1698.0,1698.0
12,_BWW,white_legs,107.0,107.0
13,_BWW,white_legs,152.0,152.0
14,WY__,__YY,180.0,180.0
15,WY__,__YY,1270.0,1270.0
16,WY__,__YY,1553.0,1553.0
17,WWYW,WYBB,67.0,67.0
18,WWYW,WYBB,249.0,249.0
19,_G__,white_legs,133.0,133.0
20,RWY_,_G__,9.0,9.0
21,RWY_,WWRG,139.0,139.0
22,RWY_,WWRG,237.0,237.0
23,RWY_,WWRG,293.0,293.0
24,WWRG,_GB_,165.0,165.0
25,WWRG,_GB_,1269.0,1269.0
26,WGGR,YWWB,810.0,810.0
27,WGGR,YWWB,1266.0,1266.0
28,_WWR,__YY,6.0,6.0
29,_WWR,__YY,101.0,101.0
30,WWYW,YYWW,80.0,80.0
31,WWYW,YYWW,99.0,99.0
32,WWYW,YYWW,493.0,493.0
33,WWYW,YYWW,609.0,609.0
34,WWYW,YYWW,1401.0,1401.0
35,WWYW,YYWW,1402.0,1402.0
36,__YY,____(4),517.0,517.0
37,BBRR,WWRG,227.0,227.0
38,WWRG,_G__,194.0,194.0
39,WWRG,_G__,444.0,444.0
40,WWBG,WWRG,885.0,885.0
41,RWY_,__YY,1047.0,1047.0
42,RWY_,__YY,1072.0,1072.0
43,WWRG,WY__,243.0,243.0
44,WWRG,WY__,378.0,378.0
45,WWRG,WY__,605.0,605.0
46,WWRG,WY__,1358.0,1358.0
47,WWRG,WY__,1363.0,1363.0
48,WWRG,____(4),402.0,402.0
49,WWRG,____(4),1248.0,1248.0
50,_RYY,__YY,191.0,191.0
51,_RYY,__YY,202.0,202.0
52,_RYY,__YY,1546.0,1546.0
53,_RYY,__YY,1572.0,1572.0
54,_RYY,__YY,1577.0,1577.0
55,WWGR,WWYW,72.0,72.0
56,WWGR,WWYW,470.0,470.0
57,YWWB,__YY,74.0,74.0
58,WWRG,_BWW,470.0,470.0
59,GG_W,WWRG,119.0,119.0
60,GG_W,WWRG,532.0,532.0
61,GG_W,WWRG,573.0,573.0
62,GG_W,WWRG,648.0,648.0
63,GG_W,WWRG,1199.0,1199.0
64,GG_W,WWRG,1200.0,1200.0
65,GG_W,WWRG,1220.0,1220.0
66,GG_W,WWRG,1250.0,1250.0
67,____(1),____(4),549.0,549.0
68,____(1),____(4),1626.0,1626.0
69,WWBG,WWYW,905.0,905.0
70,WWYG,WW__,42.0,42.0
71,WWYG,WW__,64.0,64.0
72,WGGR,WWYW,510.0,510.0
73,WGGR,WWYW,1368.0,1368.0
74,GG_W,____(3),447.0,447.0
75,GG_W,____(3),1200.0,1200.0
76,GG_W,____(3),1202.0,1202.0
77,GG_W,____(3),1211.0,1211.0
78,YWWB,____(3),1359.0,1359.0
79,RWY_,WW__,349.0,349.0
80,RWY_,WW__,503.0,503.0
81,WY__,_RRR,76.0,76.0
82,WY__,_RRR,930.0,930.0
83,WWGR,____(6),1586.0,1586.0
84,____(4),____(5),1414.0,1414.0
85,WWYG,____(6),385.0,385.0
86,WW_W,WW__,701.0,701.0
87,WW_W,WW__,788.0,788.0
88,WW_W,WW__,998.0,998.0
89,YYWW,__YY,31.0,31.0
90,YYWW,__YY,32.0,32.0
91,YYWW,__YY,378.0,378.0
92,RWY_,____(5),855.0,855.0
93,RWY_,____(5),1530.0,1530.0
94,RWY_,____(5),1753.0,1753.0
95,WW_W,____(5),3.0,3.0
96,WW_W,____(5),433.0,433.0
97,_WW_,____(3),1261.0,1261.0
98,_G__,_WW_,317.0,317.0
99,_G__,_WW_,323.0,323.0
100,WW__,_G__,72.0,72.0
101,_BWW,____(4),140.0,140.0
102,WYBB,____(4),27.0,27.0
103,WYBB,____(4),424.0,424.0
104,WYBB,____(4),1227.0,1227.0
105,GG_W,_RRR,103.0,103.0
106,GG_W,_RRR,104.0,104.0
107,GG_W,_RRR,139.0,139.0
108,GG_W,_RRR,665.0,665.0
109,WWRG,WW_W,6.0,6.0
110,BBRR,RWY_,716.0,716.0
111,_GB_,____(6),172.0,172.0
112,_GB_,____(6),175.0,175.0
113,_GB_,____(6),1378.0,1378.0
114,RWY_,____(3),1324.0,1324.0
115,_RYY,____(3),123.0,123.0
116,YWRG,__YY,50.0,50.0
117,_GB_,__YY,1006.0,1006.0
118,_GB_,__YY,1215.0,1215.0
119,WWRG,____(5),234.0,234.0
120,WWRG,____(5),1755.0,1755.0
121,WY__,_BWW,69.0,69.0
122,WY__,_BWW,169.0,169.0
123,WY__,_BWW,915.0,915.0
124,WY__,_BWW,1283.0,1283.0
125,WY__,_BWW,1320.0,1320.0
126,WY__,_BWW,1515.0,1515.0
127,WY__,_BWW,1576.0,1576.0
128,WGGR,____(4),897.0,897.0
129,WGGR,____(4),1217.0,1217.0
130,WGGR,____(4),1288.0,1288.0
131,WGGR,____(4),1289.0,1289.0
132,WWYW,__YY,3.0,3.0
133,WWYW,__YY,953.0,953.0
134,WWYW,__YY,1265.0,1265.0
135,WGGR,____(1),902.0,902.0
136,WGGR,____(1),1257.0,1257.0
137,WGGR,____(1),1340.0,1340.0
138,WWRG,_RRR,125.0,125.0
139,WWRG,_RRR,240.0,240.0
140,WWRG,_RRR,411.0,411.0
141,WWRG,_RRR,1295.0,1295.0
142,_WW_,__YY,13.0,13.0
143,_G__,_RYY,1530.0,1530.0
144,WGGR,WWRG,1247.0,1247.0
145,WY__,____(4),114.0,114.0
146,WY__,____(4),1373.0,1373.0
147,_BWW,_RYY,225.0,225.0
148,_BWW,_RYY,965.0,965.0
149,_BWW,_RYY,1435.0,1435.0
150,_BWW,_RYY,1452.0,1452.0
151,_BWW,_RYY,1482.0,1482.0
152,_BWW,_RYY,1577.0,1577.0
153,YWWB,_WW_,1358.0,1358.0
154,_G__,_WWR,124.0,124.0
155,_G__,_WWR,125.0,125.0
156,WY__,_G__,19.0,19.0
157,WY__,_G__,22.0,22.0
158,WWGR,WYBB,1346.0,1346.0
159,_G__,__YY,107.0,107.0
160,WWGR,____(1),1264.0,1264.0
161,WWGR,____(1),1273.0,1273.0
162,WWGR,____(1),1336.0,1336.0
163,RWY_,_GB_,436.0,436.0
164,WWYW,WW_W,272.0,272.0
165,WWYW,WW_W,292.0,292.0
166,GG_W,WYBB,200.0,200.0
167,GG_W,WYBB,1240.0,1240.0
168,_RRR,____(4),1267.0,1267.0
169,WY__,_GB_,160.0,160.0
170,WY__,_GB_,594.0,594.0
171,WY__,_GB_,595.0,595.0
172,WY__,_GB_,625.0,625.0
173,WY__,_GB_,1020.0,1020.0
174,WY__,_GB_,1135.0,1135.0
175,WWYW,_WWR,20.0,20.0
176,WWYW,_WWR,25.0,25.0
177,WWYW,_WWR,182.0,182.0
178,WWYW,_WWR,188.0,188.0
179,WWYW,_WWR,515.0,515.0
180,WWYW,_WWR,1516.0,1516.0
181,WWYW,_WWR,1610.0,1610.0
182,BBRR,_G__,65.0,65.0
183,__YY,____(6),141.0,141.0
184,__YY,____(6),143.0,143.0
185,__YY,____(6),1068.0,1068.0
186,WWYW,YWRG,490.0,490.0
187,WWYW,YWRG,1532.0,1532.0
188,WGRY,WWGR,1324.0,1324.0
189,WGRY,WWGR,1329.0,1329.0
