tagid,date,trap,site,ts
046862097,28-Jun-01,F8,BHP,2
045283564,28-Jun-01,E3,BHP,2
047026778,28-Jun-01,I4,BHP,2
047012067,28-Jun-01,I2,BHP,2
045068615,28-Jun-01,A7,BHP,2
043880554,28-Jun-01,C6,BHP,2
045089577,28-Jun-01,D4,BHP,2
045301310,28-Jun-01,H3,BHP,2
047000272,28-Jun-01,F2,BHP,2
044062050,28-Jun-01,I3,BHP,2
047048867,28-Jun-01,E4,BHP,2
044048377,28-Jun-01,D1,BHP,2
047017853,28-Jun-01,F4,BHP,2
047096014,28-Jun-01,E6,BHP,2
047052021,28-Jun-01,A1,BHP,2
046841541,29-Jun-01,D1,BHP,2
047021557,28-Jun-01,B3,BHP,2
047022264,28-Jun-01,I8,BHP,2
047043085,28-Jun-01,D9,BHP,2
047018280,28-Jun-01,F7,BHP,2
047068566,28-Jun-01,C9,BHP,2
047087362,28-Jun-01,A2,BHP,2
046892615,28-Jun-01,A9,BHP,2
047102635,28-Jun-01,D4,BHP,2
047001258,28-Jun-01,H2,BHP,2
047084121,28-Jun-01,J6,BHP,2
047019584,28-Jun-01,A3,BHP,2
047025318,28-Jun-01,J9,BHP,2
047068803,29-Jun-01,A2,BHP,2
047001258,29-Jun-01,I9,BHP,2
047068566,29-Jun-01,C9,BHP,2
047052021,29-Jun-01,A1,BHP,2
045068615,29-Jun-01,A5,BHP,2
046892615,29-Jun-01,A7,BHP,2
043880554,29-Jun-01,B5,BHP,2
044048377,29-Jun-01,C2,BHP,2
047000272,29-Jun-01,D1,BHP,2
047021557,29-Jun-01,D1,BHP,2
047019584,29-Jun-01,D5,BHP,2
047048867,29-Jun-01,E3,BHP,2
047102635,29-Jun-01,E6,BHP,2
047043085,29-Jun-01,E8,BHP,2
047017853,29-Jun-01,F8,BHP,2
047096014,29-Jun-01,H1,BHP,2
045283564,29-Jun-01,H3,BHP,2
045301310,29-Jun-01,I9,BHP,2
047087362,29-Jun-01,C1,BHP,2
047087362,28-Jun-01,A2,BHP,2
047022264,28-Jun-01,J8,BHP,2
047025318,29-Jun-01,J8,BHP,2
046862097,30-Jun-01,D1,BHP,2
047052021,30-Jun-01,A1,BHP,2
047019584,30-Jun-01,A5,BHP,2
045068615,30-Jun-01,A8,BHP,2
046892615,30-Jun-01,A9,BHP,2
047087362,30-Jun-01,B2,BHP,2
047026778,30-Jun-01,I2,BHP,2
045089577,30-Jun-01,C4,BHP,2
047021557,30-Jun-01,D2,BHP,2
047017853,30-Jun-01,E4,BHP,2
047048867,30-Jun-01,E6,BHP,2
047043085,30-Jun-01,E7,BHP,2
047102635,30-Jun-01,E7,BHP,2
047018280,30-Jun-01,F7,BHP,2
047025318,30-Jun-01,G10,BHP,2
047001258,30-Jun-01,H1,BHP,2
047096014,30-Jun-01,H2,BHP,2
045301310,30-Jun-01,H3,BHP,2
044048377,30-Jun-01,C1,BHP,2
047001258,29-Jun-01,H1,BHP,2
043880554,29-Jun-01,A5,BHP,2
047021557,29-Jun-01,C2,BHP,2
046862097,29-Jun-01,D1,BHP,2
047025318,29-Jun-01,G10,BHP,2
045283564,29-Jun-01,H3,BHP,2
045301310,29-Jun-01,H3,BHP,2
047012067,29-Jun-01,I3,BHP,2
047026778,29-Jun-01,I3,BHP,2
044062050,29-Jun-01,J3,BHP,2
047084121,29-Jun-01,J7,BHP,2
047022264,29-Jun-01,J9,BHP,2
047102635,29-Jun-01,F4,BHP,2
045283564,30-Jun-01,I4,BHP,2
047022264,30-Jun-01,J9,BHP,2
047084121,30-Jun-01,J7,BHP,2
046877624,26-Jul-01,F10,BHP,3
047036868,26-Jul-01,C5,BHP,3
046863777,26-Jul-01,H10,BHP,3
047044534,27-Jul-01,A10,BHP,3
047017880,27-Jul-01,J2,BHP,3
047098326,28-Jul-01,B5,BHP,3
047105818,26-Jul-01,G9,BHP,3
047043100,26-Jul-01,A3,BHP,3
047100575,26-Jul-01,A1,BHP,3
047088331,26-Jul-01,J3,BHP,3
047015839,27-Jul-01,G3,BHP,3
045068615,26-Jul-01,B5,BHP,3
043880554,26-Jul-01,C6,BHP,3
045301310,26-Jul-01,C9,BHP,3
047012067,26-Jul-01,I3,BHP,3
047017853,26-Jul-01,E7,BHP,3
047096014,26-Jul-01,G2,BHP,3
047048867,26-Jul-01,G6,BHP,3
045089577,26-Jul-01,F5,BHP,3
046862097,26-Jul-01,F1,BHP,3
047026778,27-Jul-01,I6,BHP,3
045283564,27-Jul-01,I7,BHP,3
047068566,26-Jul-01,A9,BHP,3
047022264,26-Jul-01,J9,BHP,3
047102635,26-Jul-01,E9,BHP,3
047021557,26-Jul-01,B3,BHP,3
047019584,27-Jul-01,D6,BHP,3
047043085,27-Jul-01,D10,BHP,3
046892615,27-Jul-01,A9,BHP,3
045089577,27-Jul-01,F4,BHP,3
045068615,27-Jul-01,B6,BHP,3
047043100,27-Jul-01,B2,BHP,3
047100575,27-Jul-01,C1,BHP,3
047068566,27-Jul-01,C10,BHP,3
043880554,27-Jul-01,C6,BHP,3
047021557,27-Jul-01,D1,BHP,3
047102635,27-Jul-01,E2,BHP,3
047048867,27-Jul-01,E7,BHP,3
046877624,27-Jul-01,E8,BHP,3
046862097,27-Jul-01,F1,BHP,3
043880554,26-Jul-01,C5,BHP,3
047048867,26-Jul-01,G6,BHP,3
047017853,27-Jul-01,F7,BHP,3
045068615,28-Jul-01,C6,BHP,3
047043100,28-Jul-01,A2,BHP,3
046892615,28-Jul-01,A7,BHP,3
047048867,28-Jul-01,G5,BHP,3
047036868,28-Jul-01,C5,BHP,3
047019584,28-Jul-01,C7,BHP,3
047068566,28-Jul-01,C9,BHP,3
043880554,28-Jul-01,D4,BHP,3
047017853,28-Jul-01,D7,BHP,3
047100575,28-Jul-01,E1,BHP,3
046877624,28-Jul-01,E10,BHP,3
046862097,28-Jul-01,E2,BHP,3
045089577,28-Jul-01,E3,BHP,3
047102635,28-Jul-01,E7,BHP,3
047096014,28-Jul-01,F1,BHP,3
047021557,28-Jul-01,C1,BHP,3
045068615,27-Jul-01,B8,BHP,3
047105818,27-Jul-01,G10,BHP,3
047096014,27-Jul-01,H1,BHP,3
047088331,27-Jul-01,I3,BHP,3
047022264,27-Jul-01,J9,BHP,3
045301310,27-Jul-01,B10,BHP,3
043880554,27-Jul-01,D5,BHP,3
047021557,27-Jul-01,E3,BHP,3
045089577,27-Jul-01,E6,BHP,3
046877624,27-Jul-01,E7,BHP,3
047102635,27-Jul-01,E8,BHP,3
046863777,27-Jul-01,G10,BHP,3
047017853,27-Jul-01,G7,BHP,3
047012067,27-Jul-01,J10,BHP,3
047088331,27-Jul-01,J2,BHP,3
047105818,28-Jul-01,G9,BHP,3
047026778,28-Jul-01,J4,BHP,3
045283564,28-Jul-01,J7,BHP,3
047022264,28-Jul-01,J9,BHP,3
047017880,28-Jul-01,I1,BHP,3
047088331,28-Jul-01,H3,BHP,3
047060260,23-Aug-01,F9,BHP,4
047086773,23-Aug-01,H7,BHP,4
047088372,23-Aug-01,C4,BHP,4
046869087,23-Aug-01,C5,BHP,4
047042348,23-Aug-01,E3,BHP,4
047067300,23-Aug-01,G4,BHP,4
047063521,24-Aug-01,A4,BHP,4
047094533,24-Aug-01,A1,BHP,4
047035542,23-Aug-01,A9,BHP,4
047001572,23-Aug-01,I3,BHP,4
047103567,23-Aug-01,C1,BHP,4
047027806,23-Aug-01,B9,BHP,4
047049107,23-Aug-01,D2,BHP,4
047049593,23-Aug-01,F1,BHP,4
047015528,23-Aug-01,J8,BHP,4
047080609,23-Aug-01,E8,BHP,4
047047804,23-Aug-01,E7,BHP,4
047012599,23-Aug-01,E1,BHP,4
047006038,24-Aug-01,G9,BHP,4
047019591,24-Aug-01,J1,BHP,4
047080630,25-Aug-01,G9,BHP,4
047096014,23-Aug-01,F2,BHP,4
045068615,23-Aug-01,B8,BHP,4
046877624,23-Aug-01,C10,BHP,4
043880554,23-Aug-01,C6,BHP,4
045089577,23-Aug-01,F4,BHP,4
047098326,23-Aug-01,B2,BHP,4
047048867,23-Aug-01,G7,BHP,4
046863777,23-Aug-01,F10,BHP,4
047017853,23-Aug-01,E7,BHP,4
047036868,23-Aug-01,A2,BHP,4
047044534,23-Aug-01,A10,BHP,4
047012067,23-Aug-01,I2,BHP,4
047026778,23-Aug-01,I5,BHP,4
047017880,24-Aug-01,I3,BHP,4
046862097,24-Aug-01,E2,BHP,4
047043085,23-Aug-01,C9,BHP,4
047105818,23-Aug-01,I9,BHP,4
047015839,23-Aug-01,H5,BHP,4
047019584,23-Aug-01,A3,BHP,4
047088331,23-Aug-01,H3,BHP,4
047100575,23-Aug-01,E2,BHP,4
047098326,23-Aug-01,A2,BHP,4
047019584,23-Aug-01,A7,BHP,4
047027806,23-Aug-01,D7,BHP,4
047017853,23-Aug-01,F7,BHP,4
047088331,23-Aug-01,G4,BHP,4
047096014,23-Aug-01,G1,BHP,4
047098326,24-Aug-01,A1,BHP,4
047036868,24-Aug-01,A2,BHP,4
046869087,24-Aug-01,B5,BHP,4
047088372,24-Aug-01,B5,BHP,4
043880554,24-Aug-01,C4,BHP,4
046877624,24-Aug-01,C9,BHP,4
047100575,24-Aug-01,D4,BHP,4
047027806,24-Aug-01,D8,BHP,4
047042348,24-Aug-01,E2,BHP,4
045089577,24-Aug-01,E5,BHP,4
047047804,24-Aug-01,E6,BHP,4
046863777,24-Aug-01,F10,BHP,4
047060260,24-Aug-01,F8,BHP,4
047080609,24-Aug-01,H9,BHP,4
047001572,24-Aug-01,J5,BHP,4
047103567,24-Aug-01,B2,BHP,4
047049107,24-Aug-01,D6,BHP,4
043880554,24-Aug-01,D5,BHP,4
047042348,24-Aug-01,D1,BHP,4
045068615,24-Aug-01,C6,BHP,4
047100575,24-Aug-01,E1,BHP,4
047019584,24-Aug-01,B6,BHP,4
046877624,24-Aug-01,E10,BHP,4
046869087,24-Aug-01,A4,BHP,4
047098326,24-Aug-01,A3,BHP,4
047044534,24-Aug-01,B9,BHP,4
047067300,24-Aug-01,I7,BHP,4
047026778,24-Aug-01,I6,BHP,4
047105818,24-Aug-01,H9,BHP,4
047043085,24-Aug-01,D9,BHP,4
047012599,24-Aug-01,H1,BHP,4
047015528,24-Aug-01,J9,BHP,4
047096014,24-Aug-01,G2,BHP,4
047080609,24-Aug-01,F9,BHP,4
047060260,24-Aug-01,F9,BHP,4
047047804,24-Aug-01,F4,BHP,4
045089577,24-Aug-01,E3,BHP,4
047086773,24-Aug-01,H10,BHP,4
047043085,25-Aug-01,D10,BHP,4
047088372,25-Aug-01,C5,BHP,4
047098326,25-Aug-01,C2,BHP,4
047036868,25-Aug-01,B5,BHP,4
046862097,25-Aug-01,E1,BHP,4
047019584,25-Aug-01,A1,BHP,4
047049593,25-Aug-01,E3,BHP,4
046869087,25-Aug-01,A4,BHP,4
047080609,25-Aug-01,F8,BHP,4
047026778,25-Aug-01,J5,BHP,4
047017880,25-Aug-01,J2,BHP,4
047001572,25-Aug-01,I1,BHP,4
047086773,25-Aug-01,H8,BHP,4
047100575,25-Aug-01,D2,BHP,4
047060260,25-Aug-01,F9,BHP,4
047096014,25-Aug-01,F3,BHP,4
047006038,25-Aug-01,F10,BHP,4
047012599,25-Aug-01,F1,BHP,4
047027806,25-Aug-01,E8,BHP,4
047017853,25-Aug-01,E8,BHP,4
047047804,25-Aug-01,E5,BHP,4
047015839,25-Aug-01,G5,BHP,4
047000366,20-Sep-01,B2,BHP,5
047043032,20-Sep-01,A5,BHP,5
046876370,20-Sep-01,H2,BHP,5
047098069,20-Sep-01,J5,BHP,5
047070268,21-Sep-01,A6,BHP,5
047019813,21-Sep-01,A6,BHP,5
044023848,20-Sep-01,A5,BHP,5
047069891,20-Sep-01,B2,BHP,5
047083798,20-Sep-01,B2,BHP,5
046863589,20-Sep-01,B2,BHP,5
044061614,20-Sep-01,H6,BHP,5
045070307,20-Sep-01,J5,BHP,5
047027522,20-Sep-01,G10,BHP,5
047016537,20-Sep-01,J10,BHP,5
047016773,21-Sep-01,C1,BHP,5
047015525,21-Sep-01,G9,BHP,5
044885126,21-Sep-01,I7,BHP,5
046842815,21-Sep-01,H10,BHP,5
047073094,21-Sep-01,G10,BHP,5
044886320,21-Sep-01,H3,BHP,5
047070287,22-Sep-01,E1,BHP,5
043880554,20-Sep-01,E4,BHP,5
046863777,20-Sep-01,G10,BHP,5
047048867,20-Sep-01,G5,BHP,5
047036868,20-Sep-01,A4,BHP,5
045068615,20-Sep-01,A10,BHP,5
047096014,20-Sep-01,F1,BHP,5
045089577,20-Sep-01,G2,BHP,5
047094533,20-Sep-01,C2,BHP,5
047098326,20-Sep-01,B2,BHP,5
047017853,20-Sep-01,F10,BHP,5
046877624,20-Sep-01,C10,BHP,5
047088372,20-Sep-01,D5,BHP,5
046869087,20-Sep-01,B6,BHP,5
047017880,20-Sep-01,J1,BHP,5
047012067,20-Sep-01,J4,BHP,5
047063521,20-Sep-01,D7,BHP,5
047060260,20-Sep-01,G8,BHP,5
047006038,20-Sep-01,D10,BHP,5
047043085,20-Sep-01,E9,BHP,5
047035542,20-Sep-01,A7,BHP,5
047105818,20-Sep-01,J8,BHP,5
047015528,20-Sep-01,F8,BHP,5
047019584,20-Sep-01,C5,BHP,5
047027806,20-Sep-01,C9,BHP,5
047047804,20-Sep-01,H1,BHP,5
047001572,21-Sep-01,E1,BHP,5
047096014,22-Sep-01,G3,BHP,5
045089577,22-Sep-01,F4,BHP,5
047088372,22-Sep-01,C4,BHP,5
047094533,22-Sep-01,D1,BHP,5
047098326,22-Sep-01,D2,BHP,5
043880554,22-Sep-01,D6,BHP,5
046869087,22-Sep-01,D7,BHP,5
047006038,22-Sep-01,E10,BHP,5
045068615,22-Sep-01,B8,BHP,5
047043085,22-Sep-01,F2,BHP,5
047027806,22-Sep-01,B7,BHP,5
047060260,22-Sep-01,F7,BHP,5
047017853,22-Sep-01,F8,BHP,5
047017880,22-Sep-01,G1,BHP,5
047073094,22-Sep-01,G10,BHP,5
047027522,22-Sep-01,G9,BHP,5
047001572,22-Sep-01,H1,BHP,5
046876370,22-Sep-01,H2,BHP,5
047047804,22-Sep-01,H3,BHP,5
047063521,22-Sep-01,E7,BHP,5
046877624,22-Sep-01,C10,BHP,5
047105818,22-Sep-01,H9,BHP,5
047019813,22-Sep-01,A5,BHP,5
046863589,22-Sep-01,B2,BHP,5
047019584,22-Sep-01,B3,BHP,5
044023848,22-Sep-01,B5,BHP,5
047098069,22-Sep-01,H4,BHP,5
047012067,22-Sep-01,I3,BHP,5
045070307,22-Sep-01,J4,BHP,5
047015528,22-Sep-01,J7,BHP,5
044061614,22-Sep-01,J8,BHP,5
047048867,22-Sep-01,H5,BHP,5
047105818,21-Sep-01,I9,BHP,5
047069891,21-Sep-01,B2,BHP,5
047048867,21-Sep-01,G5,BHP,5
046876370,21-Sep-01,H1,BHP,5
047012067,21-Sep-01,H1,BHP,5
044061614,21-Sep-01,H6,BHP,5
047015528,21-Sep-01,H6,BHP,5
047027806,21-Sep-01,F8,BHP,5
047017880,21-Sep-01,J1,BHP,5
045070307,21-Sep-01,J4,BHP,5
047098069,21-Sep-01,J6,BHP,5
044023848,21-Sep-01,A6,BHP,5
046863589,21-Sep-01,B2,BHP,5
047047804,21-Sep-01,I4,BHP,5
047043085,21-Sep-01,C4,BHP,5
047035542,21-Sep-01,A7,BHP,5
046863589,21-Sep-01,B2,BHP,5
047069891,21-Sep-01,B2,BHP,5
047098326,21-Sep-01,B2,BHP,5
046869087,21-Sep-01,B4,BHP,5
047043032,21-Sep-01,B5,BHP,5
047096014,21-Sep-01,G2,BHP,5
046877624,21-Sep-01,C10,BHP,5
047098326,21-Sep-01,B2,BHP,5
047088372,21-Sep-01,C5,BHP,5
047019584,21-Sep-01,C6,BHP,5
045068615,21-Sep-01,D7,BHP,5
045089577,21-Sep-01,E2,BHP,5
047017853,21-Sep-01,E9,BHP,5
043880554,21-Sep-01,F4,BHP,5
047060260,21-Sep-01,F7,BHP,5
047016773,21-Sep-01,B2,BHP,5
047015528,21-Sep-01,I7,BHP,5
047098069,21-Sep-01,I5,BHP,5
047047804,21-Sep-01,F4,BHP,5
046869087,21-Sep-01,B3,BHP,5
047036868,21-Sep-01,B4,BHP,5
047043032,21-Sep-01,B5,BHP,5
047063521,21-Sep-01,B7,BHP,5
046877624,21-Sep-01,C10,BHP,5
047027806,21-Sep-01,C8,BHP,5
047019584,21-Sep-01,D5,BHP,5
045068615,21-Sep-01,D8,BHP,5
045070307,21-Sep-01,J4,BHP,5
047027522,21-Sep-01,F10,BHP,5
043880554,21-Sep-01,F6,BHP,5
045089577,21-Sep-01,G3,BHP,5
047048867,21-Sep-01,G5,BHP,5
047012067,21-Sep-01,H1,BHP,5
047073094,21-Sep-01,H10,BHP,5
047105818,21-Sep-01,H10,BHP,5
047017880,21-Sep-01,I1,BHP,5
047094533,21-Sep-01,F1,BHP,5
046877624,20-Sep-01,C9,BHP,5
047036868,20-Sep-01,A4,BHP,5
047027806,20-Sep-01,A9,BHP,5
047063521,20-Sep-01,B7,BHP,5
047094533,20-Sep-01,E2,BHP,5
045089577,20-Sep-01,F2,BHP,5
047015528,20-Sep-01,F8,BHP,5
047047804,20-Sep-01,J2,BHP,5
047048867,20-Sep-01,G5,BHP,5
046863777,20-Sep-01,H10,BHP,5
044023848,20-Sep-01,A6,BHP,5
047019584,20-Sep-01,B5,BHP,5
047059336,18-Oct-01,G9,BHP,6
047095616,18-Oct-01,B5,BHP,6
047086076,18-Oct-01,G6,BHP,6
047070569,18-Oct-01,H4,BHP,6
047010770,18-Oct-01,G5,BHP,6
047024818,18-Oct-01,B6,BHP,6
047099514,18-Oct-01,F10,BHP,6
047089283,18-Oct-01,A7,BHP,6
047028384,19-Oct-01,H3,BHP,6
046861588,19-Oct-01,B2,BHP,6
047096801,19-Oct-01,I10,BHP,6
046888611,19-Oct-01,I10,BHP,6
047089101,19-Oct-01,A5,BHP,6
044879350,20-Oct-01,F1,BHP,6
047029594,20-Oct-01,D2,BHP,6
043873356,20-Oct-01,D7,BHP,6
045062873,18-Oct-01,G6,BHP,6
047062293,18-Oct-01,F6,BHP,6
047092080,18-Oct-01,B2,BHP,6
047025869,18-Oct-01,E6,BHP,6
047027114,18-Oct-01,H6,BHP,6
047068626,18-Oct-01,A3,BHP,6
047094534,18-Oct-01,D6,BHP,6
045107302,18-Oct-01,I10,BHP,6
047043542,18-Oct-01,D1,BHP,6
047089373,18-Oct-01,H4,BHP,6
044887880,18-Oct-01,H8,BHP,6
045043350,18-Oct-01,G4,BHP,6
047061116,18-Oct-01,G1,BHP,6
047056768,18-Oct-01,J7,BHP,6
047019383,18-Oct-01,J2,BHP,6
047094527,18-Oct-01,F9,BHP,6
047112067,18-Oct-01,D10,BHP,6
047053602,18-Oct-01,B5,BHP,6
046881325,19-Oct-01,I5,BHP,6
047070521,18-Oct-01,D7,BHP,6
047019813,18-Oct-01,A7,BHP,6
046863777,18-Oct-01,H10,BHP,6
047048867,18-Oct-01,I6,BHP,6
047036868,18-Oct-01,A5,BHP,6
047098326,18-Oct-01,A3,BHP,6
047017853,18-Oct-01,F7,BHP,6
045089577,18-Oct-01,H2,BHP,6
047094533,18-Oct-01,E3,BHP,6
046877624,18-Oct-01,C9,BHP,6
045068615,18-Oct-01,C8,BHP,6
047000366,18-Oct-01,D1,BHP,6
046876370,18-Oct-01,J3,BHP,6
047044534,18-Oct-01,A10,BHP,6
047012067,19-Oct-01,J1,BHP,6
047105818,18-Oct-01,I7,BHP,6
047043085,18-Oct-01,H7,BHP,6
047027806,18-Oct-01,B10,BHP,6
047015528,18-Oct-01,G7,BHP,6
047047804,18-Oct-01,G1,BHP,6
047019584,18-Oct-01,E1,BHP,6
046863589,18-Oct-01,D1,BHP,6
047083798,18-Oct-01,D3,BHP,6
047073094,18-Oct-01,H9,BHP,6
047035542,19-Oct-01,A7,BHP,6
045068615,18-Oct-01,E8,BHP,6
047095616,18-Oct-01,A4,BHP,6
047062293,18-Oct-01,E6,BHP,6
047027806,18-Oct-01,E10,BHP,6
047019584,18-Oct-01,D4,BHP,6
047024818,18-Oct-01,B5,BHP,6
047098326,18-Oct-01,B2,BHP,6
047053602,18-Oct-01,A5,BHP,6
047092080,18-Oct-01,A2,BHP,6
046888611,20-Oct-01,I10,BHP,6
047073094,20-Oct-01,J8,BHP,6
047105818,20-Oct-01,J7,BHP,6
047015528,20-Oct-01,J6,BHP,6
046876370,20-Oct-01,J5,BHP,6
047024818,20-Oct-01,I7,BHP,6
047047804,20-Oct-01,I5,BHP,6
046881325,20-Oct-01,I5,BHP,6
047012067,20-Oct-01,I3,BHP,6
047099514,18-Oct-01,F10,BHP,6
047099514,19-Oct-01,E10,BHP,6
045043350,19-Oct-01,G6,BHP,6
045089577,19-Oct-01,G2,BHP,6
047073094,19-Oct-01,G10,BHP,6
047094527,19-Oct-01,F9,BHP,6
047094533,19-Oct-01,F1,BHP,6
047027806,19-Oct-01,E9,BHP,6
047098326,19-Oct-01,C2,BHP,6
047062293,19-Oct-01,E7,BHP,6
047000366,19-Oct-01,E1,BHP,6
047025869,19-Oct-01,D7,BHP,6
047043542,19-Oct-01,D3,BHP,6
046863589,19-Oct-01,D1,BHP,6
046877624,19-Oct-01,C9,BHP,6
047089283,19-Oct-01,C8,BHP,6
047098326,19-Oct-01,B3,BHP,6
045068615,19-Oct-01,E8,BHP,6
047047804,19-Oct-01,J4,BHP,6
047019813,19-Oct-01,A7,BHP,6
047068626,19-Oct-01,A2,BHP,6
047044534,19-Oct-01,A10,BHP,6
047056768,19-Oct-01,J9,BHP,6
046863777,19-Oct-01,J8,BHP,6
047070521,19-Oct-01,G9,BHP,6
047105818,19-Oct-01,J6,BHP,6
047043085,19-Oct-01,H10,BHP,6
047048867,19-Oct-01,I5,BHP,6
046876370,19-Oct-01,I2,BHP,6
047059336,19-Oct-01,H7,BHP,6
047027114,19-Oct-01,H5,BHP,6
047036868,19-Oct-01,B5,BHP,6
047015528,19-Oct-01,J7,BHP,6
046876370,18-Oct-01,J4,BHP,6
047024818,19-Oct-01,C6,BHP,6
045089577,18-Oct-01,I2,BHP,6
047043085,20-Oct-01,H8,BHP,6
047073094,18-Oct-01,H8,BHP,6
047043085,18-Oct-01,G9,BHP,6
047094533,18-Oct-01,F2,BHP,6
047019584,19-Oct-01,B3,BHP,6
047092080,19-Oct-01,B2,BHP,6
047044534,19-Oct-01,A9,BHP,6
047095616,19-Oct-01,A5,BHP,6
047027806,20-Oct-01,A8,BHP,6
047099514,20-Oct-01,D10,BHP,6
046863589,20-Oct-01,D1,BHP,6
046877624,20-Oct-01,C9,BHP,6
047089283,20-Oct-01,C8,BHP,6
047095616,20-Oct-01,C5,BHP,6
047019584,20-Oct-01,B5,BHP,6
047044534,20-Oct-01,B10,BHP,6
047089101,20-Oct-01,A7,BHP,6
047036868,20-Oct-01,A3,BHP,6
047068626,20-Oct-01,B2,BHP,6
045043350,20-Oct-01,F4,BHP,6
047027114,20-Oct-01,G5,BHP,6
047096801,20-Oct-01,G10,BHP,6
047056768,20-Oct-01,G6,BHP,6
047059336,20-Oct-01,G9,BHP,6
047061116,20-Oct-01,H1,BHP,6
047028384,20-Oct-01,H3,BHP,6
047094527,20-Oct-01,F9,BHP,6
047098326,20-Oct-01,D3,BHP,6
047017853,20-Oct-01,E9,BHP,6
047062293,20-Oct-01,E7,BHP,6
047025869,20-Oct-01,E6,BHP,6
045089577,20-Oct-01,E3,BHP,6
047000366,20-Oct-01,E2,BHP,6
047043542,20-Oct-01,E2,BHP,6
047095616,19-Oct-01,B5,BHP,6
046877624,19-Oct-01,C9,BHP,6
047099514,19-Oct-01,F10,BHP,6
047028384,19-Oct-01,H3,BHP,6
047096801,19-Oct-01,G10,BHP,6
047024818,19-Oct-01,D4,BHP,6
047019584,19-Oct-01,D2,BHP,6
047048867,19-Oct-01,F4,BHP,6
047056768,19-Oct-01,H7,BHP,6
047047804,19-Oct-01,F10,BHP,6
047025869,19-Oct-01,E7,BHP,6
047062293,19-Oct-01,E6,BHP,6
045043350,19-Oct-01,E4,BHP,6
047036868,19-Oct-01,C4,BHP,6
047089283,19-Oct-01,B8,BHP,6
047083798,20-Oct-01,E4,BHP,6
047027806,19-Oct-01,F8,BHP,6
046863589,19-Oct-01,D1,BHP,6
047094533,19-Oct-01,H1,BHP,6
045089577,19-Oct-01,I3,BHP,6
047027114,19-Oct-01,I7,BHP,6
047073094,19-Oct-01,J8,BHP,6
047026106,18-Nov-01,H4,BHP,7
047043053,18-Nov-01,E3,BHP,7
044031359,18-Nov-01,J2,BHP,7
047033263,18-Nov-01,A1,BHP,7
046895639,18-Nov-01,A8,BHP,7
047070624,18-Nov-01,C9,BHP,7
047096815,19-Nov-01,C8,BHP,7
046893021,19-Nov-01,C10,BHP,7
045101345,19-Nov-01,I2,BHP,7
047084346,19-Nov-01,A2,BHP,7
047002320,20-Nov-01,B9,BHP,7
047014892,18-Nov-01,H6,BHP,7
047027597,18-Nov-01,F2,BHP,7
045068574,18-Nov-01,E3,BHP,7
047102064,18-Nov-01,G1,BHP,7
047085260,18-Nov-01,J4,BHP,7
044015624,18-Nov-01,C10,BHP,7
047017122,19-Nov-01,G1,BHP,7
047095048,20-Nov-01,B9,BHP,7
047029594,18-Nov-01,B6,BHP,7
046863777,18-Nov-01,I7,BHP,7
047089283,18-Nov-01,B9,BHP,7
046877624,18-Nov-01,C10,BHP,7
047048867,18-Nov-01,E1,BHP,7
047017853,18-Nov-01,F9,BHP,7
045089577,18-Nov-01,I3,BHP,7
047099514,18-Nov-01,E10,BHP,7
045068615,18-Nov-01,E8,BHP,7
047094533,18-Nov-01,I1,BHP,7
047095616,18-Nov-01,A5,BHP,7
047000366,18-Nov-01,D2,BHP,7
047059336,18-Nov-01,G10,BHP,7
046888611,18-Nov-01,H7,BHP,7
047096801,18-Nov-01,H10,BHP,7
047089101,20-Nov-01,B4,BHP,7
047025869,18-Nov-01,C6,BHP,7
047027806,18-Nov-01,D10,BHP,7
047056768,18-Nov-01,G7,BHP,7
047070521,18-Nov-01,H9,BHP,7
047001572,18-Nov-01,J1,BHP,7
047105818,18-Nov-01,J8,BHP,7
047015528,18-Nov-01,J9,BHP,7
047062293,18-Nov-01,D4,BHP,7
047035542,18-Nov-01,A6,BHP,7
047068626,18-Nov-01,C1,BHP,7
047092080,18-Nov-01,A2,BHP,7
046881325,18-Nov-01,H3,BHP,7
047027114,18-Nov-01,J6,BHP,7
047047804,19-Nov-01,J1,BHP,7
047043542,19-Nov-01,D2,BHP,7
047083798,19-Nov-01,C4,BHP,7
047085260,20-Nov-01,I6,BHP,7
047015528,20-Nov-01,I9,BHP,7
047001572,20-Nov-01,J4,BHP,7
047027114,20-Nov-01,J7,BHP,7
045089577,20-Nov-01,H3,BHP,7
047092080,20-Nov-01,B2,BHP,7
047017853,20-Nov-01,F10,BHP,7
047027806,20-Nov-01,B7,BHP,7
046895639,20-Nov-01,B8,BHP,7
047095616,20-Nov-01,C5,BHP,7
047089283,20-Nov-01,C6,BHP,7
047096815,20-Nov-01,C8,BHP,7
046877624,20-Nov-01,C9,BHP,7
047062293,20-Nov-01,D5,BHP,7
047025869,20-Nov-01,D7,BHP,7
047070624,20-Nov-01,D9,BHP,7
046881325,20-Nov-01,I5,BHP,7
047043542,20-Nov-01,F1,BHP,7
044031359,20-Nov-01,I5,BHP,7
047048867,20-Nov-01,F2,BHP,7
047056768,20-Nov-01,F4,BHP,7
045068615,20-Nov-01,F8,BHP,7
047099514,20-Nov-01,F9,BHP,7
047059336,20-Nov-01,G10,BHP,7
047047804,20-Nov-01,G3,BHP,7
047027597,20-Nov-01,G4,BHP,7
047026106,20-Nov-01,G5,BHP,7
047014892,20-Nov-01,G6,BHP,7
