tagid,date,trap,site,ts
092590055,20-Oct-06,J1,BHP,61
081324629,20-Oct-06,J6,BHP,61
081327294,20-Oct-06,J6,BHP,61
081311342,20-Oct-06,J3,BHP,61
081323515,20-Oct-06,F5,BHP,61
092091822,20-Oct-06,I4,BHP,61
081319072,20-Oct-06,G3,BHP,61
081823041,20-Oct-06,G5,BHP,61
092317109,20-Oct-06,G7,BHP,61
081319575,20-Oct-06,G8,BHP,61
081784328,20-Oct-06,G9,BHP,61
081323613,20-Oct-06,F9,BHP,61
079621078,20-Oct-06,J2,BHP,61
081323638,20-Oct-06,A7,BHP,61
096377275,20-Oct-06,I8,BHP,61
081325274,20-Oct-06,D9,BHP,61
081821018,20-Oct-06,D4,BHP,61
092125800,20-Oct-06,A8,BHP,61
106329629,20-Oct-06,D1,BHP,61
096524838,20-Oct-06,A5,BHP,61
096527080,20-Oct-06,A4,BHP,61
092788283,20-Oct-06,A1,BHP,61
081790364,19-Oct-06,J1,BHP,61
079570341,19-Oct-06,I5,BHP,61
092637052,20-Oct-06,A10,BHP,61
092600090,20-Oct-06,E7,BHP,61
092283357,20-Oct-06,I2,BHP,61
092611599,20-Oct-06,H2,BHP,61
092601639,20-Oct-06,H3,BHP,61
079570341,20-Oct-06,H4,BHP,61
081782350,20-Oct-06,H8,BHP,61
092582063,20-Oct-06,D6,BHP,61
081317776,20-Oct-06,E9,BHP,61
081323527,20-Oct-06,E4,BHP,61
096368800,20-Oct-06,E3,BHP,61
092619058,20-Oct-06,E10,BHP,61
092604557,19-Oct-06,I3,BHP,61
092601639,18-Oct-06,G3,BHP,61
081784328,18-Oct-06,G8,BHP,61
092337823,18-Oct-06,H6,BHP,61
081319553,18-Oct-06,D7,BHP,61
081318887,19-Oct-06,A6,BHP,61
081327294,18-Oct-06,J5,BHP,61
081324629,18-Oct-06,J6,BHP,61
082374553,18-Oct-06,J8,BHP,61
096377275,18-Oct-06,I9,BHP,61
081322067,18-Oct-06,E6,BHP,61
092317109,19-Oct-06,I8,BHP,61
092288784,19-Oct-06,I9,BHP,61
092285259,19-Oct-06,I10,BHP,61
096377275,19-Oct-06,I10,BHP,61
082285382,19-Oct-06,F4,BHP,61
081823041,18-Oct-06,G5,BHP,61
081327806,19-Oct-06,D5,BHP,61
081325274,19-Oct-06,E10,BHP,61
092278014,19-Oct-06,B10,BHP,61
095593788,19-Oct-06,,BHP,61
092637052,19-Oct-06,A9,BHP,61
092317109,18-Oct-06,I8,BHP,61
092337823,18-Oct-06,H7,BHP,61
092627560,18-Oct-06,B3,BHP,61
092616317,18-Oct-06,G6,BHP,61
081782350,18-Oct-06,G8,BHP,61
092600090,18-Oct-06,E7,BHP,61
092293274,18-Oct-06,C2,BHP,61
081327806,18-Oct-06,C5,BHP,61
092521101,18-Oct-06,B4,BHP,61
081326283,18-Oct-06,C7,BHP,61
081307810,16-Nov-06,E7,BHP,62
092631834,15-Nov-06,I6,BHP,62
081306042,17-Nov-06,B10,BHP,62
081327063,17-Nov-06,J4,BHP,62
081327077,15-Nov-06,F5,BHP,62
092259886,15-Nov-06,J4,BHP,62
081317776,15-Nov-06,E9,BHP,62
095570883,15-Nov-06,B7,BHP,62
081325087,15-Nov-06,A3,BHP,62
096527080,15-Nov-06,A5,BHP,62
081327294,15-Nov-06,J5,BHP,62
092601639,15-Nov-06,G3,BHP,62
092616317,15-Nov-06,G5,BHP,62
081328571,15-Nov-06,F1,BHP,62
092300024,15-Nov-06,G5,BHP,62
081790632,15-Nov-06,H6,BHP,62
092582063,15-Nov-06,C5,BHP,62
081323515,15-Nov-06,F6,BHP,62
092604557,15-Nov-06,H2,BHP,62
092085349,15-Nov-06,G9,BHP,62
081311342,15-Nov-06,J3,BHP,62
092293274,15-Nov-06,B3,BHP,62
092521101,15-Nov-06,B4,BHP,62
082328628,15-Nov-06,C10,BHP,62
081821018,15-Nov-06,C4,BHP,62
081320565,15-Nov-06,A7,BHP,62
081330588,15-Nov-06,G8,BHP,62
079570341,15-Nov-06,H3,BHP,62
096377275,15-Nov-06,J9,BHP,62
092283357,15-Nov-06,I1,BHP,62
081327078,15-Nov-06,A8,BHP,62
092277311,15-Nov-06,A4,BHP,62
081324538,16-Nov-06,H8,BHP,62
092091822,16-Nov-06,I4,BHP,62
082316087,16-Nov-06,B1,BHP,62
081325274,16-Nov-06,E9,BHP,62
092337823,16-Nov-06,I7,BHP,62
081324629,16-Nov-06,J5,BHP,62
092125800,17-Nov-06,A8,BHP,62
092100528,17-Nov-06,D4,BHP,62
081319813,17-Nov-06,G3,BHP,62
081344350,15-Nov-06,G3,BHP,62
092637052,15-Nov-06,A7,BHP,62
082363014,15-Nov-06,F10,BHP,62
092278014,15-Nov-06,B10,BHP,62
092611589,15-Nov-06,E4,BHP,62
092326368,15-Nov-06,E2,BHP,62
081304596,15-Nov-06,H4,BHP,62
081319553,15-Nov-06,D7,BHP,62
106518335,15-Nov-06,J3,BHP,62
092295260,15-Nov-06,B1,BHP,62
092627560,15-Nov-06,B5,BHP,62
092600090,15-Nov-06,E7,BHP,62
081346018,15-Nov-06,B8,BHP,62
081326283,15-Nov-06,C7,BHP,62
081325631,15-Nov-06,D1,BHP,62
081323638,15-Nov-06,C6,BHP,62
092317109,15-Nov-06,I9,BHP,62
092368799,15-Nov-06,B9,BHP,62
092635354,16-Nov-06,F8,BHP,62
081784328,16-Nov-06,E7,BHP,62
092120321,16-Nov-06,I1,BHP,62
092619058,16-Nov-06,C10,BHP,62
096548857,17-Nov-06,B1,BHP,62
095565880,15-Nov-06,H8,BHP,62
081782350,15-Nov-06,G8,BHP,62
081323527,15-Nov-06,D4,BHP,62
092288784,15-Nov-06,I9,BHP,62
081325357,17-Nov-06,F6,BHP,62
079570341,16-Nov-06,I3,BHP,62
092277311,17-Nov-06,A5,BHP,62
081320565,17-Nov-06,C7,BHP,62
081317776,16-Nov-06,F8,BHP,62
092616317,16-Nov-06,G5,BHP,62
092300024,16-Nov-06,G5,BHP,62
092604557,16-Nov-06,H1,BHP,62
092288784,16-Nov-06,H10,BHP,62
096377275,16-Nov-06,I8,BHP,62
081790632,16-Nov-06,I7,BHP,62
081304596,16-Nov-06,I5,BHP,62
081319553,16-Nov-06,D6,BHP,62
092627560,17-Nov-06,A4,BHP,62
096527080,17-Nov-06,A5,BHP,62
095570883,17-Nov-06,A6,BHP,62
081323638,17-Nov-06,A7,BHP,62
081327078,17-Nov-06,A8,BHP,62
092637052,17-Nov-06,A9,BHP,62
092619058,17-Nov-06,C10,BHP,62
092283357,16-Nov-06,J2,BHP,62
082363014,16-Nov-06,F10,BHP,62
092317109,16-Nov-06,H10,BHP,62
081327294,16-Nov-06,J6,BHP,62
081323515,16-Nov-06,F6,BHP,62
092259886,16-Nov-06,J4,BHP,62
081821018,16-Nov-06,C5,BHP,62
095565880,16-Nov-06,J6,BHP,62
092259886,16-Nov-06,J4,BHP,62
092611589,16-Nov-06,J2,BHP,62
106518335,16-Nov-06,I2,BHP,62
081327294,16-Nov-06,I4,BHP,62
092277311,16-Nov-06,A4,BHP,62
092604557,17-Nov-06,G1,BHP,62
081346018,17-Nov-06,C8,BHP,62
092521101,17-Nov-06,B4,BHP,62
081325274,17-Nov-06,D9,BHP,62
081319553,17-Nov-06,D7,BHP,62
092582063,17-Nov-06,D5,BHP,62
081328571,17-Nov-06,E1,BHP,62
081327294,17-Nov-06,J6,BHP,62
092120321,17-Nov-06,I1,BHP,62
092283357,17-Nov-06,J1,BHP,62
081311342,17-Nov-06,J2,BHP,62
081782350,17-Nov-06,E7,BHP,62
081821018,17-Nov-06,C4,BHP,62
092293274,17-Nov-06,C3,BHP,62
092326368,17-Nov-06,C2,BHP,62
092295260,17-Nov-06,C1,BHP,62
081323527,17-Nov-06,E3,BHP,62
081784328,17-Nov-06,E7,BHP,62
081330588,17-Nov-06,E7,BHP,62
081330588,16-Nov-06,F7,BHP,62
081327077,17-Nov-06,F4,BHP,62
092091822,17-Nov-06,H4,BHP,62
081324629,17-Nov-06,H5,BHP,62
081324538,17-Nov-06,H6,BHP,62
081790632,17-Nov-06,H8,BHP,62
092259886,17-Nov-06,J7,BHP,62
092631834,17-Nov-06,J6,BHP,62
081307810,17-Nov-06,E7,BHP,62
081327294,15-Nov-06,D8,BHP,62
092627560,15-Nov-06,B4,BHP,62
092085349,16-Nov-06,F9,BHP,62
082316087,15-Nov-06,B2,BHP,62
081327077,15-Nov-06,E4,BHP,62
096527080,16-Nov-06,A5,BHP,62
092277311,16-Nov-06,A5,BHP,62
095570883,16-Nov-06,A6,BHP,62
081323638,16-Nov-06,A7,BHP,62
081790632,16-Nov-06,I7,BHP,62
081320565,16-Nov-06,C8,BHP,62
081346018,16-Nov-06,C7,BHP,62
081821018,16-Nov-06,C4,BHP,62
092295260,16-Nov-06,D1,BHP,62
081327077,16-Nov-06,F4,BHP,62
092637052,16-Nov-06,A8,BHP,62
081319553,16-Nov-06,D7,BHP,62
092288784,15-Nov-06,F10,BHP,62
081327078,15-Nov-06,A9,BHP,62
092627560,16-Nov-06,B3,BHP,62
092521101,16-Nov-06,B5,BHP,62
092631834,16-Nov-06,I6,BHP,62
092326368,16-Nov-06,D3,BHP,62
081328571,16-Nov-06,E2,BHP,62
081323527,16-Nov-06,E3,BHP,62
092611589,16-Nov-06,E4,BHP,62
092288784,16-Nov-06,I9,BHP,62
081782350,16-Nov-06,F7,BHP,62
092794302,18-Jan-07,F6,BHP,63
081822119,19-Jan-07,C6,BHP,63
092584047,18-Jan-07,B10,BHP,63
092062306,18-Jan-07,F1,BHP,63
081821516,18-Jan-07,D9,BHP,63
092624597,18-Jan-07,F9,BHP,63
081791302,20-Jan-07,J10,BHP,63
092637593,20-Jan-07,B1,BHP,63
081790611,19-Jan-07,I10,BHP,63
081344350,18-Jan-07,E3,BHP,63
106329629,18-Jan-07,D1,BHP,63
092277311,18-Jan-07,A5,BHP,63
096527080,18-Jan-07,A6,BHP,63
081324538,18-Jan-07,H6,BHP,63
092601639,18-Jan-07,E3,BHP,63
081324629,18-Jan-07,H4,BHP,63
081311342,18-Jan-07,J3,BHP,63
081328571,18-Jan-07,E1,BHP,63
092337823,18-Jan-07,G8,BHP,63
081821018,18-Jan-07,C6,BHP,63
081790632,18-Jan-07,F7,BHP,63
081320565,18-Jan-07,B7,BHP,63
081318887,18-Jan-07,B6,BHP,63
092283357,19-Jan-07,I3,BHP,63
081319813,19-Jan-07,F1,BHP,63
092521101,19-Jan-07,B4,BHP,63
082316087,19-Jan-07,B1,BHP,63
092611599,19-Jan-07,H3,BHP,63
081325087,19-Jan-07,A4,BHP,63
096377275,19-Jan-07,J8,BHP,63
081327078,18-Jan-07,A8,BHP,63
082363014,18-Jan-07,G10,BHP,63
092627560,18-Jan-07,B5,BHP,63
092326368,18-Jan-07,C3,BHP,63
092635354,18-Jan-07,D8,BHP,63
092600090,18-Jan-07,D7,BHP,63
081325631,18-Jan-07,D3,BHP,63
081304596,18-Jan-07,I4,BHP,63
106518335,18-Jan-07,J3,BHP,63
092317109,18-Jan-07,H9,BHP,63
081784328,18-Jan-07,D1,BHP,63
081319553,18-Jan-07,D7,BHP,63
081346018,18-Jan-07,C7,BHP,63
092368799,19-Jan-07,A9,BHP,63
092637052,19-Jan-07,A8,BHP,63
092631834,19-Jan-07,I5,BHP,63
082365622,19-Jan-07,J10,BHP,63
081327077,18-Jan-07,E5,BHP,63
081323527,18-Jan-07,D4,BHP,63
092259886,18-Jan-07,J8,BHP,63
081324538,19-Jan-07,H6,BHP,63
081319553,19-Jan-07,E7,BHP,63
081784328,19-Jan-07,D1,BHP,63
092635354,19-Jan-07,D8,BHP,63
082363014,19-Jan-07,F8,BHP,63
081324538,19-Jan-07,H6,BHP,63
092624597,20-Jan-07,D8,BHP,63
092521101,19-Jan-07,A4,BHP,63
081328571,19-Jan-07,E1,BHP,63
082316087,20-Jan-07,B1,BHP,63
092521101,20-Jan-07,B5,BHP,63
081346018,20-Jan-07,B8,BHP,63
092277311,19-Jan-07,A6,BHP,63
082316087,19-Jan-07,A3,BHP,63
081327077,19-Jan-07,E5,BHP,63
081327078,19-Jan-07,A9,BHP,63
081319553,19-Jan-07,D5,BHP,63
092326368,19-Jan-07,D3,BHP,63
081784328,19-Jan-07,D1,BHP,63
081328571,19-Jan-07,E1,BHP,63
081323527,19-Jan-07,E5,BHP,63
092317109,19-Jan-07,H10,BHP,63
092794302,19-Jan-07,E6,BHP,63
081790632,19-Jan-07,G8,BHP,63
106518335,19-Jan-07,H1,BHP,63
081324629,19-Jan-07,H5,BHP,63
081319553,20-Jan-07,D7,BHP,63
092601639,19-Jan-07,E3,BHP,63
081790632,20-Jan-07,G7,BHP,63
081822119,20-Jan-07,C4,BHP,63
081325631,20-Jan-07,C3,BHP,63
092062306,20-Jan-07,E1,BHP,63
081327077,20-Jan-07,E5,BHP,63
092794302,20-Jan-07,E6,BHP,63
092600090,20-Jan-07,E7,BHP,63
092337823,20-Jan-07,G8,BHP,63
081327078,20-Jan-07,A9,BHP,63
106518335,20-Jan-07,J3,BHP,63
081311342,20-Jan-07,J3,BHP,63
092259886,20-Jan-07,J7,BHP,63
081324538,20-Jan-07,G8,BHP,63
081323527,20-Jan-07,D4,BHP,63
081319813,20-Jan-07,F2,BHP,63
092635354,20-Jan-07,F8,BHP,63
092317109,20-Jan-07,H10,BHP,63
092283357,20-Jan-07,I3,BHP,63
081324629,20-Jan-07,I5,BHP,63
081320565,20-Jan-07,C7,BHP,63
092368799,20-Jan-07,A9,BHP,63
092627560,20-Jan-07,A4,BHP,63
081318887,20-Jan-07,A5,BHP,63
092277311,20-Jan-07,A6,BHP,63
096527080,20-Jan-07,A7,BHP,63
092637052,20-Jan-07,A8,BHP,63
096527080,19-Jan-07,A5,BHP,63
092631834,20-Jan-07,I5,BHP,63
081821018,18-Jan-07,C4,BHP,63
081325631,18-Jan-07,C3,BHP,63
092062306,18-Jan-07,E1,BHP,63
092794302,18-Jan-07,E6,BHP,63
092624597,19-Jan-07,F8,BHP,63
081311342,19-Jan-07,I3,BHP,63
092627560,19-Jan-07,A4,BHP,63
081320565,18-Jan-07,C7,BHP,63
081346018,19-Jan-07,C7,BHP,63
081821018,19-Jan-07,C4,BHP,63
081344350,19-Jan-07,F2,BHP,63
092337823,19-Jan-07,F7,BHP,63
092627560,18-Jan-07,A4,BHP,63
081324629,18-Jan-07,H3,BHP,63
081320565,19-Jan-07,B8,BHP,63
096527080,18-Jan-07,A5,BHP,63
081327078,18-Jan-07,A9,BHP,63
092326368,18-Jan-07,D3,BHP,63
081790632,18-Jan-07,G7,BHP,63
079625298,13-Mar-07,I8,BHP,64
081311784,13-Mar-07,H1,BHP,64
079570059,13-Mar-07,C8,BHP,64
079790372,15-Mar-07,C2,BHP,64
081322780,13-Mar-07,F1,BHP,64
081790568,13-Mar-07,G10,BHP,64
081307020,13-Mar-07,A6,BHP,64
092595028,13-Mar-07,B9,BHP,64
081777053,13-Mar-07,C5,BHP,64
092634287,13-Mar-07,J4,BHP,64
092619598,14-Mar-07,C8,BHP,64
092520521,15-Mar-07,F3,BHP,64
079583312,15-Mar-07,B9,BHP,64
081344350,13-Mar-07,E5,BHP,64
092521101,13-Mar-07,A3,BHP,64
092277311,13-Mar-07,A7,BHP,64
081325087,13-Mar-07,A4,BHP,64
081324629,13-Mar-07,H3,BHP,64
081821018,13-Mar-07,C3,BHP,64
092283357,13-Mar-07,I3,BHP,64
081328571,13-Mar-07,E1,BHP,64
081323515,13-Mar-07,F4,BHP,64
092601639,13-Mar-07,G3,BHP,64
092794302,13-Mar-07,G6,BHP,64
106329629,13-Mar-07,D1,BHP,64
081319813,13-Mar-07,E3,BHP,64
081324538,13-Mar-07,G7,BHP,64
092300024,13-Mar-07,G6,BHP,64
081311342,13-Mar-07,J3,BHP,64
081320565,13-Mar-07,C7,BHP,64
092337823,13-Mar-07,F8,BHP,64
092120321,13-Mar-07,G1,BHP,64
081304596,13-Mar-07,H5,BHP,64
092326368,13-Mar-07,C2,BHP,64
092584047,13-Mar-07,C10,BHP,64
081327063,13-Mar-07,F7,BHP,64
081784328,13-Mar-07,D1,BHP,64
081319553,13-Mar-07,E6,BHP,64
092600090,13-Mar-07,D6,BHP,64
092635354,13-Mar-07,D8,BHP,64
092317109,13-Mar-07,I9,BHP,64
092368799,13-Mar-07,A8,BHP,64
106518335,13-Mar-07,J1,BHP,64
092631834,13-Mar-07,I5,BHP,64
081306042,14-Mar-07,B10,BHP,64
092624597,15-Mar-07,F9,BHP,64
081790611,13-Mar-07,I10,BHP,64
081323515,14-Mar-07,E4,BHP,64
092584047,15-Mar-07,C10,BHP,64
081324629,14-Mar-07,J5,BHP,64
092631834,14-Mar-07,J6,BHP,64
092521101,15-Mar-07,A3,BHP,64
081306042,14-Mar-07,B10,BHP,64
081306042,15-Mar-07,B10,BHP,64
081324538,14-Mar-07,H6,BHP,64
081821018,15-Mar-07,D2,BHP,64
081344350,15-Mar-07,F2,BHP,64
092277311,15-Mar-07,A6,BHP,64
106329629,14-Mar-07,C1,BHP,64
092277311,14-Mar-07,A7,BHP,64
081307020,14-Mar-07,A8,BHP,64
092595028,14-Mar-07,C9,BHP,64
092600090,14-Mar-07,C7,BHP,64
081319553,14-Mar-07,C5,BHP,64
081311342,14-Mar-07,J2,BHP,64
081821018,14-Mar-07,C3,BHP,64
092120321,14-Mar-07,H3,BHP,64
081328571,14-Mar-07,F1,BHP,64
092601639,14-Mar-07,F2,BHP,64
081319813,14-Mar-07,F3,BHP,64
081304596,14-Mar-07,F5,BHP,64
092635354,14-Mar-07,F9,BHP,64
081327063,15-Mar-07,F7,BHP,64
092326368,14-Mar-07,C3,BHP,64
081324538,15-Mar-07,G9,BHP,64
081319553,15-Mar-07,C6,BHP,64
092326368,15-Mar-07,C3,BHP,64
092631834,15-Mar-07,I5,BHP,64
079625298,15-Mar-07,I7,BHP,64
092595028,15-Mar-07,C8,BHP,64
081790568,15-Mar-07,I10,BHP,64
081320565,15-Mar-07,C9,BHP,64
092300024,15-Mar-07,G5,BHP,64
081319813,15-Mar-07,G3,BHP,64
081322780,15-Mar-07,F1,BHP,64
081328571,15-Mar-07,E1,BHP,64
081784328,15-Mar-07,D1,BHP,64
081304596,15-Mar-07,J5,BHP,64
092634287,14-Mar-07,J1,BHP,64
092635354,15-Mar-07,F10,BHP,64
092368799,15-Mar-07,B8,BHP,64
079570059,15-Mar-07,B7,BHP,64
092600090,15-Mar-07,C7,BHP,64
081311784,15-Mar-07,J3,BHP,64
092601639,15-Mar-07,F5,BHP,64
081790611,15-Mar-07,J9,BHP,64
092317109,15-Mar-07,H10,BHP,64
092337823,15-Mar-07,H8,BHP,64
081324629,15-Mar-07,H3,BHP,64
081323515,15-Mar-07,E3,BHP,64
079619585,15-Mar-07,E10,BHP,64
081307020,15-Mar-07,B5,BHP,64
081320565,14-Mar-07,C8,BHP,64
081324538,14-Mar-07,G8,BHP,64
081821018,13-Mar-07,C2,BHP,64
081319813,13-Mar-07,F2,BHP,64
081320565,13-Mar-07,C9,BHP,64
092326368,14-Mar-07,C4,BHP,64
092595028,14-Mar-07,D8,BHP,64
081319553,14-Mar-07,D6,BHP,64
081821018,14-Mar-07,D2,BHP,64
092283357,14-Mar-07,G2,BHP,64
092601639,14-Mar-07,G3,BHP,64
092317109,14-Mar-07,J10,BHP,64
092521101,14-Mar-07,C2,BHP,64
092326368,13-Mar-07,C3,BHP,64
092337823,14-Mar-07,G10,BHP,64
092595028,13-Mar-07,B9,BHP,64
081320565,14-Mar-07,B9,BHP,64
081311342,14-Mar-07,G6,BHP,64
092120321,14-Mar-07,I1,BHP,64
081311342,14-Mar-07,J3,BHP,64
092600090,14-Mar-07,E7,BHP,64
092521101,14-Mar-07,B3,BHP,64
092635354,14-Mar-07,E10,BHP,64
081322780,14-Mar-07,E1,BHP,64
081344350,14-Mar-07,E6,BHP,64
092584047,14-Mar-07,E10,BHP,64
081327063,14-Mar-07,G10,BHP,64
081311784,14-Mar-07,G1,BHP,64
081311784,14-Mar-07,I3,BHP,64
081790611,14-Mar-07,I10,BHP,64
079625298,14-Mar-07,I9,BHP,64
092317109,14-Mar-07,I8,BHP,64
081784328,14-Mar-07,B1,BHP,64
079570059,14-Mar-07,B7,BHP,64
081322780,14-Mar-07,E1,BHP,64
081790611,14-Mar-07,J8,BHP,64
081327063,14-Mar-07,F7,BHP,64
092300024,14-Mar-07,F5,BHP,64
081328571,14-Mar-07,F1,BHP,64
081324629,14-Mar-07,H5,BHP,64
092277311,14-Mar-07,A6,BHP,64
081344350,13-Mar-07,E3,BHP,64
092317109,13-Mar-07,I10,BHP,64
081325087,13-Mar-07,A3,BHP,64
092635354,13-Mar-07,D8,BHP,64
092600090,13-Mar-07,D7,BHP,64
081322780,13-Mar-07,E1,BHP,64
081319553,13-Mar-07,E7,BHP,64
081327063,13-Mar-07,G10,BHP,64
092337823,13-Mar-07,G9,BHP,64
092300024,13-Mar-07,G5,BHP,64
106518335,13-Mar-07,G1,BHP,64
081304596,13-Mar-07,J5,BHP,64
092631834,13-Mar-07,I5,BHP,64
079570059,13-Mar-07,B7,BHP,64
047053838,29-May-01,J4,KCS,1
047043514,29-May-01,F2,KCS,1
047004808,29-May-01,G9,KCS,1
047003544,29-May-01,I5,KCS,1
047028842,29-May-01,B2,KCS,1
047017296,29-May-01,C8,KCS,1
043803769,29-May-01,I4,KCS,1
047019833,29-May-01,E1,KCS,1
047089583,29-May-01,J5,KCS,1
047017589,30-May-01,H10,KCS,1
045300874,30-May-01,G10,KCS,1
047086036,30-May-01,G10,KCS,1
044065060,30-May-01,J6,KCS,1
046882854,30-May-01,H2,KCS,1
047068634,30-May-01,F10,KCS,1
047019569,30-May-01,A2,KCS,1
047018775,30-May-01,C3,KCS,1
047014019,29-May-01,J10,KCS,1
047073367,29-May-01,D1,KCS,1
047092001,29-May-01,J5,KCS,1
044892805,29-May-01,F1,KCS,1
047024524,29-May-01,G3,KCS,1
044022863,29-May-01,G10,KCS,1
047000604,29-May-01,H1,KCS,1
047013562,29-May-01,J9,KCS,1
046866032,29-May-01,A1,KCS,1
047055365,29-May-01,G1,KCS,1
045268606,29-May-01,C2,KCS,1
047043773,29-May-01,F6,KCS,1
047033028,29-May-01,H6,KCS,1
047054333,29-May-01,J2,KCS,1
047089096,30-May-01,G10,KCS,1
043895861,30-May-01,H2,KCS,1
047053838,30-May-01,J5,KCS,1
044022863,30-May-01,A10,KCS,1
045268606,30-May-01,C4,KCS,1
047073367,30-May-01,D1,KCS,1
044892805,30-May-01,F1,KCS,1
047043773,30-May-01,H7,KCS,1
043803769,30-May-01,I4,KCS,1
047003544,30-May-01,I7,KCS,1
047033028,30-May-01,J4,KCS,1
047014019,30-May-01,J8,KCS,1
047054333,30-May-01,J3,KCS,1
047043514,29-May-01,G2,KCS,1
047028842,29-May-01,A2,KCS,1
047043773,29-May-01,F9,KCS,1
047033028,29-May-01,H7,KCS,1
047054333,30-May-01,I1,KCS,1
047004808,30-May-01,F9,KCS,1
047000604,30-May-01,G1,KCS,1
047043514,30-May-01,H3,KCS,1
047028842,30-May-01,C4,KCS,1
047033028,30-May-01,I6,KCS,1
047013562,30-May-01,J10,KCS,1
043803769,30-May-01,J3,KCS,1
047053838,30-May-01,J4,KCS,1
047000604,29-May-01,I1,KCS,1
047017296,30-May-01,D6,KCS,1
045268606,30-May-01,B5,KCS,1
044022863,30-May-01,B9,KCS,1
047043773,29-May-01,E9,KCS,1
047058849,25-Jun-01,H9,KCS,2
047028587,26-Jun-01,J1,KCS,2
047025350,27-Jun-01,A5,KCS,2
047091002,27-Jun-01,C2,KCS,2
047052037,25-Jun-01,C6,KCS,2
047050609,25-Jun-01,C6,KCS,2
046874821,25-Jun-01,C6,KCS,2
047014796,25-Jun-01,F9,KCS,2
045015003,25-Jun-01,I2,KCS,2
047069319,25-Jun-01,I4,KCS,2
047107359,25-Jun-01,C7,KCS,2
047015620,25-Jun-01,C6,KCS,2
044055293,25-Jun-01,E7,KCS,2
047092288,25-Jun-01,F8,KCS,2
046895340,25-Jun-01,D2,KCS,2
047019065,25-Jun-01,A7,KCS,2
045102080,25-Jun-01,B5,KCS,2
047014784,25-Jun-01,F2,KCS,2
046881572,25-Jun-01,A5,KCS,2
047055535,27-Jun-01,G6,KCS,2
047018101,27-Jun-01,G10,KCS,2
045300874,25-Jun-01,H10,KCS,2
047003544,25-Jun-01,H7,KCS,2
047053838,25-Jun-01,I6,KCS,2
047018775,25-Jun-01,A2,KCS,2
047028842,25-Jun-01,B2,KCS,2
047043514,25-Jun-01,D4,KCS,2
047089583,25-Jun-01,I5,KCS,2
047000604,25-Jun-01,E1,KCS,2
047043773,25-Jun-01,H5,KCS,2
047013562,25-Jun-01,I8,KCS,2
045268606,25-Jun-01,A6,KCS,2
047073367,25-Jun-01,D1,KCS,2
047092001,25-Jun-01,F2,KCS,2
047014019,25-Jun-01,J10,KCS,2
047055365,27-Jun-01,I1,KCS,2
047014019,26-Jun-01,J9,KCS,2
047014796,26-Jun-01,C8,KCS,2
047014784,26-Jun-01,D2,KCS,2
047073367,26-Jun-01,D2,KCS,2
047003544,26-Jun-01,E6,KCS,2
047092288,26-Jun-01,F10,KCS,2
047000604,26-Jun-01,F3,KCS,2
047043514,26-Jun-01,G4,KCS,2
047013562,26-Jun-01,H8,KCS,2
047058849,26-Jun-01,H8,KCS,2
047053838,26-Jun-01,I3,KCS,2
046881572,25-Jun-01,B2,KCS,2
047069319,26-Jun-01,I5,KCS,2
047043773,26-Jun-01,B7,KCS,2
045015003,26-Jun-01,J5,KCS,2
046881572,26-Jun-01,A4,KCS,2
047052037,26-Jun-01,A7,KCS,2
046874821,26-Jun-01,B7,KCS,2
044055293,26-Jun-01,B9,KCS,2
045268606,26-Jun-01,C4,KCS,2
047043773,26-Jun-01,C8,KCS,2
047089583,26-Jun-01,I4,KCS,2
046874821,25-Jun-01,B7,KCS,2
046895340,25-Jun-01,C2,KCS,2
047018775,25-Jun-01,C4,KCS,2
047050609,25-Jun-01,C6,KCS,2
047014784,25-Jun-01,D2,KCS,2
047028842,25-Jun-01,D4,KCS,2
047043773,25-Jun-01,E4,KCS,2
047000604,25-Jun-01,H3,KCS,2
047014796,25-Jun-01,H9,KCS,2
047069319,25-Jun-01,J5,KCS,2
047107359,26-Jun-01,C4,KCS,2
047013562,25-Jun-01,J7,KCS,2
044055293,26-Jun-01,B9,KCS,2
045268606,26-Jun-01,A5,KCS,2
046895340,26-Jun-01,B1,KCS,2
047018775,26-Jun-01,B2,KCS,2
046881572,26-Jun-01,B3,KCS,2
045102080,26-Jun-01,B5,KCS,2
047019065,26-Jun-01,B6,KCS,2
047000604,26-Jun-01,H1,KCS,2
045015003,25-Jun-01,J6,KCS,2
047092288,26-Jun-01,E10,KCS,2
047043514,27-Jun-01,E4,KCS,2
047000604,27-Jun-01,F1,KCS,2
045300874,27-Jun-01,F10,KCS,2
047014784,27-Jun-01,F3,KCS,2
047003544,27-Jun-01,F8,KCS,2
047043773,27-Jun-01,F9,KCS,2
047058849,27-Jun-01,G8,KCS,2
047092288,27-Jun-01,D10,KCS,2
047013562,27-Jun-01,H9,KCS,2
047014796,27-Jun-01,C8,KCS,2
045015003,27-Jun-01,I3,KCS,2
047053838,27-Jun-01,I5,KCS,2
047069319,27-Jun-01,I6,KCS,2
047028587,27-Jun-01,J1,KCS,2
047092001,27-Jun-01,J4,KCS,2
047089583,27-Jun-01,H3,KCS,2
047014019,27-Jun-01,J8,KCS,2
047014796,26-Jun-01,H8,KCS,2
045015003,26-Jun-01,I4,KCS,2
047013562,26-Jun-01,I7,KCS,2
047058849,26-Jun-01,I8,KCS,2
047069319,26-Jun-01,J4,KCS,2
047018775,27-Jun-01,D4,KCS,2
