date (year-month-day),species,trial start hour,trial start min,subject,donor,mouthlickinng start (hours),mouthlicking start (minutes),mouthlicking start (seconds),duration(s)
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,17,2,112
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,19,9,68
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,20,24,34
8/16/11,Desmodus rotundus,7,4,mya,bella,8,26,37,5
8/16/11,Desmodus rotundus,7,4,mya,bella,8,26,49,20
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,32,22,19
8/16/11,Desmodus rotundus,7,4,mya,veronica,7,41,57,87
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,44,51,9
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,45,16,47
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,48,6,121
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,57,6,6
8/16/11,Desmodus rotundus,7,4,mya,veronica,8,14,4,87
8/16/11,Desmodus rotundus,7,4,mya,veronica,7,12,55,6
8/16/11,Desmodus rotundus,7,4,mya,bella,7,10,42,5
8/16/11,Desmodus rotundus,7,4,mya,bella,7,16,53,15
8/17/11,Desmodus rotundus,7,9,bella,lucy,7,19,51,5
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,22,11,64
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,24,15,77
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,29,29,13
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,29,55,9
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,30,12,70
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,30,29,11
8/17/11,Desmodus rotundus,7,9,bella,helsing,7,31,1,108
8/17/11,Desmodus rotundus,7,9,bella,mina,7,37,47,48
8/17/11,Desmodus rotundus,7,9,bella,mina,7,40,0,45
8/17/11,Desmodus rotundus,7,9,bella,helsing,8,1,42,142
8/17/11,Desmodus rotundus,7,9,bella,helsing,8,7,12,136
8/17/11,Desmodus rotundus,7,9,bella,vampirella,8,24,20,35
8/17/11,Desmodus rotundus,7,9,bella,veronica,8,25,23,76
8/17/11,Desmodus rotundus,7,9,bella,mina,8,32,42,95
8/17/11,Desmodus rotundus,7,9,bella,maribelo,8,37,18,17
8/17/11,Desmodus rotundus,7,9,bella,veronica,8,40,41,14
8/17/11,Desmodus rotundus,7,9,bella,lucy,7,17,32,34
8/17/11,Desmodus rotundus,7,9,bella,lucy,7,14,13,111
8/17/11,Desmodus rotundus,7,9,bella,lucy,7,13,35,22
8/17/11,Desmodus rotundus,7,9,bella,lucy,7,18,54,34
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,2,3,221
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,6,17,293
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,11,18,78
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,13,6,95
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,15,16,12
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,16,8,90
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,17,59,80
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,19,39,42
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,20,43,13
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,21,21,39
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,24,47,30
8/18/11,Desmodus rotundus,6,56,lucy,veronica,7,27,47,44
8/18/11,Desmodus rotundus,6,56,lucy,mya,7,29,12,157
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,7,32,49,62
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,7,33,59,145
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,38,7,5
8/18/11,Desmodus rotundus,6,56,lucy,veronica,7,38,29,12
8/18/11,Desmodus rotundus,6,56,lucy,veronica,7,38,57,9
8/18/11,Desmodus rotundus,6,56,lucy,veronica,7,39,21,7
8/18/11,Desmodus rotundus,6,56,lucy,veronica,7,40,14,96
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,7,45,45,154
8/18/11,Desmodus rotundus,6,56,lucy,bella,7,54,45,7
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,7,55,54,162
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,8,0,22,72
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,8,2,26,20
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,8,11,27,107
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,8,35,10,20
8/18/11,Desmodus rotundus,6,56,lucy,mya,8,43,22,83
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,8,48,25,33
8/18/11,Desmodus rotundus,6,56,lucy,vampirella,8,50,37,7
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,6,59,10,84
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,6,58,23,37
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,6,57,20,41
8/18/11,Desmodus rotundus,6,56,lucy,maribelo,7,0,52,10
8/19/11,Desmodus rotundus,7,23,veronica,vampirella,7,43,25,5
8/19/11,Desmodus rotundus,7,23,veronica,mina,7,45,25,35
8/19/11,Desmodus rotundus,7,23,veronica,mya,7,55,20,127
8/19/11,Desmodus rotundus,7,23,veronica,vampirella,8,11,8,5
8/19/11,Desmodus rotundus,7,23,veronica,fuschia,8,15,39,150
8/19/11,Desmodus rotundus,7,23,veronica,mya,8,30,24,143
8/19/11,Desmodus rotundus,7,23,veronica,mya,8,35,22,102
8/19/11,Desmodus rotundus,7,23,veronica,vampirella,7,38,45,29
8/19/11,Desmodus rotundus,7,23,veronica,mya,7,34,26,78
8/19/11,Desmodus rotundus,7,23,veronica,mya,7,26,11,179
8/19/11,Desmodus rotundus,7,23,veronica,vampirella,7,40,1,171
8/23/11,Desmodus rotundus,6,41,veronica,fuschia,6,53,15,77
8/23/11,Desmodus rotundus,6,41,veronica,mya,6,56,30,75
8/23/11,Desmodus rotundus,6,41,veronica,mya,6,59,3,55
8/23/11,Desmodus rotundus,6,41,veronica,mya,7,1,46,26
8/23/11,Desmodus rotundus,6,41,veronica,vampirella,7,5,30,170
8/23/11,Desmodus rotundus,6,41,veronica,bella,7,22,22,18
8/23/11,Desmodus rotundus,6,41,veronica,bella,7,24,46,5
8/23/11,Desmodus rotundus,6,41,veronica,mina,7,40,41,68
8/23/11,Desmodus rotundus,6,41,veronica,mya,7,57,16,737
8/23/11,Desmodus rotundus,6,41,veronica,lucy,6,50,44,22
8/23/11,Desmodus rotundus,6,41,veronica,mya,6,44,5,20
8/23/11,Desmodus rotundus,6,41,veronica,mya,6,43,28,19
8/23/11,Desmodus rotundus,6,41,veronica,mya,6,52,3,20
8/24/11,Desmodus rotundus,7,8,bella,mya,7,17,50,138
8/24/11,Desmodus rotundus,7,8,bella,lucy,7,21,3,63
8/24/11,Desmodus rotundus,7,8,bella,lucy,7,24,25,113
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,28,50,58
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,29,53,55
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,33,15,158
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,38,27,26
8/24/11,Desmodus rotundus,7,8,bella,mina,7,44,34,55
8/24/11,Desmodus rotundus,7,8,bella,mina,7,46,2,50
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,55,7,30
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,55,45,15
8/24/11,Desmodus rotundus,7,8,bella,gomez,8,48,22,36
8/24/11,Desmodus rotundus,7,8,bella,gomez,8,49,32,36
8/24/11,Desmodus rotundus,7,8,bella,maribelo,8,53,36,10
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,15,40,38
8/24/11,Desmodus rotundus,7,8,bella,maribelo,7,12,27,17
8/24/11,Desmodus rotundus,7,8,bella,maribelo,7,11,7,77
8/24/11,Desmodus rotundus,7,8,bella,helsing,7,16,37,17
8/25/11,Desmodus rotundus,7,3,vampirella,lucy,7,19,39,209
8/25/11,Desmodus rotundus,7,3,vampirella,bella,8,19,45,43
8/25/11,Desmodus rotundus,7,3,vampirella,veronica,8,55,11,111
8/25/11,Desmodus rotundus,7,3,vampirella,veronica,8,57,25,8
8/25/11,Desmodus rotundus,7,3,vampirella,veronica,8,57,48,8
8/25/11,Desmodus rotundus,7,3,vampirella,maribelo,7,12,31,24
8/25/11,Desmodus rotundus,7,3,vampirella,bella,7,8,36,6
8/25/11,Desmodus rotundus,7,3,vampirella,bella,7,4,0,5
8/25/11,Desmodus rotundus,7,3,vampirella,maribelo,7,13,19,63
8/26/11,Desmodus rotundus,7,7,lucy,veronica,7,16,48,47
8/26/11,Desmodus rotundus,7,7,lucy,veronica,7,17,56,56
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,19,10,285
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,24,7,58
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,25,17,10
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,25,42,29
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,26,16,10
8/26/11,Desmodus rotundus,7,7,lucy,vampirella,7,28,10,42
8/26/11,Desmodus rotundus,7,7,lucy,vampirella,7,29,1,50
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,29,58,34
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,30,54,147
8/26/11,Desmodus rotundus,7,7,lucy,veronica,7,36,55,71
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,43,17,184
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,47,9,49
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,48,52,268
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,53,31,38
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,54,18,46
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,55,26,80
8/26/11,Desmodus rotundus,7,7,lucy,mya,7,57,31,145
8/26/11,Desmodus rotundus,7,7,lucy,mya,8,0,29,22
8/26/11,Desmodus rotundus,7,7,lucy,mya,8,1,5,19
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,11,11,47
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,10,59,8
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,9,16,58
8/26/11,Desmodus rotundus,7,7,lucy,maribelo,7,12,21,255
8/27/11,Desmodus rotundus,7,10,mya,bella,7,17,7,5
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,20,26,81
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,23,23,45
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,24,39,115
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,28,45,22
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,29,18,5
8/27/11,Desmodus rotundus,7,10,mya,lucy ,7,29,25,5
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,31,35,182
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,36,40,125
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,39,12,15
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,41,20,17
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,45,0,124
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,49,5,74
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,53,23,118
8/27/11,Desmodus rotundus,7,10,mya,veronica,7,58,55,88
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,0,30,9
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,0,59,9
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,3,1,35
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,27,39,80
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,49,11,53
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,54,51,9
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,55,6,33
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,55,45,14
8/27/11,Desmodus rotundus,7,10,mya,veronica,8,57,31,6
8/27/11,Desmodus rotundus,7,10,mya,helsing,8,0,23,5
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,13,19,145
8/27/11,Desmodus rotundus,7,10,mya,lucy,7,12,43,8
8/27/11,Desmodus rotundus,7,10,mya,bella,7,11,46,30
8/27/11,Desmodus rotundus,7,10,mya,bella,7,16,51,11
1/3/12,Desmodus rotundus,7,20,mya,bella,7,28,17,92
1/3/12,Desmodus rotundus,7,20,mya,lucy,7,30,49,61
1/3/12,Desmodus rotundus,7,20,mya,lucy,7,24,36,93
1/3/12,Desmodus rotundus,7,20,mya,cerce,7,38,46,39
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,42,24,69
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,44,38,27
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,48,49,149
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,57,1,37
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,57,50,26
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,58,32,36
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,59,18,35
1/3/12,Desmodus rotundus,7,20,mya,veronica,8,0,13,50
1/3/12,Desmodus rotundus,7,20,mya,bella,8,11,3,6
1/3/12,Desmodus rotundus,7,20,mya,bella,8,11,55,5
1/3/12,Desmodus rotundus,7,20,mya,veronica,8,26,51,76
1/3/12,Desmodus rotundus,7,20,mya,bella,8,29,56,45
1/3/12,Desmodus rotundus,7,20,mya,veronica,8,31,9,51
1/3/12,Desmodus rotundus,7,20,mya,mina,8,43,22,100
1/3/12,Desmodus rotundus,7,20,mya,mina,8,45,47,21
1/3/12,Desmodus rotundus,7,20,mya,veronica,8,58,21,5
1/3/12,Desmodus rotundus,7,20,mya,mina,9,1,44,70
1/3/12,Desmodus rotundus,7,20,mya,veronica,9,16,4,10
1/3/12,Desmodus rotundus,7,20,mya,veronica,7,25,36,25
1/3/12,Desmodus rotundus,7,20,mya,bella,7,24,32,35
1/3/12,Desmodus rotundus,7,20,mya,bella,7,23,51,6
1/3/12,Desmodus rotundus,7,20,mya,bella,7,26,1,13
1/4/12,Desmodus rotundus,7,4,cerce,lucy,7,18,22,40
1/4/12,Desmodus rotundus,7,4,cerce,mina,7,24,37,141
1/4/12,Desmodus rotundus,7,4,cerce,mina,7,35,33,26
1/4/12,Desmodus rotundus,7,4,cerce,mina,7,37,26,25
1/4/12,Desmodus rotundus,7,4,cerce,veronica,7,45,59,114
1/4/12,Desmodus rotundus,7,4,cerce,veronica,7,48,22,60
1/4/12,Desmodus rotundus,7,4,cerce,veronica,7,51,39,30
1/4/12,Desmodus rotundus,7,4,cerce,countess,8,5,15,46
1/4/12,Desmodus rotundus,7,4,cerce,mina,8,8,35,55
1/4/12,Desmodus rotundus,7,4,cerce,dot,8,24,40,21
1/4/12,Desmodus rotundus,7,4,cerce,mina,8,26,36,61
1/4/12,Desmodus rotundus,7,4,cerce,mina,8,27,42,21
1/4/12,Desmodus rotundus,7,4,cerce,mina,8,28,23,36
1/4/12,Desmodus rotundus,7,4,cerce,countess,8,54,11,79
1/4/12,Desmodus rotundus,7,4,cerce,countess,8,55,37,38
1/4/12,Desmodus rotundus,7,4,cerce,veronica,8,58,52,5
1/4/12,Desmodus rotundus,7,4,cerce,veronica,9,2,41,49
1/4/12,Desmodus rotundus,7,4,cerce,bella,7,12,56,11
1/4/12,Desmodus rotundus,7,4,cerce,bella,7,10,1,101
1/4/12,Desmodus rotundus,7,4,cerce,bella,7,9,5,11
1/4/12,Desmodus rotundus,7,4,cerce,lucy,7,16,54,75
1/5/12,Desmodus rotundus,6,56,countess,veronica,7,12,10,47
1/5/12,Desmodus rotundus,6,56,countess,veronica,7,13,35,18
1/5/12,Desmodus rotundus,6,56,countess,veronica,7,42,21,112
1/5/12,Desmodus rotundus,6,56,countess,lucy,7,53,8,32
1/5/12,Desmodus rotundus,6,56,countess,veronica,7,54,0,71
1/5/12,Desmodus rotundus,6,56,countess,cerce,7,55,56,42
1/5/12,Desmodus rotundus,6,56,countess,cerce,7,58,14,29
1/5/12,Desmodus rotundus,6,56,countess,cerce,7,59,5,119
1/5/12,Desmodus rotundus,6,56,countess,lucy,8,2,36,53
1/5/12,Desmodus rotundus,6,56,countess,cerce,8,6,24,29
1/5/12,Desmodus rotundus,6,56,countess,cerce,8,7,3,39
1/5/12,Desmodus rotundus,6,56,countess,cerce,8,7,55,6
1/5/12,Desmodus rotundus,6,56,countess,mina,8,10,17,353
1/5/12,Desmodus rotundus,6,56,countess,mina,8,17,19,204
1/5/12,Desmodus rotundus,6,56,countess,mina,8,20,57,20
1/5/12,Desmodus rotundus,6,56,countess,mina,8,21,22,64
1/5/12,Desmodus rotundus,6,56,countess,flapper,8,22,51,8
1/5/12,Desmodus rotundus,6,56,countess,flapper,8,23,24,45
1/5/12,Desmodus rotundus,6,56,countess,mina,8,27,3,54
1/5/12,Desmodus rotundus,6,56,countess,mina,8,28,4,100
1/5/12,Desmodus rotundus,6,56,countess,veronica,8,38,23,14
1/5/12,Desmodus rotundus,6,56,countess,veronica,8,42,10,59
1/5/12,Desmodus rotundus,6,56,countess,mina,8,51,44,135
1/5/12,Desmodus rotundus,6,56,countess,mina,8,54,6,93
1/5/12,Desmodus rotundus,6,56,countess,mina,8,56,2,25
1/5/12,Desmodus rotundus,6,56,countess,mina,7,9,47,13
1/5/12,Desmodus rotundus,6,56,countess,bella,7,6,22,82
1/5/12,Desmodus rotundus,6,56,countess,bella,7,5,31,42
1/5/12,Desmodus rotundus,6,56,countess,mya,7,10,8,22
1/6/12,Desmodus rotundus,7,11,bella,mina,7,30,45,12
1/6/12,Desmodus rotundus,7,11,bella,dot,7,32,41,92
1/6/12,Desmodus rotundus,7,11,bella,mya,7,45,53,155
1/6/12,Desmodus rotundus,7,11,bella,mya,7,48,58,111
1/6/12,Desmodus rotundus,7,11,bella,mya,7,51,49,108
1/6/12,Desmodus rotundus,7,11,bella,mya,7,53,42,89
1/6/12,Desmodus rotundus,7,11,bella,mya,7,55,38,47
1/6/12,Desmodus rotundus,7,11,bella,mya,8,0,22,131
1/6/12,Desmodus rotundus,7,11,bella,dot,8,7,58,162
1/6/12,Desmodus rotundus,7,11,bella,dot,8,12,51,34
1/6/12,Desmodus rotundus,7,11,bella,mina,8,19,4,166
1/6/12,Desmodus rotundus,7,11,bella,mina,8,25,36,43
1/6/12,Desmodus rotundus,7,11,bella,mina,9,0,7,8
1/6/12,Desmodus rotundus,7,11,bella,mina,7,29,55,5
1/6/12,Desmodus rotundus,7,11,bella,mina,7,25,5,256
1/6/12,Desmodus rotundus,7,11,bella,mina,7,15,27,569
1/6/12,Desmodus rotundus,7,11,bella,mina,7,30,9,31
1/7/12,Desmodus rotundus,7,18,mina,lucy,7,40,32,5
1/7/12,Desmodus rotundus,7,18,mina,lucy,7,41,2,11
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,42,22,13
1/7/12,Desmodus rotundus,7,18,mina,lucy,7,45,20,101
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,48,54,27
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,49,40,94
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,51,35,11
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,51,56,12
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,53,18,11
1/7/12,Desmodus rotundus,7,18,mina,veronica,7,53,53,83
1/7/12,Desmodus rotundus,7,18,mina,dot,7,56,21,28
1/7/12,Desmodus rotundus,7,18,mina,dot,7,57,16,15
1/7/12,Desmodus rotundus,7,18,mina,dot,7,58,3,46
1/7/12,Desmodus rotundus,7,18,mina,dot,8,0,15,11
1/7/12,Desmodus rotundus,7,18,mina,1,8,15,41,197
1/7/12,Desmodus rotundus,7,18,mina,bella,8,20,24,325
1/7/12,Desmodus rotundus,7,18,mina,bella,8,26,16,9
1/7/12,Desmodus rotundus,7,18,mina,bella,8,26,36,40
1/7/12,Desmodus rotundus,7,18,mina,lucy,8,23,29,57
1/7/12,Desmodus rotundus,7,18,mina,lucy,8,33,42,14
1/7/12,Desmodus rotundus,7,18,mina,countess,8,42,59,75
1/7/12,Desmodus rotundus,7,18,mina,thecount,8,44,52,33
1/7/12,Desmodus rotundus,7,18,mina,veronica,8,45,48,5
1/7/12,Desmodus rotundus,7,18,mina,dot,8,47,56,102
1/7/12,Desmodus rotundus,7,18,mina,dot,8,49,56,5
1/7/12,Desmodus rotundus,7,18,mina,dot,8,56,28,146
1/7/12,Desmodus rotundus,7,18,mina,lucy,9,10,30,11
1/7/12,Desmodus rotundus,7,18,mina,lucy,7,35,16,27
1/7/12,Desmodus rotundus,7,18,mina,bella,7,33,58,11
1/7/12,Desmodus rotundus,7,18,mina,bella,7,32,37,64
1/7/12,Desmodus rotundus,7,18,mina,countess,7,39,37,5
1/8/12,Desmodus rotundus,7,16,veronica,mina,7,31,35,15
1/8/12,Desmodus rotundus,7,16,veronica,countess,7,38,29,120
1/8/12,Desmodus rotundus,7,16,veronica,dot,7,40,54,98
1/8/12,Desmodus rotundus,7,16,veronica,lucy,7,45,21,77
1/8/12,Desmodus rotundus,7,16,veronica,mina,7,47,20,105
1/8/12,Desmodus rotundus,7,16,veronica,flapper,8,2,1,40
1/8/12,Desmodus rotundus,7,16,veronica,flapper,8,2,46,57
1/8/12,Desmodus rotundus,7,16,veronica,flapper,8,8,0,351
1/8/12,Desmodus rotundus,7,16,veronica,flapper,8,14,12,117
1/8/12,Desmodus rotundus,7,16,veronica,mina,8,26,20,363
1/8/12,Desmodus rotundus,7,16,veronica,mina,8,36,50,64
1/8/12,Desmodus rotundus,7,16,veronica,dot,8,41,12,110
1/8/12,Desmodus rotundus,7,16,veronica,lucy,8,51,2,137
1/8/12,Desmodus rotundus,7,16,veronica,mina,9,4,16,141
1/8/12,Desmodus rotundus,7,16,veronica,bella,9,10,50,122
1/8/12,Desmodus rotundus,7,16,veronica,dot,7,27,15,94
1/8/12,Desmodus rotundus,7,16,veronica,mina,7,26,10,23
1/8/12,Desmodus rotundus,7,16,veronica,mina,7,18,6,329
1/8/12,Desmodus rotundus,7,16,veronica,dot,7,29,44,83
1/9/12,Desmodus rotundus,7,16,lucy,bella,7,28,38,144
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,31,8,71
1/9/12,Desmodus rotundus,7,16,lucy,mya,7,32,23,74
1/9/12,Desmodus rotundus,7,16,lucy,mya,7,33,53,55
1/9/12,Desmodus rotundus,7,16,lucy,mya,7,35,3,183
1/9/12,Desmodus rotundus,7,16,lucy,mya,7,39,8,17
1/9/12,Desmodus rotundus,7,16,lucy,mya,7,41,26,263
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,45,53,310
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,51,10,33
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,53,12,69
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,54,50,294
1/9/12,Desmodus rotundus,7,16,lucy,mya,8,0,20,164
1/9/12,Desmodus rotundus,7,16,lucy,mya,8,3,16,295
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,17,51,15
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,18,33,24
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,19,29,9
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,19,49,133
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,22,58,11
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,23,32,5
1/9/12,Desmodus rotundus,7,16,lucy,dot,8,29,43,220
1/9/12,Desmodus rotundus,7,16,lucy,countess,8,43,41,47
1/9/12,Desmodus rotundus,7,16,lucy,mina,8,45,16,293
1/9/12,Desmodus rotundus,7,16,lucy,mya,9,3,3,122
1/9/12,Desmodus rotundus,7,16,lucy,veronica,7,23,37,66
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,18,3,199
1/9/12,Desmodus rotundus,7,16,lucy,mina,7,16,59,37
1/9/12,Desmodus rotundus,7,16,lucy,dot,7,25,2,72
1/12/12,Desmodus rotundus,7,46,countess,mina,8,15,47,17
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,17,24,69
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,18,43,53
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,20,12,62
1/12/12,Desmodus rotundus,7,46,countess,flapper,8,21,45,69
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,22,58,73
1/12/12,Desmodus rotundus,7,46,countess,flapper,8,24,21,50
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,25,16,44
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,26,17,11
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,26,37,42
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,27,36,78
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,29,19,10
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,29,33,66
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,31,17,58
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,32,23,108
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,43,19,10
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,36,29,31
1/12/12,Desmodus rotundus,7,46,countess,lucy,8,45,46,25
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,46,58,126
1/12/12,Desmodus rotundus,7,46,countess,mina,8,52,23,293
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,57,49,104
1/12/12,Desmodus rotundus,7,46,countess,mina,8,59,45,77
1/12/12,Desmodus rotundus,7,46,countess,mina,9,1,14,14
1/12/12,Desmodus rotundus,7,46,countess,dot,9,2,44,113
1/12/12,Desmodus rotundus,7,46,countess,thecount,9,11,30,11
1/12/12,Desmodus rotundus,7,46,countess,thecount,9,11,47,44
1/12/12,Desmodus rotundus,7,46,countess,veronica,9,22,56,35
1/12/12,Desmodus rotundus,7,46,countess,dot,9,34,11,49
1/12/12,Desmodus rotundus,7,46,countess,flapper,9,35,3,84
1/12/12,Desmodus rotundus,7,46,countess,veronica,8,8,39,79
1/12/12,Desmodus rotundus,7,46,countess,lucy,8,7,4,78
1/12/12,Desmodus rotundus,7,46,countess,lucy,8,6,45,8
1/12/12,Desmodus rotundus,7,46,countess,thecount,8,11,29,114
1/13/12,Desmodus rotundus,6,43,dot,bella,7,7,3,116
1/13/12,Desmodus rotundus,6,43,dot,bella,7,12,4,10
1/13/12,Desmodus rotundus,6,43,dot,bella,7,25,3,42
1/13/12,Desmodus rotundus,6,43,dot,bella,7,30,4,21
1/13/12,Desmodus rotundus,6,43,dot,bella,7,34,43,35
1/13/12,Desmodus rotundus,6,43,dot,bella,7,49,33,51
1/13/12,Desmodus rotundus,6,43,dot,bella,7,56,35,79
1/13/12,Desmodus rotundus,6,43,dot,bella,8,6,16,105
1/13/12,Desmodus rotundus,6,43,dot,bella,8,14,12,33
1/13/12,Desmodus rotundus,6,43,dot,bella,8,17,49,20
1/13/12,Desmodus rotundus,6,43,dot,bella,8,25,14,60
1/13/12,Desmodus rotundus,6,43,dot,bella,8,29,46,25
1/13/12,Desmodus rotundus,6,43,dot,bella,8,35,30,69
1/13/12,Desmodus rotundus,6,43,dot,bella,6,57,24,50
1/13/12,Desmodus rotundus,6,43,dot,bella,6,51,39,150
1/13/12,Desmodus rotundus,6,43,dot,bella,6,46,40,98
1/13/12,Desmodus rotundus,6,43,dot,bella,6,59,55,144
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,26,32,151
