	Location	Ant_ID	Ant_ID_(partner)	start_time	end_time	duration
0	1	532	428	6	18	12
1	1	594	533	25	32	7
2	1	67	818	88	146	58
3	1	532	428	161	237	76
4	1	428	533	200	267	67
5	1	532	533	200	237	37
6	1	532	630	345	566	221
7	1	532	630	645	724	79
8	1	594	657	921	963	42
9	1	657	269	951	964	13
10	1	594	269	951	964	13
11	1	269	594	966	988	22
12	1	657	269	1007	1064	57
13	1	657	269	1066	1387	321
14	1	699	18	1223	1247	24
15	1	630	797	1271	1316	45
16	1	128	72	1337	1347	10
17	1	428	262	1351	1366	15
18	1	797	295	1416	1427	11
19	1	533	657	1463	1474	11
20	1	133	797	1465	1560	95
21	1	143	267	1518	1533	15
22	1	18	72	1531	1570	39
23	1	166	174	1565	1579	14
24	1	797	133	1580	1668	88
25	1	594	133	1596	1599	3
26	1	594	797	1596	1599	3
27	1	594	561	1617	1657	40
28	1	15	532	1622	1719	97
29	1	269	790	1643	2104	461
30	1	166	174	1651	1840	189
31	1	43	18	1659	1789	130
32	1	532	15	1757	1878	121
33	1	630	797	1771	1825	54
34	1	295	33	1805	1834	29
35	1	166	174	1847	1883	36
36	1	33	756	1905	1913	8
37	1	756	295	1930	1945	15
38	1	18	Queen	1957	1960	3
39	1	15	637	1976	1980	4
40	1	637	15	1988	1996	8
41	1	166	797	2026	2038	12
42	1	594	561	2026	2227	201
43	1	133	324	2042	2099	57
44	1	637	166	2060	2189	129
45	1	133	324	2119	2127	8
46	1	269	790	2124	2221	97
47	1	133	324	2141	2269	128
48	1	269	790	2224	2231	7
49	1	594	166	2390	2398	8
50	1	269	699	2393	2440	47
51	1	790	637	2470	2488	18
52	1	790	637	2490	2568	78
53	1	790	637	2575	2594	19
54	1	269	657	2669	2677	8
55	1	67	630	2684	2708	24
56	1	67	630	2714	2761	47
57	1	295	637	2734	2743	9
58	1	67	533	2749	2756	7
59	1	630	533	2749	2756	7
60	1	790	797	2758	2896	138
61	1	67	630	2770	2779	9
62	1	428	532	2773	3171	398
63	1	269	630	2848	2999	151
64	1	797	594	2958	2961	3
65	1	269	630	3006	3054	48
66	1	269	630	3060	3083	23
67	1	269	67	3066	3070	4
68	1	630	67	3066	3070	4
69	1	269	630	3094	3180	86
70	1	797	594	3154	3156	2
71	1	630	67	3318	3397	79
72	1	15	790	3324	3334	10
73	1	630	67	3427	3445	18
74	1	269	630	3603	3607	4
75	1	630	269	3618	3624	6
76	1	Queen	72	4388	4427	39
77	1	797	594	4420	4428	8
78	1	797	657	4496	4518	22
79	1	571	33	4527	4539	12
80	1	571	797	4540	4587	47
81	1	571	797	4592	4684	92
82	1	539	637	4622	4633	11
83	1	539	637	4639	4641	2
84	1	637	539	4646	4665	19
85	1	539	637	4688	4726	38
86	1	67	33	4714	4717	3
87	1	571	797	4726	4737	11
88	1	269	637	4743	4752	9
89	1	571	36	4748	4779	31
90	1	36	797	4761	4771	10
91	1	571	797	4761	4771	10
92	1	36	571	4791	4801	10
93	1	269	539	4802	4812	10
94	1	539	269	4826	4851	25
95	1	657	539	4910	4923	13
96	1	539	797	4927	5065	138
97	1	633	594	4929	4939	10
98	1	166	637	4988	5006	18
99	1	166	532	5033	5046	13
100	1	637	269	5033	5042	9
101	1	269	633	5116	5136	20
102	1	657	166	5138	5141	3
103	1	67	539	5141	5184	43
104	1	166	657	5148	5166	18
105	1	33	797	5333	5367	34
106	1	295	72	6374	6382	8
107	1	331	353	6383	6474	91
108	1	699	199	6417	6452	35
109	1	Queen	195	6418	6439	21
110	1	195	295	6497	6586	89
111	1	43	199	6530	6539	9
112	1	637	174	6594	6619	25
113	1	448	353	6637	6722	85
114	1	561	77	6650	6719	69
115	1	428	199	6655	6736	81
116	1	262	Queen	6656	6672	16
117	1	76	199	6674	6692	18
118	1	428	76	6674	6692	18
119	1	324	174	6684	6764	80
120	1	428	76	6706	6734	28
121	1	76	199	6706	6734	28
122	1	448	353	6724	6726	2
123	1	76	199	6737	6817	80
124	1	598	43	6786	6830	44
125	1	33	161	6844	7057	213
126	1	262	353	6869	6882	13
127	1	194	291	6870	6878	8
128	1	1	819	6872	7105	233
129	1	598	43	6877	7143	266
130	1	797	76	6880	6901	21
131	1	539	199	6888	6920	32
132	1	797	76	6906	6916	10
133	1	76	797	6919	6997	78
134	1	262	600	6923	6945	22
135	1	428	637	6926	6937	11
136	1	36	199	6930	6944	14
137	1	166	46	6953	6967	14
138	1	199	797	7007	7184	177
139	1	331	15	7057	7094	37
140	1	33	161	7087	7115	28
