	Location	Ant_ID	Ant_ID_(partner)	start_time	end_time	duration
0	1	539	453	0	2	2
1	4	758	688	0	45	45
2	1	539	598	39	82	43
3	1	539	459	193	196	3
4	1	539	449	248	253	5
5	4	797	429	279	286	7
6	2	564	788	353	358	5
7	2	539	632	460	498	38
8	4	797	424	489	704	215
9	2	539	632	510	550	40
10	4	819	788	576	589	13
11	4	32	788	656	671	15
12	4	688	763	737	785	48
13	4	429	699	755	763	8
14	2	632	47	856	932	76
15	4	458	539	891	897	6
16	4	539	429	912	916	4
17	4	429	458	934	938	4
18	4	627	539	956	968	12
19	4	424	797	961	1148	187
20	4	763	632	972	1006	34
21	1	453	47	1015	1130	115
22	4	763	632	1016	1036	20
23	1	72	459	1041	1227	186
24	4	763	539	1076	1126	50
25	4	632	688	1108	1110	2
26	4	698	632	1128	1242	114
27	4	788	539	1139	1141	2
28	4	763	788	1159	1167	8
29	4	32	763	1178	1207	29
30	4	754	758	1212	1242	30
31	4	763	539	1219	1224	5
32	4	758	632	1268	1270	2
33	4	698	632	1284	1315	31
34	4	539	763	1293	1295	2
35	1	529	108	1308	1319	11
36	1	425	495	1312	1319	7
37	1	823	630	1317	1331	14
38	1	598	631	1320	1322	2
39	4	632	32	1333	1355	22
40	1	795	560	1354	1374	20
41	4	418	424	1355	1380	25
42	1	636	11	1371	1466	95
43	1	453	630	1374	1389	15
44	2	631	788	1386	1409	23
45	4	424	422	1408	1421	13
46	1	728	108	1423	1446	23
47	4	632	542	1449	1502	53
48	1	397	423	1451	1756	305
49	1	636	11	1473	1476	3
50	3	491	763	1476	1479	3
51	1	539	560	1493	1536	43
52	1	4	495	1498	1532	34
53	1	598	788	1503	1524	21
54	1	14	605	1506	1518	12
55	4	819	491	1514	1525	11
56	1	532	666	1550	1571	21
57	1	539	560	1557	1568	11
58	4	631	632	1567	1632	65
59	1	11	449	1597	1602	5
60	1	795	36	1606	1629	23
61	1	630	453	1641	1646	5
62	1	630	11	1655	1664	9
63	1	428	4	1679	1685	6
64	1	11	630	1693	1716	23
65	1	4	453	1700	1703	3
66	1	666	532	1703	1841	138
67	2	688	788	1704	1809	105
68	4	819	632	1740	1777	37
69	1	11	4	1762	1774	12
70	1	397	423	1771	1892	121
71	1	449	636	1807	1949	142
72	4	632	631	1815	1857	42
73	1	495	630	1819	1826	7
74	1	539	11	1827	1830	3
75	1	14	630	1830	1844	14
76	1	36	598	1831	1867	36
77	4	657	424	1841	1843	2
78	4	657	424	1844	1847	3
79	1	14	539	1851	1970	119
80	1	823	788	1883	1893	10
81	4	632	491	1885	1887	2
82	4	632	424	1898	1910	12
83	1	397	11	1902	1929	27
84	4	422	72	1906	1922	16
85	4	424	763	1943	1947	4
86	1	532	666	1954	2132	178
87	4	424	631	1991	1994	3
88	4	632	72	1995	2010	15
89	4	819	424	2030	2087	57
90	4	542	422	2033	2049	16
91	4	722	72	2037	2043	6
92	4	754	418	2041	2058	17
93	1	108	728	2078	2112	34
94	4	793	657	2086	2090	4
95	4	722	754	2090	2104	14
96	4	72	722	2121	2125	4
97	1	630	4	2139	2160	21
98	1	560	449	2146	2148	2
99	1	14	560	2152	2157	5
100	4	788	491	2153	2166	13
101	1	108	397	2161	2170	9
102	4	542	722	2163	2166	3
103	4	424	788	2170	2233	63
104	1	14	449	2177	2197	20
105	1	397	108	2177	2225	48
106	1	823	36	2220	2225	5
107	1	11	823	2230	2412	182
108	1	47	397	2262	2273	11
109	1	36	449	2275	2291	16
110	4	632	819	2285	2338	53
111	4	429	671	2286	2307	21
112	4	763	631	2292	2311	19
113	4	418	722	2296	2302	6
114	4	418	722	2305	2307	2
115	4	722	4	2314	2339	25
116	4	788	631	2322	2406	84
117	4	763	424	2322	2338	16
118	4	418	722	2354	2359	5
119	4	72	819	2362	2364	2
120	4	429	671	2389	2391	2
121	4	788	763	2422	2432	10
122	4	4	722	2426	2430	4
123	4	429	632	2440	2448	8
124	4	429	632	2455	2482	27
125	4	4	657	2475	2571	96
126	4	424	788	2487	2495	8
127	4	631	763	2517	2529	12
128	1	636	11	2532	2538	6
129	4	632	722	2533	2561	28
130	4	788	4	2629	2644	15
131	4	627	822	2661	2670	9
132	4	4	788	2743	2750	7
133	4	424	763	2812	2815	3
134	4	819	424	2841	2875	34
135	4	788	722	2857	2868	11
136	4	4	491	2857	2862	5
137	4	788	632	2879	2894	15
138	4	788	632	2910	2918	8
139	4	788	631	2939	2995	56
140	4	754	4	2960	2965	5
141	4	754	788	3012	3025	13
142	4	788	797	3080	3089	9
143	4	788	797	3102	3105	3
144	1	560	11	3167	3194	27
145	1	14	539	3168	3308	140
146	4	671	657	3171	3191	20
147	4	822	788	3212	3368	156
148	1	36	448	3221	3248	27
149	1	36	448	3249	3282	33
150	4	797	822	3264	3351	87
151	4	788	797	3264	3351	87
152	1	636	560	3347	3360	13
153	1	11	539	3393	3407	14
154	4	788	797	3402	3425	23
155	1	4	823	3435	3458	23
156	4	822	754	3442	3713	271
157	4	797	788	3446	3455	9
158	4	788	797	3468	3482	14
159	1	823	4	3473	3479	6
160	4	797	788	3488	3504	16
161	1	539	448	3500	3509	9
162	4	632	788	3506	3512	6
163	1	636	495	3510	3632	122
164	1	4	448	3583	3619	36
165	4	429	722	3591	3603	12
166	1	14	560	3619	3627	8
167	4	418	598	3620	3681	61
168	4	788	819	3621	3714	93
169	2	630	539	3634	3643	9
170	4	657	429	3637	3644	7
171	1	560	14	3637	3639	2
172	1	560	14	3644	3649	5
173	4	429	657	3656	3712	56
174	2	630	539	3718	3722	4
175	4	819	788	3738	3838	100
176	4	797	822	3762	3773	11
177	4	481	539	3791	3804	13
178	4	481	788	3829	3838	9
179	4	481	819	3829	3844	15
180	4	491	819	3933	3937	4
181	4	462	598	3955	3962	7
182	4	819	491	3958	4018	60
183	4	424	763	3967	3979	12
184	4	793	822	4004	4029	25
185	4	758	763	4021	4027	6
186	4	32	797	4042	4092	50
187	4	758	763	4073	4077	4
188	4	462	726	4107	4130	23
189	4	631	32	4126	4138	12
190	4	632	754	4130	4136	6
191	4	491	788	4136	4143	7
192	4	462	726	4152	4176	24
193	4	754	793	4177	4182	5
194	4	788	819	4179	4244	65
195	4	631	726	4201	4459	258
196	4	754	793	4206	4211	5
197	4	32	491	4241	4243	2
198	4	32	491	4247	4251	4
199	4	32	788	4275	4288	13
200	4	422	788	4299	4330	31
201	4	788	422	4452	4473	21
202	4	32	788	4502	4537	35
203	4	422	788	4550	4694	144
204	1	560	14	4554	4561	7
205	1	449	560	4600	4614	14
206	1	560	32	4639	4647	8
207	1	823	630	4654	4664	10
208	1	449	560	4663	4752	89
209	4	793	797	4667	4716	49
210	1	448	32	4693	4696	3
211	1	32	448	4700	4715	15
212	4	788	422	4704	4713	9
213	4	788	422	4718	4724	6
214	4	754	539	4751	4760	9
215	4	424	788	4775	4782	7
216	4	788	424	4786	4792	6
217	1	32	666	4790	4905	115
218	4	788	819	4798	4826	28
219	4	819	788	4843	4848	5
220	4	788	424	4866	4874	8
221	4	539	627	4891	4895	4
222	4	539	632	4913	4923	10
223	4	758	788	4948	4988	40
224	1	397	Queen	5010	5015	5
225	4	758	797	5030	5032	2
226	4	424	788	5039	5048	9
227	4	491	797	5040	5045	5
228	4	758	797	5045	5226	181
229	1	32	666	5081	5124	43
230	4	632	539	5089	5109	20
231	2	422	788	5103	5106	3
232	1	666	32	5125	5129	4
233	4	819	788	5169	5181	12
234	4	4	788	5185	5197	12
235	1	32	666	5204	5267	63
236	4	424	788	5244	5247	3
237	4	788	797	5269	5279	10
238	4	632	758	5277	5307	30
239	4	424	754	5367	5374	7
240	4	671	758	5409	5417	8
241	1	32	666	5426	5486	60
242	4	424	688	5427	5459	32
243	4	726	758	5449	5452	3
244	4	819	598	5464	5512	48
245	4	462	758	5469	5492	23
246	4	598	819	5528	5541	13
247	4	631	688	5550	5555	5
248	1	448	754	5565	5577	12
249	3	797	788	5566	5577	11
250	1	823	630	5584	5593	9
251	4	754	797	5617	5658	41
252	4	424	788	5627	5640	13
253	4	598	819	5645	5655	10
254	4	797	788	5659	5679	20
255	4	819	754	5678	5694	16
256	4	788	418	5692	5712	20
257	4	819	754	5711	5740	29
258	4	754	418	5762	5798	36
259	4	822	418	5798	5801	3
260	4	754	822	5806	5856	50
261	4	418	797	5827	5850	23
262	4	788	491	5851	5855	4
263	4	788	754	5886	5929	43
264	4	598	819	5936	5949	13
265	4	429	754	5961	5974	13
266	4	418	819	5971	5973	2
267	4	754	657	6018	6027	9
268	4	754	627	6036	6053	17
269	4	632	72	6068	6081	13
270	4	726	632	6109	6119	10
271	4	688	72	6118	6134	16
272	4	793	422	6142	6161	19
273	4	632	797	6167	6234	67
274	4	754	819	6184	6245	61
275	4	627	797	6253	6429	176
276	1	32	532	6275	6286	11
277	4	788	822	6278	6342	64
278	1	532	32	6315	6425	110
279	4	418	788	6364	6383	19
280	4	418	788	6395	6398	3
281	4	788	819	6420	6422	2
282	1	32	532	6449	6467	18
283	4	788	688	6452	6458	6
284	4	788	688	6461	6493	32
285	4	822	788	6526	6536	10
286	1	532	32	6591	6598	7
287	4	754	822	6620	6668	48
288	4	788	424	6623	6628	5
289	4	632	627	6669	6737	68
290	4	754	822	6671	6691	20
291	4	631	755	6795	6797	2
292	4	788	688	6839	6884	45
293	4	631	491	6865	6868	3
294	4	491	631	6872	6875	3
295	4	788	822	6902	6967	65
296	4	822	754	7159	7169	10
297	4	539	nan	7167	7183	16
298	1	788	630	7183	7198	15
299	1	788	823	7263	7271	8
300	1	788	449	7292	7294	2
301	4	631	822	7298	7301	3
302	1	788	823	7350	7361	11
303	1	575	788	7398	7414	16
304	4	727	631	7429	7491	62
305	1	32	560	7522	7532	10
306	1	459	788	7534	7546	12
307	1	47	532	7555	7575	20
308	1	32	459	7589	7598	9
309	1	449	32	7607	7615	8
310	1	4	108	7620	7677	57
311	1	32	575	7622	7633	11
312	1	788	823	7626	7631	5
313	1	575	449	7633	7643	10
314	1	788	823	7639	7645	6
315	1	32	788	7653	7664	11
316	1	449	788	7674	7695	21
317	1	4	108	7680	7703	23
318	1	108	4	7725	8262	537
319	1	575	560	7748	7763	15
320	1	32	560	7901	7933	32
321	1	32	788	8172	8177	5
322	1	4	108	8348	8354	6
323	1	4	108	8387	8456	69
324	1	4	108	8462	8470	8
325	1	575	823	8504	8516	12
326	1	560	486	8516	8563	47
327	1	575	823	8522	8530	8
328	1	108	538	8583	8590	7
329	1	575	32	8617	8667	50
330	4	788	424	8661	8668	7
331	1	448	32	8683	8813	130
332	4	788	424	8686	8691	5
333	1	459	449	8722	8727	5
334	4	822	788	8728	8734	6
335	4	424	822	8798	8900	102
336	1	575	32	8856	9056	200
337	4	822	424	8906	8913	7
338	4	671	632	8916	8984	68
339	1	32	448	9005	9024	19
340	1	448	575	9005	9024	19
341	4	671	632	9014	9028	14
342	1	575	448	9130	9146	16
343	1	32	449	9145	9199	54
344	4	822	819	9208	9210	2
345	1	32	449	9214	9257	43
346	4	429	699	9326	9334	8
347	1	449	32	9459	9549	90
348	4	754	632	9483	9493	10
349	4	797	726	9504	9518	14
350	1	532	108	9530	9564	34
351	1	425	Queen	9547	9558	11
352	1	575	449	9578	9610	32
353	4	758	632	9596	9600	4
354	1	532	108	9616	9621	5
355	1	4	47	9616	9627	11
356	1	765	32	9630	9678	48
357	4	429	699	9631	9645	14
358	1	448	397	9642	9647	5
359	1	397	448	9650	9653	3
360	1	Queen	425	9659	9662	3
361	1	4	463	9671	9680	9
362	4	726	754	9672	9682	10
363	4	631	819	9683	9685	2
