,ID1,ID2,Weight
0,Mot5,Mot8,24
1,Mot19,Mot5,15
2,Mot19,Mot8,15
3,Mot16,Mot5,18
4,Mot16,Mot8,18
5,Mot16,Mot19,13
6,Mot14,Mot5,10
7,Mot14,Mot8,10
8,Mot14,Mot19,6
9,Mot14,Mot16,10
10,Mot15,Mot5,11
11,Mot15,Mot8,11
12,Mot15,Mot19,9
13,Mot15,Mot16,11
14,Mot14,Mot15,7
15,Mot1,Mot5,4
16,Mot1,Mot8,4
17,Mot1,Mot19,4
18,Mot1,Mot16,4
19,Mot1,Mot14,4
20,Mot1,Mot15,4
21,Mot2,Mot5,6
22,Mot2,Mot8,6
23,Mot19,Mot2,6
24,Mot16,Mot2,6
25,Mot14,Mot2,3
26,Mot15,Mot2,6
27,Mot1,Mot2,3
28,Mot12,Mot5,5
29,Mot12,Mot8,5
30,Mot12,Mot19,4
31,Mot12,Mot16,5
32,Mot12,Mot14,3
33,Mot12,Mot15,5
34,Mot1,Mot12,2
35,Mot12,Mot2,4
36,M5F,Mot5,1
37,M5F,Mot8,1
38,M5F,Mot19,1
39,M5F,Mot16,1
40,M5F,Mot14,1
41,M5F,Mot15,1
42,M5F,Mot1,1
43,M5F,Mot2,1
44,M5F,Mot12,1
45,R11F,RF2,2
46,R11F,RF3,1
47,RF2,RF3,1
48,T6M,Tao12,6
49,Op33,She1,24
50,Op20,She1,22
51,Op20,Op33,22
52,She1,V11M,10
53,Op33,V11M,10
54,Op20,V11M,10
55,Op10,She1,18
56,Op10,Op33,25
57,Op10,Op20,18
58,Op10,V11M,9
59,P1,She1,8
60,Op33,P1,11
61,Op20,P1,8
62,P1,V11M,8
63,Op10,P1,11
64,Op6,She1,13
65,Op33,Op6,15
66,Op20,Op6,13
67,Op6,V11M,7
68,Op10,Op6,15
69,Op6,P1,9
70,Op16,She1,6
71,Op16,Op33,6
72,Op16,Op20,6
73,Op16,V11M,6
74,Op10,Op16,6
75,Op16,P1,6
76,Op16,Op6,6
77,Op41,She1,10
78,Op33,Op41,10
79,Op20,Op41,10
80,Op41,V11M,5
81,Op10,Op41,10
82,Op41,P1,5
83,Op41,Op6,10
84,Op16,Op41,5
85,She1,V21M,8
86,Op33,V21M,8
87,Op20,V21M,8
88,V11M,V21M,4
89,Op10,V21M,8
90,P1,V21M,4
91,Op6,V21M,8
92,Op16,V21M,4
93,Op41,V21M,8
94,She1,V22M,6
95,Op33,V22M,6
96,Op20,V22M,6
97,V11M,V22M,3
98,Op10,V22M,6
99,P1,V22M,3
100,Op6,V22M,6
101,Op16,V22M,3
102,Op41,V22M,6
103,V21M,V22M,6
104,Op19,She1,2
105,Op19,Op33,3
106,Op19,Op20,2
107,Op19,V11M,2
108,Op10,Op19,3
109,Op19,P1,3
110,Op19,Op6,3
111,Op16,Op19,2
112,Op19,Op41,2
113,Op19,V21M,2
114,Op19,V22M,2
115,Op24,She1,3
116,Op24,Op33,3
117,Op20,Op24,3
118,Op24,V11M,1
119,Op10,Op24,3
120,Op24,P1,1
121,Op24,Op6,3
122,Op16,Op24,1
123,Op24,Op41,3
124,Op24,V21M,3
125,Op24,V22M,3
126,Op19,Op24,1
127,P1,PT1,10
