ID1,ID2,Weight
nbb,ngr,1
nbb,bnn,1
nbb,ngn,3
ngr,nbb,3
ngr,nrn,2
ngr,bnr,1
ngr,ngn,3
ngr,gnr,2
ngr,ngg,1
ngr,nrg,2
nng,nbb,13
nng,nnb,1
nng,bnn,1
nng,nrn,1
nng,nbr,1
nng,ngb,2
nng,ngr,5
nng,bnr,1
nng,ngn,2
nng,nrr,4
nng,gnr,1
nng,ngg,2
nng,gnn,8
nng,nrg,1
nng,gnb,4
nng,rnr,1
nnr,gnr,1
nnr,ngn,5
nnr,nrn,4
rnr,nbb,1
rnr,nnb,2
rnr,bnn,2
rnr,nrn,1
rnr,bnr,3
rnr,ngn,1
rnr,ngg,1
rnr,nnr,2
bnn,nbb,5
bnn,nnb,2
bnn,ngn,1
bnn,gnr,2
bnn,nrg,3
bnn,nnr,3
nrn,nbn,4
nrn,nbb,5
nrn,bnr,11
nrn,bnn,6
nbn,nbb,1
nbn,nnb,1
nbn,ngn,1
bnr,nnb,1
bnr,nnr,2
bnr,nbn,6
bnr,nrg,1
bnr,gnb,1
ngn,bnr,2
ngn,bnn,2
ngg,nbb,7
ngg,bnn,2
ngg,ngb,4
ngg,ngr,5
ngg,bnr,2
ngg,gnr,1
ngg,nrg,2
gnn,nbb,7
gnn,nnb,3
gnn,nrn,4
gnn,nbn,1
gnn,ngb,7
gnn,ngr,3
gnn,bnr,3
gnn,ngn,1
gnn,gnr,1
gnn,nrg,1
gnn,ngg,3
gnn,nnr,3
gnn,nrr,9
gnn,rnr,4
nrr,nnb,4
nrr,nrn,7
nrr,nbn,1
nrr,ngb,6
nrr,ngr,11
nrr,bnr,3
nrr,ngn,3
nrr,gnr,3
nrr,nrg,3
nrr,rnr,12
nbr,nbb,2
nbr,nnb,6
nbr,bnn,2
nbr,nrn,2
nbr,nbn,1
nbr,ngr,3
nbr,nrr,5
nbr,ngn,1
nbr,gnr,1
nbr,nrg,5
nbr,ngg,1
nbr,gnn,9
nbr,nnr,7
nbr,gnb,10
nbr,rnr,1
ngb,nbb,4
ngb,nnb,1
ngb,bnn,4
ngb,nrn,3
ngb,bnr,3
ngb,ngn,5
ngb,nrg,1
ngb,nnr,2
nrg,nbn,1
nrg,ngn,6
nrg,nrn,8
gnb,nbb,1
gnb,nnb,1
gnb,bnn,3
gnb,nrn,2
gnb,nbn,3
gnb,ngb,11
gnb,ngr,11
gnb,bnr,1
gnb,nrg,4
gnb,ngg,4
gnb,nnr,1
gnb,nrr,4
gnb,rnr,8
nnb,nbb,3
nnb,nrn,4
nnb,nbn,2
nnb,nbr,1
nnb,ngn,1
nnb,nrr,1
gnr,nbb,5
