ID1,ID2,Weight
grb,rbr,2
grb,bbb,3
grb,grr,1
grb,grg,3
grb,rgn,2
grb,ggg,3
bgn,bbb,1
bgn,oon,4
bgn,bng,1
bgn,bgr,1
bgn,nrb,2
bgn,gbb,1
bgn,ggg,2
bgr,rbr,3
bgr,bbb,6
bgr,oon,2
bgr,brr,2
bgr,rng,1
bgr,rrr,1
bgr,rgn,1
rnb,oon,2
rnb,rgn,1
rnb,bgr,1
rnb,gpn,3
rnb,rng,2
rrr,bbb,1
rrr,oon,1
rrr,bng,3
rrr,bgr,1
rrr,nrb,2
rrr,gbb,2
rrr,grr,1
rrr,rng,2
rrr,ggg,1
brn,rbr,1
brn,oon,1
brn,brr,2
brn,bgr,1
brn,nbg,6
brn,gbb,1
brn,rng,1
brn,rrr,1
brn,grr,1
brn,grg,2
brn,rgn,1
brn,ggg,1
ggg,oon,1
ggg,nrb,1
ggg,rnb,1
ggg,grr,1
ggg,gpn,1
ggg,grg,4
ggg,rng,2
bbb,grb,3
bbb,bgr,1
bbb,rnb,1
bbb,grr,2
bbb,gpn,1
bbb,grg,2
bbb,rng,1
nrb,bbb,1
nrb,grb,1
nrb,oon,2
nrb,bng,1
nrb,bgr,1
nrb,rnb,1
nrb,grr,1
nrb,grg,1
nrb,rng,1
nrb,ggg,4
rng,rbr,1
rng,rgn,2
grg,grr,1
grg,rng,1
grg,rnb,1
rbr,gpn,2
rbr,rgn,2
rbr,ggg,1
oon,rbr,1
oon,grb,3
oon,nbg,1
oon,rnb,1
oon,grr,4
oon,grg,3
oon,rng,1
oon,ggg,5
brr,bbb,1
brr,oon,1
brr,grb,1
brr,rng,5
brr,grg,2
brr,rgn,1
brr,ggg,1
bng,bbb,1
bng,grb,1
bng,oon,2
bng,bgr,1
bng,nrb,1
bng,rnb,3
bng,grr,5
bng,grg,5
bng,ggg,3
nbg,rbr,2
nbg,bbb,3
nbg,grb,1
nbg,bgn,1
nbg,brr,2
nbg,oon,10
nbg,bng,2
nbg,bgr,6
nbg,nrb,13
nbg,gbb,1
nbg,rrr,2
nbg,grr,2
nbg,grg,2
nbg,rng,3
nbg,ggg,1
gbb,grb,2
gbb,oon,1
gbb,brr,2
gbb,nrb,4
gbb,rnb,5
gbb,rng,3
gbb,grr,2
gbb,grg,3
gbb,rgn,3
gbb,ggg,3
grr,rnb,1
grr,gpn,1
grr,rng,1
ryn,bbb,1
ryn,oon,1
ryn,brr,2
ryn,bng,2
ryn,bgr,5
ryn,nbg,10
ryn,nrb,2
ryn,gbb,1
ryn,brn,1
