ID1,ID2,Weight
brn,rnb,1
brn,gbb,3
brn,nbg,5
brn,rng,2
brn,ggg,3
brn,grb,1
brn,bgr,5
oon,grg,4
oon,rng,1
oon,rgn,2
oon,ggg,3
oon,rbr,1
oon,grb,5
oon,grr,2
rnb,grb,1
rnb,oon,1
rnb,rng,2
rnb,rgn,2
brr,rnb,3
brr,grg,3
brr,rng,1
brr,rgn,2
brr,ggg,1
brr,grb,1
brr,grr,2
bbb,grb,2
bbb,ggg,1
bbb,grg,2
bbb,rnb,1
bbb,rbr,1
gbb,oon,3
gbb,rnb,1
gbb,brr,1
gbb,grg,3
gbb,rgn,2
gbb,ggg,2
gbb,nrb,2
gbb,rbr,2
gbb,bgn,1
gbb,grr,3
gbb,gpn,2
nbg,oon,1
nbg,brr,2
nbg,bbb,2
nbg,gbb,1
nbg,rng,1
nbg,nrb,1
nbg,rbr,1
nbg,grb,2
nbg,bgn,2
nbg,bng,1
nbg,rrr,1
rng,grg,1
rng,rbr,1
rng,bbb,2
rng,rgn,1
ggg,grr,1
ggg,gpn,1
ggg,grg,3
ggg,oon,1
ggg,rgn,1
nrb,oon,4
nrb,bbb,2
nrb,grg,1
nrb,rng,1
nrb,ggg,1
nrb,rbr,1
nrb,grb,1
nrb,bng,1
rbr,ggg,1
rbr,rnb,1
rbr,rng,1
rbr,rgn,1
grb,oon,1
grb,bbb,3
grb,gbb,1
grb,grg,2
grb,ggg,1
grb,rbr,2
bgn,oon,1
bgn,bbb,1
bgn,grg,1
bgn,rbr,1
bgn,grr,1
bgn,gpn,1
bng,oon,1
bng,rnb,1
bng,brr,2
bng,bbb,1
bng,grg,4
bng,rng,2
bng,nrb,1
bng,rbr,2
bng,grr,3
bng,gpn,1
ryn,gbb,1
ryn,grb,1
ryn,nbg,18
ryn,bgr,18
bgr,brr,2
bgr,bbb,2
bgr,gbb,2
bgr,ggg,1
bgr,grb,1
bgr,bgn,1
rrr,oon,2
rrr,brr,1
rrr,bbb,1
rrr,grg,1
rrr,rng,1
rrr,ggg,1
rrr,nrb,1
rrr,rbr,1
rrr,grb,2
rrr,bng,1
