ID1,ID2,Weight
nbb,gnn,1
ngr,nnb,1
ngr,bnr,1
ngr,bnn,1
nng,nbb,10
nng,bnn,2
nng,nbn,1
nng,ngb,1
nng,bnr,2
nng,ngn,1
nng,gnr,1
nng,ngg,3
nng,gnn,2
nng,nrr,8
nng,rnr,1
nnr,nbn,1
nnr,gnr,2
nnr,nbb,2
nnr,nrn,2
rnr,nbb,1
rnr,nnb,1
rnr,nrn,1
rnr,bnr,3
rnr,ngn,1
rnr,gnr,1
rnr,nnr,1
bnn,nbb,1
bnn,nnb,1
bnn,nrg,1
bnn,nrr,1
nrn,nbb,2
nrn,nnb,1
nrn,bnn,3
nrn,nbn,4
nrn,bnr,5
nrn,gnr,2
nbn,nbb,5
bnr,nbn,1
bnr,nbb,2
bnr,nnb,1
ngn,nbn,1
ngn,nbb,1
ngn,bnr,1
ngg,nbb,3
ngg,ngb,1
ngg,ngr,1
ngg,gnr,1
ngg,nrg,3
gnn,nbb,1
gnn,nnb,1
gnn,bnn,2
gnn,nrn,1
gnn,nbn,1
gnn,ngb,4
gnn,ngr,2
gnn,nng,6
gnn,ngn,1
gnn,nrg,3
gnn,ngg,3
gnn,nnr,3
gnn,nrr,5
gnn,rnr,4
nrr,nbb,1
nrr,nnb,7
nrr,bnn,1
nrr,nrn,2
nrr,nbn,1
nrr,ngb,9
nrr,ngr,8
nrr,ngn,3
nrr,gnr,1
nrr,nrg,6
nrr,nnr,1
nrr,rnr,8
nbr,nbb,3
nbr,nnb,3
nbr,bnn,2
nbr,nrn,1
nbr,ngb,2
nbr,ngr,2
nbr,nng,1
nbr,bnr,1
nbr,ngn,1
nbr,nrr,11
nbr,nrg,3
nbr,ngg,4
nbr,gnn,3
nbr,nnr,2
nbr,gnb,8
nbr,rnr,1
ngb,nbn,1
ngb,nbb,1
ngb,ngn,2
ngb,nnr,1
gnb,nbb,2
gnb,nrn,5
gnb,ngb,2
gnb,ngr,7
gnb,nng,3
gnb,bnr,1
gnb,ngn,1
gnb,ngg,3
gnb,nrr,6
gnb,rnr,2
nnb,nbn,3
nnb,gnr,2
nnb,nbb,1
nnb,nrn,1
gnr,nbb,2
