,ID1,ID2,Weight
0,Op4,She5,15
1,She1,She5,22
2,Op4,She1,14
3,She5,V6M,13
4,Op4,V6M,13
5,She1,V6M,13
6,Op33,She5,19
7,Op33,Op4,12
8,Op33,She1,19
9,Op33,V6M,12
10,She5,V11M,11
11,Op4,V11M,11
12,She1,V11M,21
13,V11M,V6M,11
14,Op33,V11M,11
15,She5,She8,10
16,Op4,She8,10
17,She1,She8,10
18,She8,V6M,10
19,Op33,She8,10
20,She8,V11M,10
21,Op8,She5,9
22,Op4,Op8,9
23,Op8,She1,9
24,Op8,V6M,9
25,Op33,Op8,9
26,Op8,V11M,9
27,Op8,She8,9
28,She5,V12M,14
29,Op4,V12M,8
30,She1,V12M,21
31,V12M,V6M,8
32,Op33,V12M,14
33,V11M,V12M,15
34,She8,V12M,8
35,Op8,V12M,8
36,She3,She5,7
37,Op4,She3,7
38,She1,She3,7
39,She3,V6M,7
40,Op33,She3,7
41,She3,V11M,7
42,She3,She8,7
43,Op8,She3,7
44,She3,V12M,7
45,Op6,She5,11
46,Op4,Op6,6
47,Op6,She1,11
48,Op6,V6M,6
49,Op33,Op6,11
50,Op6,V11M,6
51,Op6,She8,6
52,Op6,Op8,6
53,Op6,V12M,11
54,Op6,She3,6
55,She5,Tet1,5
56,Op4,Tet1,5
57,She1,Tet1,5
58,Tet1,V6M,5
59,Op33,Tet1,5
60,Tet1,V11M,5
61,She8,Tet1,5
62,Op8,Tet1,5
63,Tet1,V12M,5
64,She3,Tet1,5
65,Op6,Tet1,5
66,Mot8,She5,4
67,Mot8,Op4,4
68,Mot8,She1,4
69,Mot8,V6M,4
70,Mot8,Op33,4
71,Mot8,V11M,4
72,Mot8,She8,4
73,Mot8,Op8,4
74,Mot8,V12M,4
75,Mot8,She3,4
76,Mot8,Op6,4
77,Mot8,Tet1,13
78,Op7,She5,7
79,Op4,Op7,3
80,Op7,She1,11
81,Op7,V6M,3
82,Op33,Op7,7
83,Op7,V11M,7
84,Op7,She8,3
85,Op7,Op8,3
86,Op7,V12M,13
87,Op7,She3,3
88,Op6,Op7,7
89,Op7,Tet1,3
90,Mot8,Op7,3
91,Op27,She5,5
92,Op27,Op4,2
93,Op27,She1,7
94,Op27,V6M,2
95,Op27,Op33,5
96,Op27,V11M,4
97,Op27,She8,2
98,Op27,Op8,2
99,Op27,V12M,7
100,Op27,She3,2
101,Op27,Op6,5
102,Op27,Tet1,2
103,Mot8,Op27,2
104,Op27,Op7,7
105,Op24,She5,3
106,Op24,Op4,1
107,Op24,She1,4
108,Op24,V6M,1
109,Op24,Op33,3
110,Op24,V11M,2
111,Op24,She8,1
112,Op24,Op8,1
113,Op24,V12M,5
114,Op24,She3,1
115,Op24,Op6,3
116,Op24,Tet1,1
117,Mot8,Op24,1
118,Op24,Op7,5
119,Op24,Op27,4
120,R14M,Tao4,7
121,P1,R14M,6
122,P1,Tao4,6
123,R14M,Tao12,5
124,Tao12,Tao4,5
125,P1,Tao12,5
126,R14M,Tao7,4
127,Tao4,Tao7,4
128,P1,Tao7,4
129,Tao12,Tao7,4
130,R14M,Tao10,3
131,Tao10,Tao4,3
132,P1,Tao10,3
133,Tao10,Tao12,3
134,Tao10,Tao7,3
135,R14M,Tao15,2
136,Tao15,Tao4,2
137,P1,Tao15,2
138,Tao12,Tao15,2
139,Tao15,Tao7,2
140,Tao10,Tao15,2
141,R14M,Tao6,1
142,Tao4,Tao6,1
143,P1,Tao6,1
144,Tao12,Tao6,1
145,Tao6,Tao7,1
146,Tao10,Tao6,1
147,Tao15,Tao6,1
148,R6F,RF7,5
149,PT7,RF7,4
150,PT7,R6F,4
151,RF7,Tao19,3
152,R6F,Tao19,3
153,PT7,Tao19,3
154,RF7,T12F,2
155,R6F,T12F,2
156,PT7,T12F,2
157,T12F,Tao19,2
158,R21F,RF7,1
159,R21F,R6F,1
160,PT7,R21F,1
161,R21F,Tao19,1
162,R21F,T12F,1
163,Mot4,T20M,1
164,Mot18,R14M,11
165,Mot5,R14M,10
166,Mot18,Mot5,10
167,Mot19,R14M,9
168,Mot18,Mot19,9
169,Mot19,Mot5,9
170,Mot21,R14M,8
171,Mot18,Mot21,8
172,Mot21,Mot5,16
173,Mot19,Mot21,8
174,Mot20,R14M,7
175,Mot18,Mot20,7
176,Mot20,Mot5,7
177,Mot19,Mot20,7
178,Mot20,Mot21,7
179,Mot14,R14M,6
180,Mot14,Mot18,6
181,Mot14,Mot5,6
182,Mot14,Mot19,6
183,Mot14,Mot21,6
184,Mot14,Mot20,6
185,Mot13,R14M,5
186,Mot13,Mot18,5
187,Mot13,Mot5,10
188,Mot13,Mot19,5
189,Mot13,Mot21,10
190,Mot13,Mot20,5
191,Mot13,Mot14,5
192,Mot1,R14M,4
193,Mot1,Mot18,4
194,Mot1,Mot5,4
195,Mot1,Mot19,4
196,Mot1,Mot21,4
197,Mot1,Mot20,4
198,Mot1,Mot14,4
199,Mot1,Mot13,4
200,Mot12,R14M,3
201,Mot12,Mot18,3
202,Mot12,Mot5,6
203,Mot12,Mot19,3
204,Mot12,Mot21,6
205,Mot12,Mot20,3
206,Mot12,Mot14,3
207,Mot12,Mot13,6
208,Mot1,Mot12,3
209,R14M,Tao11,2
210,Mot18,Tao11,2
211,Mot5,Tao11,4
212,Mot19,Tao11,2
213,Mot21,Tao11,4
214,Mot20,Tao11,2
215,Mot14,Tao11,2
216,Mot13,Tao11,4
217,Mot1,Tao11,2
218,Mot12,Tao11,4
219,Mot6,R14M,1
220,Mot18,Mot6,1
221,Mot5,Mot6,2
222,Mot19,Mot6,1
223,Mot21,Mot6,2
224,Mot20,Mot6,1
225,Mot14,Mot6,1
226,Mot13,Mot6,2
227,Mot1,Mot6,1
