,ID1,ID2,Weight
206,Tao16,Tao3,4
207,Tao14,Tao16,4
208,Tao12,Tao16,4
209,Tao10,Tao16,4
210,Tao16,Tao2,4
211,Op8,Tao8,3
212,Tao5,Tao8,3
213,Tao3,Tao8,3
214,Tao14,Tao8,3
215,Tao12,Tao8,3
216,Tao10,Tao8,3
217,Tao2,Tao8,3
218,Tao16,Tao8,3
219,Op8,T20M,2
220,T20M,Tao5,2
221,T20M,Tao3,2
222,T20M,Tao14,2
223,T20M,Tao12,5
224,T20M,Tao10,5
225,T20M,Tao2,5
226,T20M,Tao16,2
227,T20M,Tao8,2
228,Op8,Tao6,1
229,Tao5,Tao6,1
230,Tao3,Tao6,1
231,Tao14,Tao6,1
232,Tao12,Tao6,1
233,Tao10,Tao6,1
234,Tao2,Tao6,1
235,Tao16,Tao6,1
236,Tao6,Tao8,1
237,T20M,Tao6,1
238,R6F,RF2,1
239,She1,She5,10
240,Op33,She1,9
241,Op31,She1,8
242,Op31,Op33,8
243,She5,She8,7
244,She1,She8,10
245,Op33,She8,7
246,Op31,She8,7
247,Op10,She1,6
248,Op10,Op31,6
249,Op10,She8,6
250,PT1,She1,5
251,Op31,PT1,5
252,PT1,She8,5
253,She1,V12M,4
254,Op33,V12M,4
255,She8,V12M,4
256,Op10,V12M,4
257,PT1,V12M,4
258,Op6,She1,3
259,Op31,Op6,3
260,Op6,She8,3
261,Op6,V12M,3
262,Op27,She1,4
263,Op27,Op31,2
264,Op27,She8,4
265,Op27,V12M,2
266,Op22,She1,1
267,Op22,Op31,1
268,Op22,She8,1
269,Op22,V12M,1
270,Tao15,Tao3,1
271,Tao10,Tao15,6
272,Tao15,Tao2,6
273,R14M,R6F,2
274,R14M,RF3,1
275,R6F,RF3,1
276,Mot11,Mot18,14
277,Mot18,Mot7,13
278,Mot11,Mot7,13
279,Mot18,Mot5,12
280,Mot11,Mot5,12
281,Mot5,Mot7,12
282,Mot18,Mot8,11
283,Mot11,Mot8,11
284,Mot7,Mot8,11
285,Mot5,Mot8,11
286,Mot18,Mot19,10
287,Mot11,Mot19,10
288,Mot19,Mot7,10
289,Mot19,Mot5,10
290,Mot19,Mot8,10
291,Mot18,Mot20,9
292,Mot11,Mot20,9
293,Mot20,Mot7,9
294,Mot20,Mot5,9
295,Mot20,Mot8,9
296,Mot19,Mot20,9
297,Mot17,Mot18,8
298,Mot11,Mot17,8
299,Mot17,Mot7,8
300,Mot17,Mot5,8
301,Mot17,Mot8,8
302,Mot17,Mot19,8
303,Mot17,Mot20,8
304,Mot13,Mot18,7
305,Mot11,Mot13,7
306,Mot13,Mot7,7
307,Mot13,Mot5,7
308,Mot13,Mot8,7
309,Mot13,Mot19,7
310,Mot13,Mot20,7
311,Mot13,Mot17,7
312,M12M,Mot18,6
313,M12M,Mot11,6
314,M12M,Mot7,6
315,M12M,Mot5,6
316,M12M,Mot8,6
317,M12M,Mot19,6
318,M12M,Mot20,6
319,M12M,Mot17,6
320,M12M,Mot13,6
321,Mot1,Mot18,5
322,Mot1,Mot11,5
323,Mot1,Mot7,5
324,Mot1,Mot5,5
325,Mot1,Mot8,5
326,Mot1,Mot19,5
327,Mot1,Mot20,5
328,Mot1,Mot17,5
329,Mot1,Mot13,5
330,M12M,Mot1,5
331,Mot18,Mot2,4
332,Mot11,Mot2,4
333,Mot2,Mot7,4
334,Mot2,Mot5,4
335,Mot2,Mot8,4
336,Mot19,Mot2,4
337,Mot2,Mot20,4
338,Mot17,Mot2,4
339,Mot13,Mot2,4
340,M12M,Mot2,4
341,Mot1,Mot2,4
342,Mot12,Mot18,3
343,Mot11,Mot12,3
344,Mot12,Mot7,3
345,Mot12,Mot5,3
346,Mot12,Mot8,3
347,Mot12,Mot19,3
348,Mot12,Mot20,3
349,Mot12,Mot17,3
350,Mot12,Mot13,3
351,M12M,Mot12,3
352,Mot1,Mot12,3
353,Mot12,Mot2,3
354,Mot18,Mot4,2
355,Mot11,Mot4,2
356,Mot4,Mot7,2
357,Mot4,Mot5,2
358,Mot4,Mot8,2
359,Mot19,Mot4,2
360,Mot20,Mot4,2
361,Mot17,Mot4,2
362,Mot13,Mot4,2
363,M12M,Mot4,2
364,Mot1,Mot4,2
365,Mot2,Mot4,2
366,Mot12,Mot4,2
367,Mot18,Mot24,1
368,Mot11,Mot24,1
369,Mot24,Mot7,1
370,Mot24,Mot5,1
371,Mot24,Mot8,1
372,Mot19,Mot24,1
373,Mot20,Mot24,1
374,Mot17,Mot24,1
375,Mot13,Mot24,1
376,M12M,Mot24,1
377,Mot1,Mot24,1
378,Mot2,Mot24,1
379,Mot12,Mot24,1
380,Mot24,Mot4,1
381,PT7,Tao12,8
382,PT7,Tao10,7
383,PT7,Tao2,6
384,PT7,Tao15,5
385,Tao12,Tao15,5
386,PT7,T18M,4
387,T18M,Tao12,4
388,T18M,Tao10,4
389,T18M,Tao2,4
390,T18M,Tao15,4
391,PT7,T20M,3
392,T20M,Tao15,3
393,T18M,T20M,3
394,PT7,Tao19,2
395,Tao12,Tao19,2
396,Tao10,Tao19,2
397,Tao19,Tao2,2
398,Tao15,Tao19,2
399,T18M,Tao19,2
400,T20M,Tao19,2
401,PT7,Tao9,1
402,Tao12,Tao9,1
403,Tao10,Tao9,1
404,Tao2,Tao9,1
405,Tao15,Tao9,1
406,T18M,Tao9,1
407,T20M,Tao9,1
408,Tao19,Tao9,1
409,Op4,She1,6
410,Op4,V19M,5
411,She1,V19M,5
412,Op4,Op9,4
413,Op9,She1,4
414,Op9,V19M,4
415,Op4,She8,3
416,She8,V19M,3
417,Op9,She8,3
418,Op27,Op4,2
419,Op27,V19M,2
420,Op27,Op9,2
421,Op17,Op4,1
422,Op17,She1,1
423,Op17,V19M,1
424,Op17,Op9,1
425,Op17,She8,1
426,Op17,Op27,1
