,ID1,ID2,Weight
231,Mot15,Mot16,5.0
232,M6F,Mot5,3.0
233,Op24,Op27,2.0
234,R6F,Tao17,5.0
235,T6M,Tao4,4.0
236,Op41,She8,10.0
237,She1,She9,8.0
238,PT7,Tao19,2.0
239,V19M,V6M,8.0
240,M5F,Mot16,6.0
241,Op5,Op8,5.0
242,Op8,Tao19,2.0
243,Op20,Op8,5.0
244,Mot17,Mot18,16.0
245,M6F,Mot2,6.0
246,Mot19,Mot5,18.0
247,Mot1,Mot18,14.0
248,Mot1,Mot15,4.0
249,PT1,V12M,5.0
250,Mot19,Mot2,8.0
251,T18M,Tao4,3.0
252,P1,PT1,23.0
253,Op31,Op7,2.0
254,R11F,R6F,7.0
255,Op16,P1,6.0
256,She8,Tao15,5.0
257,Mot14,Mot17,9.0
258,PT7,T12F,1.0
259,Op31,V22M,3.0
260,M6F,Mot8,6.0
261,Op4,She8,19.0
262,Op8,T12F,1.0
263,Op10,V19M,12.0
264,M11F,Tao12,6.0
265,R11F,Tao17,6.0
266,Op5,V11M,12.0
267,Op19,V21M,2.0
268,Op8,Tao4,17.0
269,Op6,Tao15,5.0
270,Op27,Op8,3.0
271,Op41,She5,7.0
272,Op10,Op33,48.0
273,She5,V6M,9.0
274,Op10,Op21,3.0
275,RF2,RF3,3.0
276,Op41,V6M,3.0
277,Op31,V6M,10.0
278,M6F,Mot4,6.0
279,Mot18,Mot2,12.0
280,Mot14,Mot19,6.0
281,PT1,T6F,2.0
282,Op41,V19M,3.0
283,Mot19,Mot8,18.0
284,T20M,T6F,2.0
285,She9,V6M,4.0
286,She1,She8,17.0
287,Op5,P1,11.0
288,M6F,Mot3,1.0
289,Mot14,Mot4,4.0
290,Op8,PT1,6.0
291,Op21,Op5,2.0
292,Mot1,Mot14,12.0
293,Tao8,V6M,4.0
294,T6F,Tao4,2.0
295,Op10,Op4,22.0
296,P1,V6M,5.0
297,Op24,She1,8.0
298,Op6,She5,6.0
299,Op16,V21M,4.0
300,Op4,Op7,2.0
301,Mot19,Mot20,9.0
302,Op41,V12M,3.0
303,Op20,V12M,9.0
304,Op21,She9,2.0
305,Op10,Op36,1.0
306,RF4,Tao19,1.0
307,RF2,Tao19,2.0
308,Op4,V19M,17.0
309,M5F,Mot18,5.0
310,T18M,Tao12,7.0
311,Mot4,Mot6,2.0
312,Mot4,Mot5,4.0
313,Op19,V22M,2.0
314,Tao25,Tao4,8.0
315,Op20,She1,32.0
316,Mot22,RF2,3.0
317,Op8,T18M,3.0
318,She1,V11M,43.0
319,Op8,V6M,6.0
320,Mot1,Mot19,10.0
321,T18M,Tao8,2.0
322,Op4,V22M,3.0
323,P1,V12M,4.0
324,R14M,Tao19,2.0
325,Op4,Tao15,5.0
326,Op21,Op7,3.0
327,Op4,V12M,4.0
328,Op16,Op24,1.0
329,T20M,T22M,1.0
330,Mot19,Mot24,1.0
331,She5,V11M,18.0
332,Op24,V22M,5.0
333,Op6,She8,6.0
334,Op21,V22M,1.0
335,T6F,Tao12,7.0
336,Mot15,Mot2,3.0
337,Op20,She5,21.0
338,Op31,V11M,10.0
339,Op33,V22M,9.0
340,T6F,Tao15,2.0
341,Mot1,Mot12,11.0
342,Mot1,Mot24,3.0
343,Op5,She8,20.0
344,Op24,Op36,1.0
345,M5F,Mot3,1.0
346,Tao4,Tao8,5.0
347,Op41,Tao8,3.0
348,T20M,Tao6,3.0
349,Tao10,Tao15,4.0
350,Op24,She5,7.0
351,She8,V21M,2.0
352,Op8,T6F,2.0
353,Op33,V19M,7.0
354,Op31,Op5,14.0
355,Op33,Op4,21.0
356,Mot22,R11F,3.0
357,She8,V11M,9.0
358,M5F,Mot24,2.0
359,Op27,Op4,3.0
360,R11F,R14M,15.0
361,Mot5,Tao11,2.0
362,Op24,V6M,3.0
363,T6M,Tao10,4.0
364,Mot17,Mot6,2.0
365,Mot8,Tao11,2.0
366,Op6,P1,19.0
367,P1,She1,19.0
368,Op4,She1,20.0
369,Op21,V11M,3.0
370,Op19,V11M,2.0
371,Op10,Op7,8.0
372,Op33,PT1,23.0
373,T22M,T6M,4.0
374,PT1,V6M,7.0
375,Mot17,Mot21,14.0
376,T22M,Tao4,6.0
377,T6F,Tao10,7.0
378,Op5,She5,26.0
379,Op21,Op24,3.0
380,Op21,Op33,2.0
381,Tao19,Tao4,2.0
382,Op6,PT1,6.0
383,Op36,PT1,1.0
384,R14M,R6F,7.0
385,Mot18,Mot24,3.0
386,Tao10,Tao12,20.0
387,Op10,V6M,8.0
388,Op16,She1,6.0
389,Op19,Op20,2.0
390,Op31,P1,16.0
391,Op21,She8,1.0
392,Op41,V21M,6.0
393,Op5,PT1,14.0
394,Mot12,Mot21,9.0
395,Mot17,Mot4,8.0
396,She3,V11M,5.0
397,M6F,Mot21,3.0
398,Op31,Tao8,4.0
399,Mot16,Mot20,8.0
400,PT1,Tao15,8.0
401,Op24,Op8,3.0
402,Op5,She3,5.0
403,Op10,She8,33.0
404,Op20,Op6,7.0
405,T18M,Tao10,7.0
406,Mot20,Mot24,1.0
407,M5F,Mot5,1.0
408,Mot1,Tao11,2.0
409,Op20,Op21,1.0
410,Op10,Tao15,5.0
411,T6F,Tao6,1.0
412,Op20,Op33,23.0
413,Op10,V12M,9.0
414,M6F,Mot16,6.0
415,Op7,V11M,9.0
416,P1,Tao12,6.0
417,T12F,Tao19,1.0
418,Op16,Op20,6.0
419,Op31,She5,22.0
420,She5,V19M,18.0
421,V12M,V19M,4.0
422,She1,V6M,9.0
423,T18M,T22M,3.0
424,Mot15,Mot8,5.0
425,R11F,Tao19,2.0
426,Op10,Op20,24.0
427,V11M,V6M,7.0
428,She5,She8,28.0
429,Op21,V6M,1.0
430,Mot16,Mot8,32.0
431,Op16,Op33,6.0
432,PT1,She1,7.0
433,Mot12,Tao11,2.0
434,Op10,She5,25.0
435,She5,Tao15,5.0
436,RF2,RF7,4.0
437,She5,V12M,9.0
438,R6F,RF4,2.0
439,Op8,Tao8,9.0
440,Mot21,Tao11,2.0
441,Op31,Op8,6.0
442,Op31,Tao15,5.0
443,Mot16,Mot6,2.0
444,Op10,Op6,19.0
445,Op31,V12M,5.0
446,Op8,T20M,5.0
447,Mot14,Mot2,10.0
448,PT1,She5,16.0
449,Op10,Op16,6.0
450,T6F,Tao7,2.0
451,Op41,Op5,7.0
452,Mot14,Mot16,16.0
453,Op10,PT1,23.0
454,M11F,Tao10,5.0
455,P1,T6F,2.0
456,Mot17,Tao11,2.0
457,Op33,She5,26.0
458,Op8,Tao6,3.0
459,Op21,Op6,1.0
460,Mot16,Mot4,8.0
461,Op10,Tao8,4.0
462,Tao6,Tao8,4.0
463,Mot14,Mot24,2.0
464,Mot18,Mot6,2.0
465,Op10,P1,31.0
466,RF7,Tao17,2.0
467,Mot1,Mot8,22.0
468,Op5,Tao15,5.0
469,Op5,V21M,2.0
470,Op20,P1,12.0
471,R11F,RF4,2.0
472,Mot24,Mot5,1.0
473,Op4,Op5,14.0
474,Op8,T22M,6.0
475,Op21,She1,4.0
476,Tao12,Tao7,5.0
477,Op36,Op6,1.0
478,Op33,She1,43.0
479,Mot1,Mot2,15.0
480,Op19,P1,2.0
481,Op41,Op7,8.0
482,T22M,Tao12,6.0
483,Mot18,Mot8,24.0
484,Op36,She8,1.0
485,She5,V22M,3.0
486,Op4,Op6,6.0
487,Op8,V12M,4.0
488,R6F,RF7,3.0
489,Mot3,Mot5,1.0
490,Op41,V22M,9.0
491,PT1,V11M,7.0
492,PT7,Tao12,7.0
493,Op41,She9,3.0
494,M6F,Mot19,3.0
495,R11F,RF3,3.0
496,Op33,Op6,19.0
497,Op4,Op41,7.0
498,Mot2,Mot8,15.0
499,Mot18,Mot20,9.0
500,T12F,Tao12,1.0
501,Mot14,Mot3,1.0
502,Op24,She3,2.0
503,Mot3,Mot4,1.0
504,Op4,P1,7.0
505,M5F,Mot12,6.0
506,Mot22,RF3,1.0
507,P1,V22M,9.0
508,Mot16,Mot2,15.0
509,She8,Tao8,4.0
510,Op8,PT7,10.0
511,Op24,Op7,5.0
512,She9,V11M,8.0
513,Tao12,Tao19,2.0
514,Op36,She5,1.0
515,Mot24,Mot4,3.0
516,M5F,Mot15,1.0
517,Op33,V12M,5.0
518,PT1,Tao8,4.0
519,Op41,V11M,16.0
520,Tao10,Tao8,7.0
521,T20M,T6M,1.0
522,Op7,She8,2.0
523,Mot24,Mot3,1.0
524,Mot2,Mot20,5.0
525,M5F,Mot17,5.0
526,Op33,She8,29.0
527,Op33,Op41,23.0
528,T18M,T6M,3.0
529,Tao12,Tao6,4.0
530,Op24,Op6,5.0
531,Mot1,Mot3,2.0
532,Op21,Op41,2.0
533,Op5,V22M,3.0
534,R6F,RF2,7.0
535,T12F,T20M,1.0
536,Mot2,Mot21,7.0
537,Op24,P1,7.0
538,R14M,RF3,2.0
539,Op5,Op7,3.0
540,Op33,P1,31.0
541,Mot14,Mot8,16.0
542,PT1,Tao12,6.0
543,Op19,Op41,2.0
544,R14M,RF7,6.0
545,Mot21,Mot24,2.0
546,M6F,Mot1,6.0
547,RF4,Tao17,2.0
548,Tao12,Tao8,7.0
549,Op4,Op8,5.0
550,Op19,She1,2.0
551,Op31,Op4,12.0
552,Op20,V11M,21.0
553,Mot14,Mot5,6.0
554,Op24,Op31,4.0
555,Mot16,Mot18,19.0
556,T20M,Tao19,2.0
557,Mot20,Mot5,9.0
558,Op41,PT1,10.0
559,Mot1,Mot4,8.0
560,Op27,She8,3.0
561,She8,V12M,9.0
562,Mot17,Mot24,3.0
563,Op24,Op33,7.0
564,Mot16,Mot3,2.0
565,Mot1,Mot20,6.0
566,She3,She9,4.0
567,Op20,PT1,7.0
568,Mot1,Mot6,2.0
569,Op24,She9,2.0
570,V11M,V19M,13.0
571,Mot12,Mot18,6.0
572,Mot1,Mot21,12.0
573,Op7,P1,6.0
574,Op36,Op5,1.0
575,Tao19,Tao25,2.0
576,P1,She8,16.0
577,Op20,Op31,10.0
578,V21M,V22M,3.0
579,T12F,Tao10,1.0
580,PT1,Tao10,4.0
581,Op5,V12M,9.0
582,Op8,P1,5.0
583,Mot3,Mot8,2.0
584,Op4,PT1,9.0
585,P1,She5,11.0
586,She1,She3,5.0
587,T18M,T6F,5.0
588,Op16,Op19,2.0
589,RF2,RF4,2.0
590,Op21,Op4,2.0
591,Op24,Op4,4.0
592,Op8,She1,5.0
593,M5F,Mot19,1.0
594,Op10,V22M,9.0
595,Mot17,Mot5,12.0
596,T18M,T20M,1.0
597,T12F,Tao25,1.0
598,Op10,She9,4.0
599,Op31,Op6,6.0
600,Op19,Op6,2.0
601,T20M,Tao8,4.0
602,She9,V19M,8.0
603,Op5,V19M,12.0
604,PT1,V21M,2.0
605,Op33,Op36,1.0
606,T22M,T6F,2.0
607,Tao10,Tao19,2.0
608,Op41,Op6,14.0
609,M6F,Mot17,6.0
610,Op6,V11M,13.0
611,Mot17,Mot3,2.0
612,Op10,Op5,20.0
613,Op31,Op41,10.0
614,Mot12,Mot2,8.0
615,Op5,Op6,6.0
616,She3,V6M,5.0
617,Mot1,Mot16,22.0
618,Op27,She1,3.0
619,Op8,V19M,5.0
620,PT1,V22M,3.0
621,M5F,Mot4,4.0
622,Mot24,Mot6,1.0
623,Op41,P1,20.0
624,Op41,She1,16.0
625,Op24,V19M,4.0
